access_id|access_userid|access_username|access_time|access_event
1215|SZE|Sze Sze|23/01/2018 19:22|Logout
1216|TSY|Shi Yun|23/01/2018 20:21|Login
1217|HANA|HANA|24/01/2018 8:38|Login
1218|ROSSY|ROSSY|24/01/2018 8:40|Login
1219|FATIN|FATIN|24/01/2018 8:48|Login
1220|IRINA|IRINA|24/01/2018 8:52|Login
1221|SZE|Sze Sze|24/01/2018 8:55|Login
1222|FATIN|FATIN|24/01/2018 8:59|Login
1223|FATIN|FATIN|24/01/2018 9:12|Login
1224|LKI|Lia|24/01/2018 9:22|Login
1225|IRINA|IRINA|24/01/2018 10:49|Login
1226|FATIN|FATIN|24/01/2018 12:51|Login
1227|FATIN|FATIN|24/01/2018 12:58|Login
1228|FATIN|FATIN|24/01/2018 13:06|Logout
1229|SHELA|SHELA|24/01/2018 14:40|Login
1230|FATIN|FATIN|24/01/2018 15:11|Login
1231|IRINA|IRINA|24/01/2018 15:20|Login
1232|IRINA|IRINA|24/01/2018 15:21|Login
1233|IRINA|IRINA|24/01/2018 15:25|Login
1234|LKI|Lia|24/01/2018 15:35|Login
1235|SZE|Sze Sze|24/01/2018 15:42|Login
1236|TSY|Shi Yun|24/01/2018 15:46|Login
1237|ROSSY|ROSSY|24/01/2018 15:46|Login
1238|ROSSY|ROSSY|24/01/2018 16:28|Login
1239|ROSSY|ROSSY|24/01/2018 16:33|Logout
1240|HANA|HANA|24/01/2018 16:53|Login
1241|IDAH|Norfaidah|24/01/2018 17:00|Login
1242|SZE|Sze Sze|24/01/2018 17:13|Login
1243|SZE|Sze Sze|24/01/2018 17:14|Logout
1244|IDAH|Norfaidah|24/01/2018 17:21|Login
1245|ROSSY|ROSSY|24/01/2018 17:27|Login
1246|IDAH|Norfaidah|24/01/2018 17:28|Login
1247|TSY|Shi Yun|24/01/2018 17:33|Login
1248|TSY|Shi Yun|24/01/2018 17:35|Logout
1249|TSY|Shi Yun|24/01/2018 17:37|Login
1250|TSY|Shi Yun|24/01/2018 17:37|Logout
1251|TSY|Shi Yun|24/01/2018 17:38|Login
1252|TSY|Shi Yun|24/01/2018 17:56|Login
1253|TSY|Shi Yun|24/01/2018 17:57|Logout
1254|HANA|HANA|24/01/2018 17:58|Login
1255|HANA|HANA|24/01/2018 17:59|Logout
1256|SZE|Sze Sze|24/01/2018 18:07|Login
1257|SZE|Sze Sze|24/01/2018 18:08|Logout
1258|SZE|Sze Sze|24/01/2018 18:19|Login
1259|TSY|Shi Yun|24/01/2018 18:20|Login
1260|TSY|Shi Yun|24/01/2018 18:21|Logout
1261|TSY|Shi Yun|24/01/2018 18:28|Login
1262|TSY|Shi Yun|24/01/2018 18:28|Logout
1263|TSY|Shi Yun|24/01/2018 18:30|Login
1264|TSY|Shi Yun|24/01/2018 18:30|Logout
1265|SZE|Sze Sze|24/01/2018 18:31|Login
1266|SZE|Sze Sze|24/01/2018 18:31|Logout
1267|SZE|Sze Sze|24/01/2018 19:19|Login
1268|SZE|Sze Sze|24/01/2018 19:59|Login
1269|IRINA|IRINA|25/01/2018 8:19|Login
1270|TSY|Shi Yun|25/01/2018 8:40|Login
1271|HANA|HANA|25/01/2018 8:40|Login
1272|LKI|Lia|25/01/2018 8:46|Login
1273|ROSSY|ROSSY|25/01/2018 9:26|Login
1274|SZE|Sze Sze|25/01/2018 9:47|Login
1275|FATIN|FATIN|25/01/2018 10:14|Login
1276|FATIN|FATIN|25/01/2018 10:58|Login
1277|IRINA|IRINA|25/01/2018 10:59|Login
1278|IRINA|IRINA|25/01/2018 11:00|Login
1279|FATIN|FATIN|25/01/2018 11:01|Login
1280|IRINA|IRINA|25/01/2018 11:03|Login
1281|FATIN|FATIN|25/01/2018 11:03|Login
1282|FATIN|FATIN|25/01/2018 11:04|Login
1283|FATIN|FATIN|25/01/2018 11:11|Logout
1284|FATIN|FATIN|25/01/2018 11:11|Login
1285|ROSSY|ROSSY|25/01/2018 12:02|Login
1286|SHELA|SHELA|25/01/2018 12:14|Login
1287|HANA|HANA|25/01/2018 12:48|Login
1288|IRINA|IRINA|25/01/2018 12:48|Login
1289|HANA|HANA|25/01/2018 13:00|Login
1290|HANA|HANA|25/01/2018 13:00|Logout
1291|TSY|Shi Yun|25/01/2018 13:01|Login
1292|TSY|Shi Yun|25/01/2018 13:01|Logout
1293|HANA|HANA|25/01/2018 13:01|Login
1294|FATIN|FATIN|25/01/2018 13:30|Login
1295|IRINA|IRINA|25/01/2018 14:26|Login
1296|IRINA|IRINA|25/01/2018 14:31|Login
1297|TSY|Shi Yun|25/01/2018 15:05|Login
1298|TSY|Shi Yun|25/01/2018 15:07|Logout
1299|LKI|Lia|25/01/2018 15:10|Login
1300|HANA|HANA|25/01/2018 15:12|Login
1301|HANA|HANA|25/01/2018 15:16|Logout
1302|HANA|HANA|25/01/2018 15:16|Login
1303|IRINA|IRINA|25/01/2018 15:55|Login
1304|HANA|HANA|25/01/2018 16:10|Login
1305|IRINA|IRINA|25/01/2018 16:23|Login
1306|IRINA|IRINA|25/01/2018 16:25|Login
1307|SZE|Sze Sze|25/01/2018 16:28|Login
1308|IDAH|Norfaidah|25/01/2018 16:35|Login
1309|FATIN|FATIN|25/01/2018 16:39|Login
1310|FATIN|FATIN|25/01/2018 16:55|Login
1311|FATIN|FATIN|25/01/2018 16:57|Login
1312|FATIN|FATIN|25/01/2018 16:58|Login
1313|HANA|HANA|25/01/2018 17:05|Login
1314|TSY|Shi Yun|25/01/2018 17:06|Login
1315|FATIN|FATIN|25/01/2018 17:06|Login
1316|TSY|Shi Yun|25/01/2018 17:08|Login
1317|TSY|Shi Yun|25/01/2018 17:08|Logout
1318|LKI|Lia|25/01/2018 17:10|Login
1319|FATIN|FATIN|25/01/2018 17:20|Login
1320|HANA|HANA|25/01/2018 17:21|Login
1321|IRINA|IRINA|25/01/2018 17:46|Login
1322|HANA|HANA|25/01/2018 18:29|Login
1323|IDAH|Norfaidah|25/01/2018 18:36|Login
1324|IDAH|Norfaidah|25/01/2018 18:40|Login
1325|HANA|HANA|25/01/2018 19:34|Login
1326|IRINA|IRINA|26/01/2018 8:23|Login
1327|FATIN|FATIN|26/01/2018 8:57|Login
1328|IDAH|Norfaidah|26/01/2018 9:00|Login
1329|IDAH|Norfaidah|26/01/2018 9:13|Login
1330|FATIN|FATIN|26/01/2018 9:34|Login
1331|FATIN|FATIN|26/01/2018 9:43|Login
1332|FATIN|FATIN|26/01/2018 9:45|Login
1333|FATIN|FATIN|26/01/2018 9:48|Logout
1334|FATIN|FATIN|26/01/2018 9:49|Login
1335|FATIN|FATIN|26/01/2018 9:50|Login
1336|HANA|HANA|26/01/2018 9:50|Login
1337|FATIN|FATIN|26/01/2018 9:52|Login
1338|FATIN|FATIN|26/01/2018 9:53|Logout
1339|FATIN|FATIN|26/01/2018 9:54|Login
1340|FATIN|FATIN|26/01/2018 9:55|Logout
1341|FATIN|FATIN|26/01/2018 9:55|Login
1342|IDAH|Norfaidah|26/01/2018 10:00|Login
1343|TSY|Shi Yun|26/01/2018 10:04|Login
1344|HANA|HANA|26/01/2018 10:03|Login
1345|HANA|HANA|26/01/2018 10:36|Logout
1346|TSY|Shi Yun|26/01/2018 10:36|Login
1347|TSY|Shi Yun|26/01/2018 10:37|Logout
1348|HANA|HANA|26/01/2018 10:37|Login
1349|IDAH|Norfaidah|26/01/2018 10:38|Login
1350|SZE|Sze Sze|26/01/2018 10:37|Login
1351|SZE|Sze Sze|26/01/2018 11:26|Login
1352|SZE|Sze Sze|26/01/2018 11:30|Login
1353|FATIN|FATIN|26/01/2018 13:03|Login
1354|HANA|HANA|26/01/2018 13:05|Login
1355|HANA|HANA|26/01/2018 13:05|Logout
1356|TSY|Shi Yun|26/01/2018 13:05|Login
1357|FATIN|FATIN|26/01/2018 13:39|Login
1358|FATIN|FATIN|26/01/2018 13:41|Logout
1359|FATIN|FATIN|26/01/2018 13:42|Login
1360|FATIN|FATIN|26/01/2018 13:47|Logout
1361|FATIN|FATIN|26/01/2018 13:48|Login
1362|HANA|HANA|26/01/2018 13:48|Login
1363|HANA|HANA|26/01/2018 13:49|Login
1364|HANA|HANA|26/01/2018 13:51|Login
1365|HANA|HANA|26/01/2018 13:58|Login
1366|ROSSY|ROSSY|26/01/2018 14:07|Login
1367|IDAH|Norfaidah|26/01/2018 14:08|Login
1368|TSY|Shi Yun|26/01/2018 14:11|Login
1369|TSY|Shi Yun|26/01/2018 14:17|Login
1370|TSY|Shi Yun|26/01/2018 14:19|Login
1371|TSY|Shi Yun|26/01/2018 14:44|Login
1372|TSY|Shi Yun|26/01/2018 14:44|Logout
1373|TSY|Shi Yun|26/01/2018 14:46|Login
1374|HANA|HANA|26/01/2018 14:52|Login
1375|TSY|Shi Yun|26/01/2018 15:00|Login
1376|IDAH|Norfaidah|26/01/2018 15:00|Login
1377|SZE|Sze Sze|26/01/2018 15:02|Login
1378|ROSSY|ROSSY|26/01/2018 15:24|Login
1379|IDAH|Norfaidah|26/01/2018 15:25|Login
1380|IRINA|IRINA|26/01/2018 15:33|Login
1381|IRINA|IRINA|26/01/2018 15:34|Login
1382|TSY|Shi Yun|26/01/2018 18:13|Login
1383|TSY|Shi Yun|26/01/2018 23:02|Login
1384|TSY|Shi Yun|27/01/2018 13:56|Login
1385|TSY|Shi Yun|27/01/2018 13:57|Logout
1386|TSY|Shi Yun|27/01/2018 13:58|Login
1387|TSY|Shi Yun|27/01/2018 14:20|Login
1388|TSY|Shi Yun|27/01/2018 14:21|Login
1389|TSY|Shi Yun|27/01/2018 15:06|Login
1390|TSY|Shi Yun|27/01/2018 15:08|Login
1391|TSY|Shi Yun|27/01/2018 15:08|Login
1392|TSY|Shi Yun|27/01/2018 15:12|Login
1393|TSY|Shi Yun|27/01/2018 15:13|Logout
1394|TSY|Shi Yun|27/01/2018 15:14|Login
1395|TSY|Shi Yun|27/01/2018 15:16|Login
1396|TSY|Shi Yun|27/01/2018 15:29|Login
1397|TSY|Shi Yun|27/01/2018 15:30|Login
1398|TSY|Shi Yun|27/01/2018 15:31|Login
1399|TSY|Shi Yun|27/01/2018 15:31|Login
1400|TSY|Shi Yun|27/01/2018 15:32|Login
1401|TSY|Shi Yun|27/01/2018 15:32|Login
1402|TSY|Shi Yun|27/01/2018 15:33|Login
1403|TSY|Shi Yun|27/01/2018 15:33|Login
1404|TSY|Shi Yun|27/01/2018 15:34|Login
1405|TSY|Shi Yun|27/01/2018 15:34|Login
1406|TSY|Shi Yun|27/01/2018 15:35|Login
1407|TSY|Shi Yun|27/01/2018 15:38|Login
1408|TSY|Shi Yun|27/01/2018 15:41|Login
1409|TSY|Shi Yun|27/01/2018 16:17|Login
1410|TSY|Shi Yun|27/01/2018 16:18|Login
1411|TSY|Shi Yun|27/01/2018 16:23|Login
1412|TSY|Shi Yun|27/01/2018 16:24|Login
1413|TSY|Shi Yun|27/01/2018 16:27|Login
1414|TSY|Shi Yun|27/01/2018 16:29|Login
1415|TSY|Shi Yun|27/01/2018 16:30|Login
1416|TSY|Shi Yun|27/01/2018 16:30|Login
1417|TSY|Shi Yun|27/01/2018 16:31|Login
1418|TSY|Shi Yun|27/01/2018 16:32|Login
1419|TSY|Shi Yun|27/01/2018 16:33|Login
1420|TSY|Shi Yun|27/01/2018 16:42|Login
1421|TSY|Shi Yun|27/01/2018 16:44|Login
1422|TSY|Shi Yun|27/01/2018 16:47|Login
1423|TSY|Shi Yun|27/01/2018 16:49|Login
1424|TSY|Shi Yun|27/01/2018 16:50|Login
1425|TSY|Shi Yun|27/01/2018 16:50|Login
1426|TSY|Shi Yun|27/01/2018 16:51|Login
1427|TSY|Shi Yun|27/01/2018 16:52|Login
1428|TSY|Shi Yun|27/01/2018 19:13|Login
1429|TSY|Shi Yun|27/01/2018 19:14|Login
1430|TSY|Shi Yun|27/01/2018 19:15|Login
1431|TSY|Shi Yun|27/01/2018 19:16|Login
1432|TSY|Shi Yun|27/01/2018 19:20|Login
1433|TSY|Shi Yun|27/01/2018 19:25|Login
1434|TSY|Shi Yun|29/01/2018 8:39|Login
1435|TSY|Shi Yun|29/01/2018 8:52|Login
1436|ROSSY|ROSSY|29/01/2018 8:54|Login
1437|IRINA|IRINA|29/01/2018 9:18|Login
1438|FATIN|FATIN|29/01/2018 9:19|Login
1439|IDAH|Norfaidah|29/01/2018 9:22|Login
1440|IDAH|Norfaidah|29/01/2018 9:23|Logout
1441|IDAH|Norfaidah|29/01/2018 9:23|Login
1442|HANA|HANA|29/01/2018 9:24|Login
1443|ROSSY|ROSSY|29/01/2018 9:27|Login
1444|TSY|Shi Yun|29/01/2018 9:31|Login
1445|SHELA|SHELA|29/01/2018 9:30|Login
2394|IDAH|Norfaidah|02/03/2018 8:45|Login
1446|FATIN|FATIN|29/01/2018 9:32|Login
1447|TSY|Shi Yun|29/01/2018 9:35|Login
1448|TSY|Shi Yun|29/01/2018 9:35|Logout
1449|TSY|Shi Yun|29/01/2018 9:36|Login
1450|TSY|Shi Yun|29/01/2018 9:36|Logout
1451|SZE|Sze Sze|29/01/2018 9:36|Login
1452|TSY|Shi Yun|29/01/2018 9:39|Login
2422|SZE|Sze Sze|03/03/2018 8:58|Logout
2433|LKI|Lia|05/03/2018 8:33|Login
2446|IDAH|Norfaidah|05/03/2018 16:52|Login
2462|TSY|Shi Yun|06/03/2018 11:27|Login
2479|TSY|Shi Yun|06/03/2018 19:35|Logout
1453|SZE|Sze Sze|29/01/2018 9:49|Login
1454|SZE|Sze Sze|29/01/2018 10:24|Logout
1455|FATIN|FATIN|29/01/2018 10:24|Login
3307|TR2|TR 2|23/03/2018 11:47|Login
3332|IDAH|Norfaidah|23/03/2018 14:48|Login
2520|IDAH|Norfaidah|07/03/2018 15:34|Login
2529|TSY|Shi Yun|07/03/2018 19:59|Logout
4924|FATIN|FATIN|17/05/2018 9:36|Login
3365|IDAH|Norfaidah|26/03/2018 10:21|Login
3381|HANA|HANA|26/03/2018 13:15|Login
3399|LIA|Lia|26/03/2018 19:06|Logout
3416|SHELA|SHELA|27/03/2018 11:10|Login
2542|TR|TR 1|08/03/2018 15:03|Login
3427|TR|TR 1|27/03/2018 14:11|Login
2565|SZE|Sze Sze|09/03/2018 11:21|Login
1456|TSY|Shi Yun|29/01/2018 10:41|Login
2395|FATIN|FATIN|02/03/2018 8:47|Login
1457|HANA|HANA|29/01/2018 13:31|Login
1458|IDAH|Norfaidah|29/01/2018 14:07|Login
1459|IRINA|IRINA|29/01/2018 14:41|Login
2411|LKI|Lia|02/03/2018 16:24|Login
2423|TSY|Shi Yun|03/03/2018 8:58|Login
2434|TSY|Shi Yun|05/03/2018 8:46|Login
2447|IDAH|Norfaidah|05/03/2018 16:53|Login
1460|FATIN|FATIN|29/01/2018 14:45|Login
1461|FATIN|FATIN|29/01/2018 14:45|Logout
1462|SZE|Sze Sze|29/01/2018 14:45|Login
1463|SZE|Sze Sze|29/01/2018 14:47|Login
2463|ROSSY|ROSSY|06/03/2018 11:55|Login
1464|IDAH|Norfaidah|29/01/2018 14:57|Login
1465|SZE|Sze Sze|29/01/2018 15:04|Login
1466|TSY|Shi Yun|29/01/2018 15:39|Login
1467|SHELA|SHELA|29/01/2018 15:59|Login
1468|HANA|HANA|29/01/2018 16:00|Login
1469|IDAH|Norfaidah|29/01/2018 16:17|Login
1470|IDAH|Norfaidah|29/01/2018 16:25|Login
1471|ROSSY|ROSSY|29/01/2018 16:41|Login
1472|SZE|Sze Sze|29/01/2018 16:43|Login
1473|IRINA|IRINA|29/01/2018 16:54|Login
4895|TSY|Shi Yun|15/05/2018 18:55|Logout
2492|SZE|Sze Sze|07/03/2018 11:10|Login
2493|SZE|Sze Sze|07/03/2018 11:11|Logout
4925|FATIN|FATIN|17/05/2018 9:42|Login
4950|HANA|HANA|18/05/2018 8:36|Login
3308|TR|TR 1|23/03/2018 11:48|Login
3333|IDAH|Norfaidah|23/03/2018 14:50|Login
2505|TR|TR 1|07/03/2018 14:44|Login
2506|TR|TR 1|07/03/2018 14:44|Logout
2507|TSY|Shi Yun|07/03/2018 14:44|Login
3366|IDAH|Norfaidah|26/03/2018 10:40|Login
2530|LKI|Lia|08/03/2018 8:26|Login
3382|HANA|HANA|26/03/2018 13:15|Login
2553|SZE|Sze Sze|08/03/2018 17:56|Logout
2566|SZE|Sze Sze|09/03/2018 11:22|Logout
1474|TSY|Shi Yun|29/01/2018 17:38|Login
1475|HANA|HANA|29/01/2018 17:41|Login
1476|SZE|Sze Sze|29/01/2018 18:26|Login
1477|SZE|Sze Sze|29/01/2018 18:26|Logout
3417|SZE|Sze Sze|27/03/2018 11:11|Login
1478|HANA|HANA|29/01/2018 18:40|Login
1479|HANA|HANA|30/01/2018 8:36|Login
1480|SZE|Sze Sze|30/01/2018 8:41|Login
1481|IRINA|IRINA|30/01/2018 8:59|Login
1482|FATIN|FATIN|30/01/2018 9:02|Login
1483|FATIN|FATIN|30/01/2018 9:08|Login
1484|FATIN|FATIN|30/01/2018 9:13|Login
1485|HANA|HANA|30/01/2018 9:32|Login
1486|FATIN|FATIN|30/01/2018 9:37|Login
1487|SZE|Sze Sze|30/01/2018 9:44|Login
1488|IRINA|IRINA|30/01/2018 9:47|Login
1489|FATIN|FATIN|30/01/2018 9:54|Login
1490|FATIN|FATIN|30/01/2018 11:03|Logout
1491|FATIN|FATIN|30/01/2018 11:03|Login
1492|SZE|Sze Sze|30/01/2018 11:04|Login
1493|SZE|Sze Sze|30/01/2018 11:54|Logout
1494|FATIN|FATIN|30/01/2018 11:56|Login
1495|FATIN|FATIN|30/01/2018 12:21|Login
1496|FATIN|FATIN|30/01/2018 12:34|Login
1497|FATIN|FATIN|30/01/2018 12:42|Login
2593|TSY|Shi Yun|09/03/2018 17:15|Login
1498|SHELA|SHELA|30/01/2018 14:04|Login
1499|HANA|HANA|30/01/2018 14:15|Login
1500|ROSSY|ROSSY|30/01/2018 14:16|Login
1501|FATIN|FATIN|30/01/2018 14:29|Login
1502|FATIN|FATIN|30/01/2018 14:32|Logout
1503|FATIN|FATIN|30/01/2018 14:32|Login
1504|HANA|HANA|30/01/2018 14:46|Login
1505|SZE|Sze Sze|30/01/2018 16:32|Login
1506|HANA|HANA|30/01/2018 16:32|Login
2605|TSY|Shi Yun|12/03/2018 8:40|Login
1507|IRINA|IRINA|30/01/2018 17:01|Login
1508|HANA|HANA|30/01/2018 17:22|Login
1509|SZE|Sze Sze|30/01/2018 17:27|Login
1510|FATIN|FATIN|30/01/2018 17:30|Login
1511|FATIN|FATIN|30/01/2018 18:42|Logout
1512|TSY|Shi Yun|30/01/2018 18:45|Login
1513|TSY|Shi Yun|30/01/2018 18:45|Logout
1514|SZE|Sze Sze|30/01/2018 18:46|Login
1515|SZE|Sze Sze|30/01/2018 18:46|Logout
1516|TSY|Shi Yun|30/01/2018 18:46|Login
1517|TSY|Shi Yun|30/01/2018 20:53|Logout
2619|LIA|Lia|12/03/2018 10:06|Logout
1518|TSY|Shi Yun|02/02/2018 8:10|Login
1519|TSY|Shi Yun|02/02/2018 8:11|Logout
1520|SZE|Sze Sze|02/02/2018 8:11|Login
1521|SZE|Sze Sze|02/02/2018 8:12|Logout
1522|TSY|Shi Yun|02/02/2018 8:12|Login
1523|FATIN|FATIN|02/02/2018 8:24|Login
1524|IRINA|IRINA|02/02/2018 8:32|Login
1525|FATIN|FATIN|02/02/2018 8:37|Login
1526|SZE|Sze Sze|02/02/2018 8:52|Login
1527|HANA|HANA|02/02/2018 9:06|Login
1528|FATIN|FATIN|02/02/2018 9:20|Login
1529|FATIN|FATIN|02/02/2018 9:41|Login
2635|HANA|HANA|12/03/2018 11:48|Logout
1530|TSY|Shi Yun|02/02/2018 10:19|Login
2651|SZE|Sze Sze|12/03/2018 13:39|Login
2661|TSY|Shi Yun|12/03/2018 16:26|Login
2671|LIA|Lia|13/03/2018 8:33|Login
2684|FATIN|FATIN|13/03/2018 11:18|Login
1531|SHELA|SHELA|02/02/2018 10:54|Login
1532|FATIN|FATIN|02/02/2018 11:30|Login
1533|HANA|HANA|02/02/2018 11:43|Login
1534|IRINA|IRINA|02/02/2018 11:43|Login
1535|IRINA|IRINA|02/02/2018 11:46|Login
1536|IRINA|IRINA|02/02/2018 11:57|Login
3428|TR|TR 1|27/03/2018 14:11|Logout
2700|HANA|HANA|13/03/2018 14:05|Login
2710|IRINA|IRINA|13/03/2018 15:23|Login
3429|TR|TR 1|27/03/2018 14:11|Login
2717|TR|TR 1|13/03/2018 17:10|Login
1537|SHELA|SHELA|02/02/2018 11:58|Login
1538|SHELA|SHELA|02/02/2018 12:01|Logout
1539|SZE|Sze Sze|02/02/2018 12:01|Login
1540|SZE|Sze Sze|02/02/2018 12:26|Login
1541|HANA|HANA|02/02/2018 12:30|Login
1542|TSY|Shi Yun|02/02/2018 13:31|Login
1543|TSY|Shi Yun|02/02/2018 13:34|Logout
1544|SZE|Sze Sze|02/02/2018 13:34|Login
1545|SZE|Sze Sze|02/02/2018 13:34|Logout
1546|TSY|Shi Yun|02/02/2018 13:35|Login
1547|ROSSY|ROSSY|02/02/2018 14:00|Login
1548|ROSSY|ROSSY|02/02/2018 14:07|Login
3440|LIA|Lia|27/03/2018 15:25|Login
1549|SZE|Sze Sze|02/02/2018 14:29|Login
1550|SZE|Sze Sze|02/02/2018 14:33|Logout
1551|TSY|Shi Yun|02/02/2018 14:33|Login
1552|SZE|Sze Sze|02/02/2018 14:44|Login
1553|SHELA|SHELA|02/02/2018 14:45|Login
1554|SHELA|SHELA|02/02/2018 14:56|Login
1555|SZE|Sze Sze|02/02/2018 14:57|Login
1556|SHELA|SHELA|02/02/2018 14:58|Login
1557|HANA|HANA|02/02/2018 15:15|Login
2396|TSY|Shi Yun|02/03/2018 8:58|Login
1558|SZE|Sze Sze|02/02/2018 15:54|Login
2412|TR2|TR 2|02/03/2018 16:35|Login
1559|TSY|Shi Yun|02/02/2018 16:21|Login
1560|TSY|Shi Yun|02/02/2018 16:43|Logout
1561|TSY|Shi Yun|02/02/2018 16:43|Login
1562|TSY|Shi Yun|02/02/2018 18:59|Logout
1563|IRINA|IRINA|03/02/2018 8:15|Login
1564|SZE|Sze Sze|03/02/2018 8:33|Login
1565|ROSSY|ROSSY|03/02/2018 8:37|Login
1566|FATIN|FATIN|03/02/2018 8:43|Login
1567|HANA|HANA|03/02/2018 9:07|Login
1568|FATIN|FATIN|03/02/2018 9:15|Login
1569|LKI|Lia|03/02/2018 9:38|Login
1570|SZE|Sze Sze|03/02/2018 10:11|Login
1571|HANA|HANA|03/02/2018 10:21|Login
1572|TSY|Shi Yun|03/02/2018 10:31|Login
1573|TSY|Shi Yun|03/02/2018 10:33|Logout
1574|TSY|Shi Yun|03/02/2018 10:38|Login
1575|TSY|Shi Yun|03/02/2018 10:50|Login
3309|TR|TR 1|23/03/2018 12:03|Logout
2435|SZE|Sze Sze|05/03/2018 9:23|Login
2448|ROSSY|ROSSY|05/03/2018 16:53|Login
1576|TSY|Shi Yun|03/02/2018 10:51|Login
1577|TSY|Shi Yun|03/02/2018 10:54|Logout
1578|HANA|HANA|03/02/2018 10:54|Login
1579|TSY|Shi Yun|03/02/2018 11:01|Login
1580|TSY|Shi Yun|03/02/2018 11:04|Login
1581|TSY|Shi Yun|03/02/2018 11:08|Login
1582|TSY|Shi Yun|03/02/2018 11:11|Login
2464|IDAH|Norfaidah|06/03/2018 14:47|Login
2480|IRINA|IRINA|07/03/2018 8:26|Login
2494|TSY|Shi Yun|07/03/2018 11:11|Login
2508|TSY|Shi Yun|07/03/2018 14:46|Logout
1583|TSY|Shi Yun|03/02/2018 11:12|Login
1584|TSY|Shi Yun|03/02/2018 11:13|Logout
1585|SZE|Sze Sze|03/02/2018 11:17|Login
1586|SZE|Sze Sze|03/02/2018 11:17|Logout
2521|LKI|Lia|07/03/2018 15:42|Login
2531|IRINA|IRINA|08/03/2018 8:36|Login
2543|IDAH|Norfaidah|08/03/2018 15:04|Login
2554|SZE|Sze Sze|08/03/2018 18:02|Login
1587|TSY|Shi Yun|03/02/2018 11:23|Login
2567|TSY|Shi Yun|09/03/2018 11:22|Login
2581|TR|TR 1|09/03/2018 15:45|Login
2594|TSY|Shi Yun|09/03/2018 17:19|Logout
1588|SHELA|SHELA|03/02/2018 11:24|Login
1589|SHELA|SHELA|03/02/2018 11:24|Logout
1590|SZE|Sze Sze|03/02/2018 11:24|Login
1591|ROSSY|ROSSY|03/02/2018 11:26|Login
1592|HANA|HANA|03/02/2018 11:33|Login
2606|SZE|Sze Sze|12/03/2018 8:42|Login
1593|IRINA|IRINA|03/02/2018 11:36|Login
1594|SZE|Sze Sze|03/02/2018 11:44|Login
1595|SZE|Sze Sze|03/02/2018 11:51|Login
1596|ROSSY|ROSSY|03/02/2018 11:52|Login
1597|TSY|Shi Yun|03/02/2018 11:54|Login
1598|TSY|Shi Yun|03/02/2018 11:54|Logout
1599|TSY|Shi Yun|03/02/2018 12:09|Login
1600|SZE|Sze Sze|03/02/2018 12:12|Login
2620|LIA|Lia|12/03/2018 10:07|Login
2636|TSY|Shi Yun|12/03/2018 11:48|Login
3334|IDAH|Norfaidah|23/03/2018 14:51|Login
2662|TSY|Shi Yun|12/03/2018 16:27|Logout
1601|LKI|Lia|03/02/2018 12:22|Login
2663|TSY|Shi Yun|12/03/2018 16:27|Login
2672|IRINA|IRINA|13/03/2018 9:08|Login
2685|FATIN|FATIN|13/03/2018 11:22|Login
2701|TR|TR 1|13/03/2018 14:25|Login
1602|LKI|Lia|03/02/2018 13:18|Logout
1603|FATIN|FATIN|03/02/2018 13:20|Login
2711|IDAH|Norfaidah|13/03/2018 15:24|Login
1604|IRINA|IRINA|05/02/2018 8:22|Login
1605|FATIN|FATIN|05/02/2018 8:29|Login
1606|HANA|HANA|05/02/2018 8:59|Login
1607|TSY|Shi Yun|05/02/2018 9:04|Login
1608|LKI|Lia|05/02/2018 9:10|Login
1609|SZE|Sze Sze|05/02/2018 9:43|Login
2718|TR|TR 1|13/03/2018 17:14|Logout
2726|IRINA|IRINA|14/03/2018 8:29|Login
2737|SZE|Sze Sze|14/03/2018 14:53|Login
1610|TSY|Shi Yun|05/02/2018 9:54|Login
1611|HANA|HANA|05/02/2018 10:51|Login
1612|SHELA|SHELA|05/02/2018 11:32|Login
1613|FATIN|FATIN|05/02/2018 11:33|Login
1614|SZE|Sze Sze|05/02/2018 11:34|Login
1615|SZE|Sze Sze|05/02/2018 11:35|Login
1616|SHELA|SHELA|05/02/2018 11:37|Login
1617|SHELA|SHELA|05/02/2018 11:39|Login
1618|SZE|Sze Sze|05/02/2018 11:40|Login
1619|ROSSY|ROSSY|05/02/2018 15:18|Login
1620|SZE|Sze Sze|05/02/2018 15:31|Login
2747|HANA|HANA|14/03/2018 15:25|Login
1621|TR2|TR 2|05/02/2018 15:37|Login
1622|TR|TR 1|05/02/2018 15:37|Login
2758|TSY|Shi Yun|14/03/2018 15:39|Login
1623|LKI|Lia|05/02/2018 15:42|Login
1624|SZE|Sze Sze|05/02/2018 15:59|Login
2770|HANA|HANA|14/03/2018 16:47|Logout
3347|IRINA|IRINA|26/03/2018 8:23|Login
2782|TSY|Shi Yun|15/03/2018 8:47|Login
2792|TSY|Shi Yun|15/03/2018 12:47|Login
3367|IDAH|Norfaidah|26/03/2018 10:43|Login
2799|HANA|HANA|15/03/2018 14:02|Login
2806|TR|TR 1|15/03/2018 14:50|Login
2808|HANA|HANA|15/03/2018 14:51|Login
1625|SHELA|SHELA|05/02/2018 16:26|Login
2814|HANA|HANA|15/03/2018 15:31|Logout
1626|IRINA|IRINA|05/02/2018 16:35|Login
2820|SZE|Sze Sze|15/03/2018 16:44|Login
1627|SZE|Sze Sze|05/02/2018 16:36|Login
4926|TSY|Shi Yun|17/05/2018 10:23|Login
