fs_id|company_id|fs_date|fs_reminderdate1|fs_reminderdate2|fs_reminderdate3|fs_submissiondate|fs_status|fs_fileddate|fs_deadline|fs_agm
1997|148|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015|30/06/2016|30/06/2016
2161|163|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015|30/06/2016|30/06/2016
2163|163|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016|30/06/2017|30/06/2017
2164|163|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
2166|164|31/01/2009|01/01/2009|01/04/2009|01/07/2009|30/08/2009|t|31/01/2009||31/01/2009
2168|164|31/01/2010|01/01/2010|01/04/2010|01/07/2010|30/08/2010|t|31/01/2010|31/07/2010|31/07/2010
2170|164|31/01/2011|01/01/2011|01/04/2011|01/07/2011|30/08/2011|t|31/01/2011|31/07/2011|31/07/2011
2174|164|31/01/2013|01/01/2013|01/04/2013|01/07/2013|30/08/2013|t|31/01/2013|31/07/2013|31/07/2013
2176|164|31/01/2014|01/01/2014|01/04/2014|01/07/2014|30/08/2014|t|31/01/2014|31/07/2014|31/07/2014
2184|165|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
2186|166|30/04/2011|01/04/2011|01/07/2011|01/10/2011|29/11/2011|t|30/04/2011|30/10/2011|21/10/2011
2191|167|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|31/12/2014|30/06/2015|12/03/2015
2195|167|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016|30/06/2017|24/03/2017
2196|167|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
2200|168|30/06/2012|01/06/2012|01/09/2012|01/12/2012|29/01/2013|t|30/06/2012|30/12/2012|31/12/2012
2204|168|30/06/2014|01/06/2014|01/09/2014|01/12/2014|29/01/2015|t|30/06/2014|30/12/2014|31/12/2014
2208|168|30/06/2016|01/06/2016|01/09/2016|01/12/2016|29/01/2017|t|30/06/2016|30/12/2016|31/12/2016
2211|169|31/12/2008|01/12/2008|01/03/2009|01/06/2009|30/07/2009|t|31/12/2008|30/06/2009|30/06/2009
2215|169|31/12/2010|01/12/2010|01/03/2011|01/06/2011|30/07/2011|t|31/12/2010|30/06/2011|30/06/2011
2219|169|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|t|31/12/2012|30/06/2013|30/06/2013
2223|169|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|31/12/2014|30/06/2015|30/06/2015
2227|169|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016|30/06/2017|21/02/2017
2228|169|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
2233|171|31/10/2010|01/10/2010|01/01/2011|01/04/2011|30/05/2011|t|31/10/2010|30/04/2011|30/04/2011
2235|171|31/10/2011|01/10/2011|01/01/2012|01/04/2012|30/05/2012|t|31/10/2011|30/04/2012|30/04/2012
2239|171|31/10/2013|01/10/2013|01/01/2014|01/04/2014|30/05/2014|t|31/10/2013|30/04/2014|30/04/2014
2243|171|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015|30/06/2016|30/06/2016
2248|172|30/06/2000|01/06/2000|01/09/2000|01/12/2000|29/01/2001|t|30/06/2000|30/12/2000|11/11/2000
2252|172|30/06/2002|01/06/2002|01/09/2002|01/12/2002|29/01/2003|t|30/06/2002|30/12/2002|31/12/2002
2254|71|31/12/1997|01/12/1997|01/03/1998|01/06/1998|30/07/1998|t|31/12/1997||30/06/2015
2256|71|31/12/1998|01/12/1998|01/03/1999|01/06/1999|30/07/1999|t|28/07/2015|30/06/1999|30/06/2015
2258|71|31/12/1999|01/12/1999|01/03/2000|01/06/2000|30/07/2000|t|28/07/2015|30/06/2000|30/06/2015
2260|71|31/12/2000|01/12/2000|01/03/2001|01/06/2001|30/07/2001|t|28/07/2015|30/06/2001|30/06/2015
2262|71|31/12/2001|01/12/2001|01/03/2002|01/06/2002|30/07/2002|t|28/07/2015|30/06/2002|30/06/2015
2264|71|31/12/2002|01/12/2002|01/03/2003|01/06/2003|30/07/2003|t|28/07/2015|30/06/2003|30/06/2015
2266|71|31/12/2003|01/12/2003|01/03/2004|01/06/2004|30/07/2004|t|28/07/2015|30/06/2004|30/06/2015
2268|71|31/12/2004|01/12/2004|01/03/2005|01/06/2005|30/07/2005|t|28/07/2015|30/06/2005|30/06/2015
2270|71|31/12/2005|01/12/2005|01/03/2006|01/06/2006|30/07/2006|t|28/07/2015|30/06/2006|30/06/2015
2272|71|31/12/2006|01/12/2006|01/03/2007|01/06/2007|30/07/2007|t|28/07/2015|30/06/2007|30/06/2015
2274|71|31/12/2007|01/12/2007|01/03/2008|01/06/2008|30/07/2008|t|28/07/2015|30/06/2008|30/06/2016
2276|71|31/12/2008|01/12/2008|01/03/2009|01/06/2009|30/07/2009|t|28/07/2015|30/06/2009|30/06/2015
2278|71|31/12/2009|01/12/2009|01/03/2010|01/06/2010|30/07/2010|t|28/07/2015|30/06/2010|30/06/2015
2280|71|31/12/2010|01/12/2010|01/03/2011|01/06/2011|30/07/2011|t|26/07/2015|30/06/2011|30/06/2015
2282|71|31/12/2011|01/12/2011|01/03/2012|01/06/2012|30/07/2012|t|28/07/2015|30/06/2012|30/06/2015
2284|71|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|t|28/07/2015|30/06/2013|30/06/2015
2286|71|31/12/2013|01/12/2013|01/03/2014|01/06/2014|30/07/2014|t|28/07/2015|30/06/2014|30/06/2015
1987|148|31/12/2010|01/12/2010|01/03/2011|01/06/2011|30/07/2011|t|31/12/2010|30/06/2011|28/06/2011
1991|148|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|t|31/12/2012|30/06/2013|20/06/2013
1995|148|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|31/12/2014|30/06/2015|30/06/2015
2116|161|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|f||30/06/2017|
2118|162|31/12/2005|01/12/2005|01/03/2006|01/06/2006|30/07/2006|t|31/12/2005|30/06/2006|25/01/2006
2001|149|31/08/2008|01/08/2008|01/11/2008|01/02/2009|30/03/2009|t|31/08/2008|28/02/2009|07/01/2009
2002|149|31/08/2018|01/08/2018|01/11/2018|01/02/2019|30/03/2019|f||28/02/2019|
2003|151|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
2004|150|31/12/2001|01/12/2001|01/03/2002|01/06/2002|30/07/2002|t|31/12/2001|30/06/2002|30/06/2002
2006|150|31/12/2002|01/12/2002|01/03/2003|01/06/2003|30/07/2003|t|31/12/2002|30/06/2003|30/06/2003
2120|162|31/12/2006|01/12/2006|01/03/2007|01/06/2007|30/07/2007|t|31/12/2006|30/06/2007|24/04/2007
2008|150|31/12/2003|01/12/2003|01/03/2004|01/06/2004|30/07/2004|t|31/12/2003|30/06/2004|30/06/2004
2010|150|31/12/2004|01/12/2004|01/03/2005|01/06/2005|30/07/2005|t|31/12/2004|30/06/2005|30/06/2005
2122|162|31/12/2007|01/12/2007|01/03/2008|01/06/2008|30/07/2008|t|31/12/2007|30/06/2008|30/06/2008
2012|150|31/12/2005|01/12/2005|01/03/2006|01/06/2006|30/07/2006|t|31/12/2005|30/06/2006|30/06/2006
2114|160|31/10/2014|01/10/2014|01/01/2015|01/04/2015|30/05/2015|f||30/04/2015|
2014|150|31/12/2006|01/12/2006|01/03/2007|01/06/2007|30/07/2007|t|31/12/2006|30/06/2007|30/06/2007
2015|150|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
2124|162|31/12/2008|01/12/2008|01/03/2009|01/06/2009|30/07/2009|t|31/12/2008|30/06/2009|05/06/2009
2017|152|28/02/2009|01/02/2009|01/05/2009|01/08/2009|27/09/2009|t|28/02/2009|28/08/2009|30/08/2009
2019|152|28/02/2010|01/02/2010|01/05/2010|01/08/2010|27/09/2010|t|28/02/2010|28/08/2010|30/08/2010
2126|162|31/12/2009|01/12/2009|01/03/2010|01/06/2010|30/07/2010|t|31/12/2009|30/06/2010|30/06/2010
2021|152|28/02/2011|01/02/2011|01/05/2011|01/08/2011|27/09/2011|t|28/02/2011|28/08/2011|30/08/2011
1999|148|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|30/06/2017|30/06/2017|
2023|152|29/02/2012|01/02/2012|01/05/2012|01/08/2012|28/09/2012|t|29/02/2012|29/08/2012|30/08/2012
2128|162|31/12/2010|01/12/2010|01/03/2011|01/06/2011|30/07/2011|t|31/12/2010|30/06/2011|30/06/2011
2025|152|28/02/2013|01/02/2013|01/05/2013|01/08/2013|27/09/2013|t|28/02/2013|28/08/2013|26/07/2013
2027|152|28/02/2014|01/02/2014|01/05/2014|01/08/2014|27/09/2014|t|28/02/2014|28/08/2014|25/08/2014
2130|162|31/12/2011|01/12/2011|01/03/2012|01/06/2012|30/07/2012|t|31/12/2011|30/06/2012|22/06/2012
2029|152|28/02/2015|01/02/2015|01/05/2015|01/08/2015|27/09/2015|t|28/02/2015|28/08/2015|30/06/2015
2030|152|28/02/2018|01/02/2018|01/05/2018|01/08/2018|27/09/2018|f||28/08/2018|
2060|154|30/04/2018|01/04/2018|01/07/2018|01/10/2018|29/11/2018|f||30/10/2018|
2132|162|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|t|31/12/2012|30/06/2013|03/06/2013
2134|162|31/12/2013|01/12/2013|01/03/2014|01/06/2014|30/07/2014|t|31/12/2013|30/06/2014|30/06/2014
2058|153|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016|30/06/2017|30/06/2017
2136|162|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|31/12/2014|30/06/2015|30/06/2015
2059|153|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
2138|162|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015|30/06/2016|16/03/2016
2140|162|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016|30/06/2017|08/06/2017
2042|153|31/12/2008|01/12/2008|01/03/2009|01/06/2009|30/07/2009|t|31/12/2008|30/06/2009|09/05/2009
2044|153|31/12/2009|01/12/2009|01/03/2010|01/06/2010|30/07/2010|t|31/12/2009|30/06/2010|30/06/2010
2046|153|31/12/2010|01/12/2010|01/03/2011|01/06/2011|30/07/2011|t|31/12/2010|30/06/2011|30/06/2011
2048|153|31/12/2011|01/12/2011|01/03/2012|01/06/2012|30/07/2012|t|31/12/2011|30/06/2012|30/06/2012
2050|153|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|t|31/12/2012|30/06/2013|30/06/2013
2052|153|31/12/2013|01/12/2013|01/03/2014|01/06/2014|30/07/2014|t|31/12/2013|30/06/2014|30/06/2014
2054|153|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|31/12/2014|30/06/2015|30/06/2015
2056|153|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015|30/06/2016|30/06/2016
2062|59|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|12/07/2017|30/06/2017|
2063|59|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
2064|60|31/05/2017|01/05/2017|01/08/2017|01/11/2017|30/12/2017|f||30/11/2017|
2065|65|30/06/2007|01/06/2007|01/09/2007|01/12/2007|29/01/2008|f||30/12/2007|
2067|157|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015|30/06/2016|30/06/2016
2069|157|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016|30/06/2017|18/02/2017
2070|157|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
2068|68|31/07/2012|01/07/2012|01/10/2012|01/01/2013|02/03/2013|t|18/05/2017|31/01/2013|31/12/2016
2071|68|31/07/2013|01/07/2013|01/10/2013|01/01/2014|02/03/2014|t|18/05/2017|31/01/2014|31/12/2016
2073|68|31/07/2014|01/07/2014|01/10/2014|01/01/2015|02/03/2015|t|18/05/2017|31/01/2015|31/12/2016
2075|68|31/07/2015|01/07/2015|01/10/2015|01/01/2016|01/03/2016|t|18/05/2017|31/01/2016|31/12/2016
2077|68|31/07/2016|01/07/2016|01/10/2016|01/01/2017|02/03/2017|t|18/05/2017|31/01/2017|31/12/2016
2079|68|31/07/2017|01/07/2017|01/10/2017|01/01/2018|02/03/2018|f||31/01/2018|
2288|71|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|28/07/2015|30/06/2015|30/06/2015
2651|203|31/12/2011|01/12/2011|01/03/2012|01/06/2012|30/07/2012|t|31/12/2011|30/06/2012|30/06/2012
2290|71|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|f||30/06/2016|
2255|172|30/06/2003|01/06/2003|01/09/2003|01/12/2003|29/01/2004|t|30/06/2003|30/12/2003|31/12/2003
2359|181|30/06/2017|01/06/2017|01/09/2017|01/12/2017|29/01/2018|f||30/12/2017|
2318|172|30/06/2017|01/06/2017|01/09/2017|01/12/2017|29/01/2018|t|19/01/2018|30/12/2017|
2259|172|30/06/2004|01/06/2004|01/09/2004|01/12/2004|29/01/2005|t|30/06/2004|30/12/2004|31/12/2004
2358|180|30/06/2017|01/06/2017|01/09/2017|01/12/2017|29/01/2018|t|29/12/2017|27/12/2017|
2380|184|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016|22/01/2018|
2263|175|30/09/2018|01/09/2018|01/12/2018|01/03/2019|29/04/2019|f||30/03/2019|
2265|174|30/09/2004|01/09/2004|01/12/2004|01/03/2005|29/04/2005|t|30/09/2004|30/03/2005|09/10/2004
2293|176|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016|30/06/2017|29/06/2017
2294|176|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
2295|172|30/06/2005|01/06/2005|01/09/2005|01/12/2005|29/01/2006|t|30/06/2005|30/12/2005|30/12/2005
2292|71|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|f||30/06/2017|
2297|172|30/06/2006|01/06/2006|01/09/2006|01/12/2006|29/01/2007|t|30/06/2006|30/12/2006|29/12/2006
2299|172|30/06/2007|01/06/2007|01/09/2007|01/12/2007|29/01/2008|t|30/06/2007|30/12/2007|31/12/2007
2301|172|30/06/2008|01/06/2008|01/09/2008|01/12/2008|29/01/2009|t|30/06/2008|30/12/2008|31/12/2008
2303|172|30/06/2009|01/06/2009|01/09/2009|01/12/2009|29/01/2010|t|30/06/2009|30/12/2009|19/12/2009
2305|172|30/06/2010|01/06/2010|01/09/2010|01/12/2010|29/01/2011|t|30/06/2010|30/12/2010|31/12/2010
2307|172|30/06/2011|01/06/2011|01/09/2011|01/12/2011|29/01/2012|t|30/06/2011|30/12/2011|31/12/2011
2309|172|30/06/2012|01/06/2012|01/09/2012|01/12/2012|29/01/2013|t|30/06/2012|30/12/2012|31/12/2012
2311|172|30/06/2013|01/06/2013|01/09/2013|01/12/2013|29/01/2014|t|30/06/2013|30/12/2013|31/12/2013
2313|172|30/06/2014|01/06/2014|01/09/2014|01/12/2014|29/01/2015|t|30/06/2014|30/12/2014|31/12/2014
2315|172|30/06/2015|01/06/2015|01/09/2015|01/12/2015|29/01/2016|t|30/06/2015|30/12/2015|31/12/2015
2317|172|30/06/2016|01/06/2016|01/09/2016|01/12/2016|29/01/2017|t|30/06/2016|30/12/2016|31/12/2016
2319|174|30/09/2005|01/09/2005|01/12/2005|01/03/2006|29/04/2006|t|30/09/2005|30/03/2006|31/12/2005
2321|174|30/09/2006|01/09/2006|01/12/2006|01/03/2007|29/04/2007|t|30/09/2006|30/03/2007|31/12/2006
2323|174|30/09/2007|01/09/2007|01/12/2007|01/03/2008|29/04/2008|t|30/09/2007|null|23/10/2007
2325|174|30/09/2008|01/09/2008|01/12/2008|01/03/2009|29/04/2009|t|30/09/2008|30/03/2009|31/12/2008
2327|174|30/09/2009|01/09/2009|01/12/2009|01/03/2010|29/04/2010|t|30/09/2009|30/03/2010|31/12/2009
2329|174|30/09/2010|01/09/2010|01/12/2010|01/03/2011|29/04/2011|t|30/09/2010|null|31/12/2011
2331|174|30/09/2011|01/09/2011|01/12/2011|01/03/2012|29/04/2012|t|30/09/2011|30/03/2012|31/12/2011
2333|174|30/09/2012|01/09/2012|01/12/2012|01/03/2013|29/04/2013|t|30/09/2012|30/03/2013|31/12/2012
2335|174|30/09/2013|01/09/2013|01/12/2013|01/03/2014|29/04/2014|t|30/09/2013|30/03/2014|31/12/2013
2337|174|30/09/2014|01/09/2014|01/12/2014|01/03/2015|29/04/2015|t|30/09/2014|30/03/2015|31/12/2014
2339|174|30/09/2015|01/09/2015|01/12/2015|01/03/2016|29/04/2016|t|30/09/2015|30/03/2016|31/12/2015
2341|174|30/09/2016|01/09/2016|01/12/2016|01/03/2017|29/04/2017|t|30/09/2016|30/03/2017|31/12/2016
2345|178|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|31/12/2014|30/06/2015|30/03/2015
2347|178|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015|30/06/2016|30/06/2016
2349|178|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016|30/06/2017|30/06/2017
2350|178|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
2353|180|30/06/2014|01/06/2014|01/09/2014|01/12/2014|29/01/2015|t|30/06/2014|30/12/2014|31/12/2014
2355|180|30/06/2015|01/06/2015|01/09/2015|01/12/2015|29/01/2016|t|30/06/2015|30/12/2015|31/12/2015
2357|180|30/06/2016|01/06/2016|01/09/2016|01/12/2016|29/01/2017|t|30/06/2016|30/12/2016|31/12/2016
2361|182|30/11/2005|01/11/2005|01/02/2006|01/05/2006|29/06/2006|t|30/11/2005|30/05/2006|23/03/2006
2363|182|30/11/2006|01/11/2006|01/02/2007|01/05/2007|29/06/2007|t|30/11/2006|30/05/2007|31/12/2014
2366|183|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015|30/06/2016|30/06/2016
2368|183|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016|30/06/2017|30/06/2017
2369|183|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
2371|184|31/12/2009|01/12/2009|01/03/2010|01/06/2010|30/07/2010|t|31/12/2009|30/06/2010|08/04/2010
2373|184|31/12/2010|01/12/2010|01/03/2011|01/06/2011|30/07/2011|t|31/12/2010|30/06/2011|30/06/2011
2375|184|31/12/2011|01/12/2011|01/03/2012|01/06/2012|30/07/2012|t|31/12/2011|30/06/2012|30/06/2012
2377|184|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|t|31/12/2012|30/06/2013|30/06/2013
2379|184|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015|30/06/2016|31/12/2016
2653|203|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|t|31/12/2012|30/06/2013|30/06/2013
2655|203|31/12/2013|01/12/2013|01/03/2014|01/06/2014|30/07/2014|t|31/12/2013|30/06/2014|30/06/2014
2657|203|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|31/12/2014|30/06/2015|30/06/2015
2659|203|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015|30/06/2016|13/06/2016
2661|203|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016||
2681|213|31/03/2014|01/03/2014|01/06/2014|01/09/2014|30/10/2014|t|31/03/2014|30/09/2014|30/09/2014
2688|213|31/03/2017|01/03/2017|01/06/2017|01/09/2017|30/10/2017|f||30/09/2017|
2689|210|30/06/2005|01/06/2005|01/09/2005|01/12/2005|29/01/2006|t|30/06/2006|30/12/2005|30/12/2006
2691|210|30/06/2007|01/06/2007|01/09/2007|01/12/2007|29/01/2008|t|30/06/2007|30/12/2007|19/12/2007
2693|210|30/06/2009|01/06/2009|01/09/2009|01/12/2009|29/01/2010|t|30/06/2009||
2695|210|30/06/2011|01/06/2011|01/09/2011|01/12/2011|29/01/2012|t|30/06/2011|30/12/2011|31/12/2011
2697|210|30/06/2013|01/06/2013|01/09/2013|01/12/2013|29/01/2014|t|||
2704|214|31/10/2010|01/10/2010|01/01/2011|01/04/2011|30/05/2011|t|31/10/2010|30/04/2011|03/01/2011
2706|214|31/10/2012|01/10/2012|01/01/2013|01/04/2013|30/05/2013|t|31/10/2012|30/04/2013|03/02/2013
2724|206|30/06/2002|01/06/2002|01/09/2002|01/12/2002|29/01/2003|t|30/06/2002||
2712|214|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016|30/06/2017|07/07/2017
2715|212|31/12/2009|01/12/2009|01/03/2010|01/06/2010|30/07/2010|t|31/12/2009|30/06/2010|30/06/2010
2717|212|31/12/2011|01/12/2011|01/03/2012|01/06/2012|30/07/2012|t|31/12/2011|30/06/2012|30/06/2012
2719|212|31/12/2013|01/12/2013|01/03/2014|01/06/2014|30/07/2014|t|31/12/2013|30/06/2014|30/06/2014
2721|212|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015|30/06/2016|30/06/2016
2796|206|28/02/2010|01/02/2010|01/05/2010|01/08/2010|27/09/2010|t|28/02/2010||28/08/2010
2728|206|28/02/2006|01/02/2006|01/05/2006|01/08/2006|27/09/2006|t|28/02/2006|28/08/2006|28/08/2006
2666|207|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
2742|217|30/06/2015|01/06/2015|01/09/2015|01/12/2015|29/01/2016|t|30/06/2015|30/12/2015|31/12/2015
2744|217|30/06/2017|01/06/2017|01/09/2017|01/12/2017|29/01/2018|f||30/12/2017|
2747|204|31/12/1998|01/12/1998|01/03/1999|01/06/1999|30/07/1999|t|31/12/1998|30/06/1999|01/06/1999
2749|204|31/12/2000|01/12/2000|01/03/2001|01/06/2001|30/07/2001|t|31/12/2000||
2751|204|31/12/2002|01/12/2002|01/03/2003|01/06/2003|30/07/2003|t|31/12/2002|30/06/2003|30/06/2003
2753|204|31/12/2004|01/12/2004|01/03/2005|01/06/2005|30/07/2005|t|31/12/2004|30/06/2005|30/06/2005
2755|204|31/12/2006|01/12/2006|01/03/2007|01/06/2007|30/07/2007|t|31/12/2006||
2757|204|31/12/2008|01/12/2008|01/03/2009|01/06/2009|30/07/2009|t|31/12/2008|30/06/2009|30/06/2009
2759|204|31/12/2010|01/12/2010|01/03/2011|01/06/2011|30/07/2011|t|31/12/2010|30/06/2011|17/06/2011
2767|204|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|t|31/12/2012||
2769|204|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|31/12/2014||
2771|204|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016||
2772|204|31/12/2017|01/12/2017|01/03/2018|01/06/2018|30/07/2018|f||30/06/2018|
2780|219|31/08/2005|01/08/2005|01/11/2005|01/02/2006|30/03/2006|t|31/08/2005|28/02/2006|27/12/2005
2793|219|31/08/2018|01/08/2018|01/11/2018|01/02/2019|30/03/2019|f||28/02/2019|
2782|219|31/08/2007|01/08/2007|01/11/2007|01/02/2008|30/03/2008|t|31/08/2007||31/12/2007
2781|219|31/08/2006|01/08/2006|01/11/2006|01/02/2007|30/03/2007|t|||
2726|206|29/02/2004|01/02/2004|01/05/2004|01/08/2004|28/09/2004|t|29/02/2004|28/08/2004|30/08/2004
2783|219|31/08/2008|01/08/2008|01/11/2008|01/02/2009|30/03/2009|t|||
2784|219|31/08/2009|01/08/2009|01/11/2009|01/02/2010|30/03/2010|t|31/08/2009||31/12/2009
2785|219|30/06/2010|01/06/2010|01/09/2010|01/12/2010|29/01/2011|t|30/06/2010||30/12/2010
2786|219|30/06/2011|01/06/2011|01/09/2011|01/12/2011|29/01/2012|t|30/06/2011||30/12/2011
2787|219|30/06/2012|01/06/2012|01/09/2012|01/12/2012|29/01/2013|t|30/06/2012||12/12/2012
2788|219|30/06/2013|01/06/2013|01/09/2013|01/12/2013|29/01/2014|t|30/06/2013||05/12/2013
2789|219|30/06/2014|01/06/2014|01/09/2014|01/12/2014|29/01/2015|t|30/06/2014||30/12/2014
2790|219|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|31/12/2014||30/06/2015
2791|219|31/12/2015|01/12/2015|01/03/2016|01/06/2016|30/07/2016|t|31/12/2015||30/06/2016
2792|219|31/12/2016|01/12/2016|01/03/2017|01/06/2017|30/07/2017|t|31/12/2016||07/07/2017
2794|206|29/02/2008|01/02/2008|01/05/2008|01/08/2008|28/09/2008|t|29/02/2008|28/08/2008|28/08/2008
2800|206|28/02/2014|01/02/2014|01/05/2014|01/08/2014|27/09/2014|t|28/02/2014||31/08/2014
2798|206|29/02/2012|01/02/2012|01/05/2012|01/08/2012|28/09/2012|t|29/02/2012||30/08/2012
2802|206|29/02/2016|01/02/2016|01/05/2016|01/08/2016|28/09/2016|t|29/02/2016||30/08/2016
2805|221|31/12/2012|01/12/2012|01/03/2013|01/06/2013|30/07/2013|t|31/12/2012||
2807|221|31/12/2014|01/12/2014|01/03/2015|01/06/2015|30/07/2015|t|31/12/2014||03/06/2015
2819|223|28/02/2017|01/02/2017|01/05/2017|01/08/2017|27/09/2017|f||28/08/2017|
2815|222|30/09/2016|01/09/2016|01/12/2016|01/03/2017|29/04/2017|t|30/09/2016|30/03/2017|11/03/2017
2816|222|30/09/2017|01/09/2017|01/12/2017|01/03/2018|29/04/2018|f||30/03/2018|
2382|109|30/09/2014|01/09/2014|01/12/2014|01/03/2015|29/04/2015|f||30/03/2015|
2383|109|30/09/2015|01/09/2015|01/12/2015|01/03/2016|29/04/2016|f||30/03/2016|
2384|109|30/09/2016|01/09/2016|01/12/2016|01/03/2017|29/04/2017|f||30/03/2017|
2385|109|30/09/2017|01/09/2017|01/12/2017|01/03/2018|29/04/2018|f||30/03/2018|
2386|109|30/09/2018|01/09/2018|01/12/2018|01/03/2019|29/04/2019|f||30/03/2019|
2387|185|31/07/2006|01/07/2006|01/10/2006|01/01/2007|02/03/2007|t|31/07/2006|31/01/2007|03/08/2006
2389|185|31/07/2007|01/07/2007|01/10/2007|01/01/2008|01/03/2008|t|31/07/2007|31/01/2008|03/11/2007
2391|185|31/12/2007|01/12/2007|01/03/2008|01/06/2008|30/07/2008|t|31/12/2007|30/06/2008|24/06/2008
2393|185|31/12/2008|01/12/2008|01/03/2009|01/06/2009|30/07/2009|t|31/12/2008|30/06/2009|30/06/2009
2395|185|31/12/2009|01/12/2009|01/03/2010|01/06/2010|30/07/2010|t|31/12/2009|30/06/2010|30/06/2010
2397|185|31/12/2010|01/12/2010|01/03/2011|01/06/2011|30/07/2011|t|31/12/2010|30/06/2011|30/06/2011
2399|185|31/12/2011|01/12/2011|01/03/2012|01/06/2012|30/07/2012|t|31/12/2011|30/06/2012|30/06/2012
