billingitem_id|company_id|billingitem_generated|billingitem_entrydate|billingitem_caseid|billingitem_casefeecode|billingitem_casefeedesc|billingitem_billingdesc|billingitem_billingdetails|billingitem_feetype|billingitem_feecategory|billingitem_amount|billingitem_calculatedtax|billingitem_total|billingitem_tax|perfomabill_id|billingitem_balance|debitnote_id
403|515|f|15/01/2018|188|ConfirmL|Confirmation letter to Deloitte on the Capital, shareholding and resolution passed after FYE|Handling, Delivery & Telecommunication||Disbursement|SR|15|0.9|15.9|6|154|15.9|-3
396|58|f|15/01/2018|185|AC|Financial Statement @ 2017-07-31 |Financial Statement @ 2017-07-31|#NAME?|Secretarial Work|SR|140|8.4|148.4|6|153|0|-3
415|515|f|15/01/2018|193|PurVeh||Disposal of MV (WWY 1200 & WWQ 1200)||Secretarial Work|SR|100|6|106|6|158|106|-3
689|433|f|23/01/2018|310|OpBk|OpBk Account - CIMB Selayang|DCR - Opening of Bank Current Account (CIMB)||Secretarial Work|SR|50|3|53|6|249|53|-3
610|777|f|22/01/2018|279|S27|Incorporation documents|Printing & Stationery ||Disbursement|SR|59.53|3.57|63.1|6|230|0|-3
513|453|f|18/01/2018|230|AR/AGM|Annual Return @ 2018-02-03|Annual Return @2018-02-03||Secretarial Work|SR|200|12|212|6|110|0|-3
409|131|f|15/01/2018|190|AR/AGM|Annual Return @2018-02-22|Annual Return @2018-02-22||Secretarial Work|SR|200|12|212|6|156|0|-3
422|123|f|16/01/2018|196|DCR|"DCR & POA - Appt Corp Rep - Hong K.S. 
"|DCR & POA - Appt Corp Rep - Hong K.S. ||Secretarial Work|SR|150|9|159|6|160|159|-3
423|123|f|16/01/2018|196|DCR|"DCR & POA - Appt Corp Rep - Hong K.S. 
"|Printing & Stationery||Disbursement|SR|18|1.08|19.08|6|160|19.08|-3
514|453|f|18/01/2018|230|AR/AGM|Annual Return @ 2018-02-03|SSM-AR@2018-02-03||Reimbursement|OR|150|0|150|6|110|0|-3
284|662|f|11/01/2018|124|BkFac|Acceptance of Guarantee Facilty from RTM (RM299,000.00)|Handling Delivery & Telecommunication||Disbursement|SR|15|0.9|15.9|6|97|0|-3
531|53|f|18/01/2018|249|FYE|Fixing FYE, Appointment of Auditor & Appointment of Tax Agent |Printing & Stationery ||Disbursement|SR|15|0.9|15.9|6|200|0|-3
413|448|f|15/01/2018|192|CTC|"
Audited Account 2012, 2013, 2014, 2015, 2016 (1set)"|CTC Audited Account 2012, 2013, 2014, 2015, 2016 (1set)||Secretarial Work|SR|100|6|106|6|157|0|-3
398|58|f|15/01/2018|185|AC|Financial Statement @ 2017-07-31 |Handling, Delivery & Telecommunication ||Disbursement|SR|27|1.62|28.62|6|153|0|-3
397|58|f|15/01/2018|185|AC|Financial Statement @ 2017-07-31 |Printing & Stationery ||Disbursement|SR|21.68|1.3|22.98|6|153|0|-3
482|339|f|17/01/2018|222|FYE|Change of FYE 31 July to 31 Dec 2017|Handling, Delivery & Telecommunications||Disbursement|SR|15|0.9|15.9|6|181|0|-3
483|339|f|17/01/2018|222|FYE|Change of FYE 31 July to 31 Dec 2017|Printing & Stationery||Disbursement|SR|15|0.9|15.9|6|181|0|-3
928|317|f|06/02/2018|413|AC|Financial Statement @ 2017-07-31|Handling, Delivery & Telecommunication||Disbursement|SR|27|1.62|28.62|6|335|0|-3
929|317|f|06/02/2018|413|AC|Financial Statement @ 2017-07-31|Printing & Stationery||Disbursement|SR|21.68|1.3|22.98|6|335|0|-3
2223|808|f|15/03/2018|838|T.O.|#NAME?|Take Over Secretarial File(s)|#NAME?|Secretarial Work|SR|200|12|212|6|723|0|-3
410|131|f|15/01/2018|190|AR/AGM|Annual Return @2018-02-22|Handling, Delivery & Telecommunication||Disbursement|SR|27|1.62|28.62|6|156|0|-3
411|131|f|15/01/2018|190|AR/AGM|Annual Return @2018-02-22|Printing & Stationery||Disbursement|SR|23|1.38|24.38|6|156|0|-3
3151|788|f|09/04/2018|1140|PurVeh|purchase of MV - 40f Hino Trailer from Prosper Spring Equipment SB|Printing & Stationery||Disbursement|SR|15|0.9|15.9|6|1012|0|-3
418|25|f|16/01/2018|195|S58|"Change passport 
- Mahdi Ali Khan Zadeh
- Toktam Tork Zadeh "|Change passport - Mahdi & Toktam ||Secretarial Work|SR|50|3|53|6|159|0|-3
503|515|f|17/01/2018|228|CPO|Purchase of CPO|CPO - UK FARMING SDN. BHD. ||Reimbursement|SR|15|0.9|15.9|6|194|15.9|-3
121|69|f|05/01/2018|67|AR/AGM|Annual Return @ 2018-01-23|Annual Return @ 2018-01-23||Secretarial Work|SR|200|12|212|6|36|0|-3
124|69|f|05/01/2018|67|AR/AGM|Annual Return @ 2018-01-23|SSM-AR @ 2018-01-23||Reimbursement|OR|150|0|150|6|36|0|-3
122|69|f|05/01/2018|67|AR/AGM|Annual Return @ 2018-01-23|Handling, Delivery & Telecommunications||Disbursement|SR|27|1.62|28.62|6|36|0|-3
123|69|f|05/01/2018|67|AR/AGM|Annual Return @ 2018-01-23|Printing & Stationery||Disbursement|SR|23|1.38|24.38|6|36|0|-3
419|25|f|16/01/2018|195|S58|"Change passport 
- Mahdi Ali Khan Zadeh
- Toktam Tork Zadeh "|Printing & Stationery ||Disbursement|SR|15|0.9|15.9|6|159|0|-3
420|25|f|16/01/2018|195|S58|"Change passport 
- Mahdi Ali Khan Zadeh
- Toktam Tork Zadeh "|Handling, Delivery & Telecommunication ||Disbursement|SR|15|0.9|15.9|6|159|0|-3
568|104|f|19/01/2018|267|AR/AGM|Annual Return@2018-02-22|Handling, Delivery & Telecommunication||Disbursement|SR|27|1.62|28.62|6|213|0|-3
3943|810|f|04/05/2018|1367|AR/AGM|Annual Return @ 2018-05-02|Annual Return@2018-05-02||Secretarial Work|SR|200|12|212|6|1261|212|-3
3945|810|f|04/05/2018|1367|AR/AGM|Annual Return @ 2018-05-02|Printing & Stationery||Disbursement|SR|23|1.38|24.38|6|1261|24.38|-3
468|728|f|17/01/2018|219|OpBk|Access to Maybank2u internet banking services|CTC DCRs Access to Maybank2u internet banking services||Secretarial Work|SR|50|3|53|6|178|53|-3
51|755|f|03/01/2018|33|S15|New Incorporation: BEAU DE WAAL SDN. BHD.|SSM - Supply of Corporate Information to Agencies||Reimbursement|SR|10|0.6|10.6|6|18|0|-3
2235|615|f|16/03/2018|840|AC|"FS@2017-10-31
"|Handling, Delivery & Telecommunications ||Disbursement|SR|27|1.62|28.62|6|725|0|-3
421|25|f|16/01/2018|195|S58|"Change passport 
- Mahdi Ali Khan Zadeh
- Toktam Tork Zadeh "|SSM kp - Section 58 |#NAME?|Reimbursement|OR|200|0|200|6|159|0|-3
327|693|f|12/01/2018|143|S36|"Change of Articles 1, 5 & 6
Insertion: 8"|Amendment of Articles |"Change : 1, 5 & 6
Insertion: 8"|Secretarial Work|SR|300|18|318|6|113|0|-3
465|309|f|17/01/2018|215|FYE|Chg Fye from 30 June to 31 Dec 2017|Handling, Delivery & Telecommunications||Disbursement|SR|20|1.2|21.2|6|174|0|-3
539|90|f|19/01/2018|254|AC|Financial Statement @ 2017-06-30|Printing & Stationery ||Disbursement|SR|21.68|1.3|22.98|6|202|0|-3
504|515|f|17/01/2018|228|CPO|Purchase of CPO|CPO - UK FARM SDN. BHD. ||Reimbursement|SR|15|0.9|15.9|6|194|15.9|-3
452|402|f|16/01/2018|212|DCR|DCR - Selling of Branch Business|Handling, Delivert & Telecommunication||Disbursement|SR|25|1.5|26.5|6|170|0|-3
534|375|f|18/01/2018|252|AC|Financial Statements @ 2017-08-31|Handling, Delivery & Telecommunciation||Disbursement|SR|27|1.62|28.62|6|201|28.62|-3
545|763|f|19/01/2018|260|AC|Financial Statement @ 2017-06-30 |Financial Statement @ 2017-06-30 ||Secretarial Work|SR|140|8.4|148.4|6|204|148.4|-3
2402|168|f|21/03/2018|910|AR/AGM|Annual Return @ 2018-04-01|SSM: AR@2018-04-01||Reimbursement|OR|150|0|150|6|782|0|-3
565|366|f|19/01/2018|265|ConfirmL|Confirmation Letter : Directors & Shareholders|Printing & Stationery||Disbursement|SR|23.08|1.38|24.46|6|210|0|-3
357|295|t|12/01/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2021-01-11 until 2022-01-10|Fee|SR|840|50.4|890.4|6|126|0|-3
427|188|f|16/01/2018|199|AR/AGM|Annual Return @2018-02-12|SSM-AR@2018-02-12||Reimbursement|OR|150|0|150|6|161|0|-3
558|477|f|19/01/2018|264|AR/AGM|Annual Return@2017-12-27|Handling, Delivery & Telecommunication||Disbursement|SR|27|1.62|28.62|6|209|0|-3
562|477|f|19/01/2018|264|AR/AGM|Annual Return@2017-12-27|SSM-AR@2017-12-27||Reimbursement|OR|150|0|150|6|209|0|-3
581|468|f|08/01/2018|87|ShCert|"Lost ShCert No.: 001,002,003,004
Replace ShCert No.: 005,006"|LHDN - Letter Indemnity (x2)||Reimbursement|OR|20|0|20|6|68|0|-3
404|391|f|15/01/2018|141|AR/AGM|Annual Return@2018-01-28|SSM-IV02271-Underbill M&A Idaman||Reimbursement|SR|18.02|1.08|19.1|6|111|0|-3
526|183|f|18/01/2018|247|AR/AGM|Annual Return@2018-02-27|Annual Return@2018-02-27||Secretarial Work|SR|200|12|212|6|199|0|-3
528|183|f|18/01/2018|247|AR/AGM|Annual Return@2018-02-27|Printing & Stationery||Disbursement|SR|23|1.38|24.38|6|199|0|-3
572|132|f|19/01/2018|270|AC|Financial Statements @ 2017-07-31 |Printing & Stationery ||Disbursement|SR|21.68|1.3|22.98|6|214|0|-3
494|720|f|17/01/2018|224|AC|FS@2017-07-31|Handling, Delivery & Telecommunications||Disbursement|SR|27|1.62|28.62|6|190|0|-3
495|720|f|17/01/2018|224|AC|FS@2017-07-31|Printing & Stationery||Disbursement|SR|21.68|1.3|22.98|6|190|0|-3
930|317|f|06/02/2018|413|AC|Financial Statement @ 2017-07-31|SSM - FS@2017-07-31||Reimbursement|OR|50|0|50|6|335|0|-3
927|317|f|06/02/2018|413|AC|Financial Statement @ 2017-07-31|Financial Statement @ 2017-07-31|#NAME?|Secretarial Work|SR|180|10.8|190.8|6|335|0|-3
575|591|f|19/01/2018|271|CTC||Certified True Copies |"-Certificate of Insurance (Zurich)
-Certificate of MOF
-Certificate of SPAN
-Certificate of QAS
-FS for FYE 2016-12-31"|Secretarial Work|SR|100|6|106|6|215|0|-3
4009|456|f|07/05/2018|560|AR/AGM|Annual Return@2018-03-29|SSM - KP AR@2018-03-29 (Valid till 2018-07-28)||Reimbursement|OR|50|0|50|6|1280|50|-3
1294|448|f|14/02/2018|541|AR/AGM|Annual Return@ 2018-03-01|Annual Return@2018-03-01||Secretarial Work|SR|210|12.6|222.6|6|444|0|-3
4063|812|f|08/05/2018|1423|S236|Appointment of Secretary|Appointment of Secretary|#NAME?|Secretarial Work|SR|90|5.4|95.4|6|1299|95.4|-3
4064|812|f|08/05/2018|1423|S236|Appointment of Secretary|Handling, Delivery & Telecommunications||Disbursement|SR|24|1.44|25.44|6|1299|25.44|-3
3083|284|f|05/04/2018|1119|OpBk|OPBK Acc (CIMB) - MYR, USD, Euro, GBP, AED, SGD, AUD|Handling, Delivery & Telecommunications||Disbursement|SR|25|1.5|26.5|6|990|26.5|-3
2228|765|f|16/03/2018|839|CPO|Purchase SSM CTC (Cert. of Incorp & forms)|SSM MYDATA - Docs & Forms View||Reimbursement|SR|15|0.9|15.9|6|724|15.9|-3
428|776|f|16/01/2018|200|S27|Spartan Advanced Training Sdn. Bhd.|Incorporation Documents||Secretarial Work|SR|330|19.8|349.8|6|162|0|-3
429|776|f|16/01/2018|200|S27|Spartan Advanced Training Sdn. Bhd.|Handling, Delivery & Telecommunications||Disbursement|SR|35|2.1|37.1|6|162|0|-3
430|776|f|16/01/2018|200|S27|Spartan Advanced Training Sdn. Bhd.|Printing & Stationery ||Disbursement|SR|59.53|3.57|63.1|6|162|0|-3
431|776|f|16/01/2018|200|S27|Spartan Advanced Training Sdn. Bhd.|SSM - Section 27 (Spartan Advanced Training Sdn. Bhd.)||Reimbursement|OR|50|0|50|6|162|0|-3
641|439|f|23/01/2018|293|AR/AGM|Annual Return @ 2017-11-22|Handling, Delivery & Telecommunication||Disbursement|SR|27|1.62|28.62|6|238|0|-3
1315|111|f|14/02/2018|545|CPO|CTC by SSM Form 49 dated 15 Apr 2016, Form 24 dated 7 Apr 2009, Form 9 dated 22 Jan 2001|Purchase of CPO/Idaman -  Form 49 dated 15 Apr 2016, Form 24 dated 7 Apr 2009, Form 9 dated 22 Jan 2001||Secretarial Work|SR|50|3|53|6|452|0|-3
621|733|f|22/01/2018|286|OpBk|OpBk Account - AmBank (M) Berhad (MYR)|DCR on OpBk Account - AmBank (M) Berhad (MYR)||Secretarial Work|SR|50|3|53|6|232|53|-3
153|307|f|06/01/2018|75|AC|Financial Statement @ 2017-06-30|Handling, Delivery & Telecommunications||Disbursement|SR|27|1.62|28.62|6|49|0|-3
627|778|f|23/01/2018|288|S58|"Appointment of Director - Ulla-Christiane
Resignation of Director - Andreas Schweinar"|Handling, Delivery & Telecommunication||Disbursement|SR|50|3|53|6|233|53|-3
154|307|f|06/01/2018|75|AC|Financial Statement @ 2017-06-30|Printing & Stationery||Disbursement|SR|21.68|1.3|22.98|6|49|0|-3
636|497|f|23/01/2018|289|CTC|CTC|Handling, Delivery & Telecommunications ||Disbursement|SR|27|1.62|28.62|6|236|28.62|-3
202|765|f|08/01/2018|90|T.O.|Take over sec file|Take Over Secretarial File|- DCR, Certified DCR, Section 58, Section 46|Secretarial Work|SR|110|6.6|116.6|6|69|0|-3
16|751|f|02/01/2018|-1|S78|Increase PUC by 400K Preference Shares|Increase PUC by 400K Preference Shares|#NAME?|Secretarial Work|SR|432.21|25.93|458.14|6|6|0|-3
240|600|f|10/01/2018|103|Div|Declaration of RM578,000 dividend|Printing & Stationery||Disbursement|SR|15|0.9|15.9|6|85|0|-3
128|404|f|05/01/2018|68|S58|Chg of Director Passport - Peter David Elliott-Hughes (518060019)|Printing & Stationery||Disbursement|SR|20|1.2|21.2|6|38|0|-3
126|404|f|05/01/2018|68|S58|Chg of Director Passport - Peter David Elliott-Hughes (518060019)|S58 - Change of Director Passport No.|- Peter David Elliott-Hughes (518060019)|Secretarial Work|SR|50|3|53|6|38|0|-3
155|307|f|06/01/2018|75|AC|Financial Statement @ 2017-06-30|SSM-FS @ 2017-06-30||Reimbursement|OR|50|0|50|6|49|0|-3
623|733|f|22/01/2018|284|OpBk|OpBk Account - AmBank (M) Berhad (USD)|DCR on OpBk Account - AmBank (M) Berhad (USD)||Secretarial Work|SR|50|3|53|6|232|53|-3
628|778|f|23/01/2018|288|S58|"Appointment of Director - Ulla-Christiane
Resignation of Director - Andreas Schweinar"|Printing & Stationery||Disbursement|SR|30|1.8|31.8|6|233|31.8|-3
505|515|f|17/01/2018|228|CPO|Purchase of CPO|CPO - FOOD INDUSTRIES SDN. BHD. ||Reimbursement|SR|15|0.9|15.9|6|194|15.9|-3
46|755|f|03/01/2018|33|S15|New Incorporation: BEAU DE WAAL SDN. BHD.|Statutory Stationery - Seal/Certificates/minutes/Sec Files||Disbursement|SR|160|9.6|169.6|6|18|0|-3
262|126|f|10/01/2018|112|CTC|CTC Forms, M&A, IC, DCRs & MCRs purchase of property C-63A-1 dd 19.12.2017|CTC Forms, M&A, IC, DCRs & MCRs purchase of property C-63A-1 dd 19.12.2017||Secretarial Work|SR|142|8.52|150.52|6|90|0|-3
264|126|f|10/01/2018|112|CTC|CTC Forms, M&A, IC, DCRs & MCRs purchase of property C-63A-1 dd 19.12.2017|Handling, Delivery & Telecommunication||Disbursement|SR|15|0.9|15.9|6|90|0|-3
140|760|f|05/01/2018|71|S236|Appointment of Secretary|SSM- Certificate Of Incorporation||Reimbursement|SR|25|1.5|26.5|6|42|26.5|-3
3944|810|f|04/05/2018|1367|AR/AGM|Annual Return @ 2018-05-02|Handling, Delivery & Telecommunications||Disbursement|SR|27|1.62|28.62|6|1261|28.62|-3
532|53|f|18/01/2018|249|FYE|Fixing FYE, Appointment of Auditor & Appointment of Tax Agent |Handling, Delivery & Telecommunications||Disbursement|SR|15|0.9|15.9|6|200|0|-3
632|477|f|23/01/2018|264|AR/AGM|Annual Return@2017-12-27|SSM - Underbilled M&A Idaman||Reimbursement|SR|18.02|1.08|19.1|6|209|0|-3
637|399|f|23/01/2018|291|AR/AGM|Annual Return @ 2018-01-13|Handling, Delivery & Telecommunications||Disbursement|SR|27|1.62|28.62|6|237|0|-3
527|183|f|18/01/2018|247|AR/AGM|Annual Return@2018-02-27|Handling, Delivery & Telecommunication||Disbursement|SR|27|1.62|28.62|6|199|0|-3
646|610|f|23/01/2018|295|BkChsig|Change of bank Signatories|Change of Bank Signatories|#NAME?|Secretarial Work|SR|50|3|53|6|239|0|-3
619|777|f|22/01/2018|283|S15|"-3 CTC of Constitution & respective for:-
-DCR on opening (1) Bank Account
-Pre-Incorporation Consultancy
"|SSM - Certificate of Incorporation||Reimbursement|SR|25|1.5|26.5|6|231|0|-3
1595|250|f|28/02/2018|637|AC|"Financial Statement@2017-09-30
"|Financial Statement@2017-09-30||Secretarial Work|SR|140|8.4|148.4|6|543|0|-3
2065|805|f|12/03/2018|780|S15||Printing & Stationery||Disbursement|SR|30.09|1.81|31.9|6|677|0|-3
2068|805|f|12/03/2018|780|S15||SSM - Certificate of Incorporation||Reimbursement|SR|25|1.5|26.5|6|677|0|-3
1295|448|f|14/02/2018|541|AR/AGM|Annual Return@ 2018-03-01|Handling, Delivery & Telecommunication||Disbursement|SR|27|1.62|28.62|6|444|0|-3
552|738|f|19/01/2018|198|CTC|Form pursuant to Sect 17, Sect 15, Sect 14, Sect 58 & Passport of Kazuya Takeuchi & Yuji Hayashi|Arrangement of documents with bankers & CTC statutory forms, driving licenses, IC & passport of directors & Manager||Secretarial Work|SR|250|15|265|6|205|0|-3
516|126|f|18/01/2018|233|CTC|DCR & MWR purchase of property with Tropikal Task SB dd 19 Dec 2017, F49, F24, F44, M&A & Directors'' IC requested by Vendors, Solicitor, TAN, CHUA & LAWRENCE|Printing & Stationery||Disbursement|SR|42|2.52|44.52|6|196|0|-3
213|81|f|09/01/2018|93|S58|Change of passport - Thomas John Jeffers 13.12.2017|printing & stationery||Disbursement|SR|15|0.9|15.9|6|72|0|-3
215|81|f|09/01/2018|93|S58|Change of passport - Thomas John Jeffers 13.12.2017|Handling, Delivery & Telecommunication||Disbursement|SR|15|0.9|15.9|6|72|0|-3
203|765|f|08/01/2018|90|T.O.|Take over sec file|Secretarial Fee + Registered Office|- From 2018-01 to 2019-01|Fee|SR|840|50.4|890.4|6|69|0|-3
535|375|f|18/01/2018|252|AC|Financial Statements @ 2017-08-31|Printing & Stationery||Disbursement|SR|21.68|1.3|22.98|6|201|22.98|-3
440|776|f|16/01/2018|201|S15|Incorporation |Statutory Stationery - Seal/Certificate/Minutes/Sec Files||Secretarial Work|SR|160|9.6|169.6|6|163|0|-3
546|763|f|19/01/2018|260|AC|Financial Statement @ 2017-06-30 |Printing & Stationery ||Disbursement|SR|21.68|1.3|22.98|6|204|22.98|-3
550|163|f|19/01/2018|250|CTC|CTC FS@2016-12-31 & S68@207-08-18 for RHB Annual review of banking facilities|CTC FS@2016-12-31 & S68@207-08-18 for RHB Annual review of banking facilities||Secretarial Work|SR|52|3.12|55.12|6|206|55.12|-3
608|777|f|22/01/2018|279|S27|Incorporation documents|Incorporation documents||Secretarial Work|SR|330|19.8|349.8|6|230|0|-3
622|733|f|22/01/2018|285|OpBk|OpBk Account - AmBank (M) Berhad (EURO)|DCR on OpBk Account - AmBank (M) Berhad (EURO)||Secretarial Work|SR|50|3|53|6|232|53|-3
624|733|f|22/01/2018|286|OpBk|OpBk Account - AmBank (M) Berhad (MYR)|Handling, Delivery & Telecommunications||Disbursement|SR|25|1.5|26.5|6|232|26.5|-3
625|733|f|22/01/2018|286|OpBk|OpBk Account - AmBank (M) Berhad (MYR)|Printing & Stationery||Disbursement|SR|20|1.2|21.2|6|232|21.2|-3
609|777|f|22/01/2018|279|S27|Incorporation documents|Handling, Delivery & Telecommunications||Disbursement|SR|35|2.1|37.1|6|230|0|-3
629|778|f|23/01/2018|288|S58|"Appointment of Director - Ulla-Christiane
Resignation of Director - Andreas Schweinar"|SSM - S567(1) Late Filing Fee||Reimbursement|OR|50|0|50|6|233|50|-3
640|439|f|23/01/2018|293|AR/AGM|Annual Return @ 2017-11-22|Annual Return @ 2017-11-22||Secretarial Work|SR|200|12|212|6|238|0|-3
633|497|f|23/01/2018|289|CTC|CTC|CTC ANNUAL RETURN ||Secretarial Work|SR|22|1.32|23.32|6|236|23.32|-3
567|104|f|19/01/2018|267|AR/AGM|Annual Return@2018-02-22|Annual Return@2018-02-22||Secretarial Work|SR|200|12|212|6|213|0|-3
453|402|f|16/01/2018|212|DCR|DCR - Selling of Branch Business|Printing & Stationery||Disbursement|SR|15|0.9|15.9|6|170|0|-3
394|378|f|15/01/2018|184|Div|Declaration of Dividend (5/2018) - RM1,000,000|Declaration of Dividend (5/2018) - RM1,000,000|#NAME?|Secretarial Work|SR|200|12|212|6|152|0|-3
395|378|f|15/01/2018|184|Div|Declaration of Dividend (5/2018) - RM1,000,000|Handling, Delivery & Telecommunication||Disbursement|SR|25|1.5|26.5|6|152|0|-3
204|765|f|08/01/2018|90|T.O.|Take over sec file|Handling, Delivery & Telecommunication||Disbursement|SR|35|2.1|37.1|6|69|0|-3
205|765|f|08/01/2018|90|T.O.|Take over sec file|Printing & Stationery||Disbursement|SR|19.72|1.18|20.9|6|69|0|-3
400|378|f|15/01/2018|184|Div|Declaration of Dividend (5/2018) - RM1,000,000|Printing & Stationery||Disbursement|SR|20|1.2|21.2|6|152|0|-3
642|439|f|23/01/2018|293|AR/AGM|Annual Return @ 2017-11-22|Printing & Stationery||Disbursement|SR|23|1.38|24.38|6|238|0|-3
644|439|f|23/01/2018|293|AR/AGM|Annual Return @ 2017-11-22|SSM - Late Filing Fee AR@2017-11-22 |- Valid until 2018-03-22|Reimbursement|OR|50|0|50|6|238|0|-3
661|285|f|23/01/2018|298|Misc|Email out Resolutions (1st Aug 2017 - Current) for Audit purpose to Auditor|Sec Work: Arrangement for emailing Resolutions to Auditors|#NAME?|Secretarial Work|SR|50|3|53|6|240|0|-3
662|207|f|23/01/2018|299|TenAgr|Renewal of Tenancy Agreement|DCR - Renewal of Tenancy Agreement||Secretarial Work|SR|50|3|53|6|241|53|-3
2275|809|f|19/03/2018|849|S236|Post Incorporation documents & Set up Sec File|Statutory Stationery - Seal/Certificate/Minutes/SecFiles||Disbursement|SR|170|10.2|180.2|6|734|0|-3
626|778|f|23/01/2018|288|S58|"Appointment of Director - Ulla-Christiane
Resignation of Director - Andreas Schweinar"|Change of Director|"Appointment of Director - Ulla-Christiane
Resignation of Director - Andreas Schweinar"|Secretarial Work|SR|100|6|106|6|233|106|-3
595|285|f|22/01/2018|276|DCR|Write Off Plant & Equipment|Handling, Delivery & Telecommunication||Disbursement|SR|35|2.1|37.1|6|220|0|-3
587|185|f|22/01/2018|273|AR/AGM|Annual Return @ 2018-02-04 |Printing & Stationery ||Disbursement|SR|23|1.38|24.38|6|218|0|-3
588|185|f|22/01/2018|273|AR/AGM|Annual Return @ 2018-02-04 |Handling, Delivery & Telecommunication ||Disbursement|SR|27|1.62|28.62|6|218|0|-3
589|185|f|22/01/2018|273|AR/AGM|Annual Return @ 2018-02-04 |SSM - AR @ 2018-02-04 ||Reimbursement|OR|150|0|150|6|218|0|-3
591|677|f|22/01/2018|274|AR/AGM|AR@2018-02-05|Handling, Delivery & Telecommunications ||Disbursement|SR|27|1.62|28.62|6|219|0|-3
638|399|f|23/01/2018|291|AR/AGM|Annual Return @ 2018-01-13|Printing & Stationery||Disbursement|SR|23|1.38|24.38|6|237|0|-3
529|183|f|18/01/2018|247|AR/AGM|Annual Return@2018-02-27|SSM-AR@2018-02-27||Reimbursement|OR|150|0|150|6|199|0|-3
1597|250|f|28/02/2018|637|AC|"Financial Statement@2017-09-30
"|Handling, Delivery & Telecommunication||Disbursement|SR|36|2.16|38.16|6|543|0|-3
3946|810|f|04/05/2018|1367|AR/AGM|Annual Return @ 2018-05-02|SSM: AR@2018-05-02||Reimbursement|OR|150|0|150|6|1261|150|-3
1599|250|f|28/02/2018|637|AC|"Financial Statement@2017-09-30
"|SSM-FS@2017-09-30||Reimbursement|OR|50|0|50|6|543|0|-3
617|777|f|22/01/2018|283|S15|"-3 CTC of Constitution & respective for:-
-DCR on opening (1) Bank Account
-Pre-Incorporation Consultancy
"|SSM- Incorporation Fee||Reimbursement|OR|1000|0|1000|6|231|0|-3
3085|364|f|06/04/2018|828|S105|S105 - Hazree #006 transfer to Farid (1) #007 |LHDN - S105 (Stamp Duty)||Reimbursement|OR|3|0|3|6|991|3|-3
554|738|f|19/01/2018|198|CTC|Form pursuant to Sect 17, Sect 15, Sect 14, Sect 58 & Passport of Kazuya Takeuchi & Yuji Hayashi|Handling, Delivery & Telecommunication||Disbursement|SR|30|1.8|31.8|6|205|0|-3
4065|812|f|08/05/2018|1423|S236|Appointment of Secretary|Printing & Stationery||Disbursement|SR|20|1.2|21.2|6|1299|21.2|-3
596|285|f|22/01/2018|276|DCR|Write Off Plant & Equipment|Printing & Stationery||Disbursement|SR|15|0.9|15.9|6|220|0|-3
643|439|f|23/01/2018|293|AR/AGM|Annual Return @ 2017-11-22|SSM - AR@2017-11-22||Reimbursement|OR|150|0|150|6|238|0|-3
435|776|f|16/01/2018|201|S15|Incorporation |Secretarial Fee + Registered Office |-from January 2018 to January 2019|Fee|SR|840|50.4|890.4|6|163|0|-3
433|776|f|16/01/2018|201|S15|Incorporation |Handling, Delivery & Telecommunications ||Disbursement|SR|80|4.8|84.8|6|163|0|-3
630|111|t|23/01/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-01-23 until 2019-01-22|Fee|SR|840|50.4|890.4|6|234|405.6|-3
579|82|f|22/01/2018|272|S58|Change passport - Mahdi & Toktam  |Handling, Delivery & Telecommunication||Disbursement|SR|15|0.9|15.9|6|216|0|-3
598|233|t|22/01/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-01-21 until 2019-01-20|Fee|SR|840|50.4|890.4|6|222|890.4|-3
580|82|f|22/01/2018|272|S58|Change passport - Mahdi & Toktam  |SSM kp - Section 58 ||Reimbursement|OR|200|0|200|6|216|0|-3
599|495|t|22/01/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-01-21 until 2019-01-20|Fee|SR|840|50.4|890.4|6|223|890.4|-3
436|776|f|16/01/2018|201|S15|Incorporation |SSM- Incorporation Fee||Reimbursement|OR|1000|0|1000|6|163|0|-3
577|82|f|22/01/2018|272|S58|Change passport - Mahdi & Toktam  |Change passport - Mahdi & Toktam ||Secretarial Work|SR|50|3|53|6|216|0|-3
434|776|f|16/01/2018|201|S15|Incorporation |Printing & Stationery ||Disbursement|SR|94.25|5.66|99.91|6|163|0|-3
432|776|f|16/01/2018|201|S15|Incorporation |Incorporation|"-3 CTC of Constitution & respective for:-
-DCR on opening (1) Bank Account
-Pre-Incorporation Consultancy 
"|Secretarial Work|SR|190.84|11.45|202.29|6|163|0|-3
437|776|f|16/01/2018|201|S15|Incorporation |SSM- Supply Corporate Information to Agencies||Reimbursement|SR|10|0.6|10.6|6|163|0|-3
634|497|f|23/01/2018|289|CTC|CTC|CTC F24|*2 SETS|Secretarial Work|SR|12|0.72|12.72|6|236|12.72|-3
438|776|f|16/01/2018|201|S15|Incorporation |SSM - Certificate of Incorporation||Reimbursement|SR|25|1.5|26.5|6|163|0|-3
439|776|f|16/01/2018|201|S15|Incorporation |CPO - SPARTAN ADVANCED TRAINING SDN. BHD. ||Reimbursement|SR|15.00|0.9|15.9|6|163|0|-3
