address_id,company_id,address_mailing,address_type,address_address,address_postal,address_city,address_state,address_country,address_contact,address_fax
158,179,t,Resident,"Lot 6583A,
Kampung Paya Jaras Hilir,
47000 Sungai Buloh
Selangor",00000,Other,Other,Austria,"",""
159,180,t,Resident,"17G, 17th Floor,
GCB, Court Condo,
N0.332B, Jalan Ampang,
50450 Kuala Lumpur
Wilayah Persekutuan
Malaysia",00000,Other,Other,Austria,"",""
160,181,t,Business,"Unit No A-18-4, 18th Floor Block A,
Northpoint Offices, Mid Valley City,
No 1, Medan Syed Putra Utara,
59200 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
161,182,t,Business,"1st Floor, No. 28,
Travilion Commercial Centre,
Jalan Padungan,
93100 Kuching
Sarawak",00000,Other,Other,Austria,"",""
162,183,t,Business,"Suite 16-1, Level 16,
Menara Weld,
76, Jalan Raja Chulan,
50200 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
163,184,t,Business,"A-29-3A, Level 3A,
3 Two Square,
No. 2 Jalan 19/1, Section 19,
46300 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
164,185,t,Business,"A-29-3A, Level 3A,
3 Two Square,
No. 2 Jalan 19/1, Section 19,
46300 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
165,186,t,Business,"E-7-1,Megan Avenue 1,
189 Jalan Tun Razak,
50400 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
166,187,t,Business,"61B, Jalan Anggerik Vanilla AB,
Seksyen 31/AB, Kota Kemuning,
40460 Shah Alam,
Selangor",00000,Other,Other,Austria,"",""
167,188,t,Business,"A-29-3A, Level 3A,
3 Two Square,
No. 2 Jalan 19/1, Section 19,
46300 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
168,189,t,Business,"A-29-3A, Level 3A,
3 Two Square,
No. 2 Jalan 19/1, Section 19,
46300 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
169,190,t,Business,"30A, Jalan Kemuja,
Off Jalan Bangsar,
59000 Kuala Lumpur",00000,Other,Other,Austria,"",""
170,191,t,Business,"A-29-3A, Level 3A,32 Square,
No. 2 Jalan 19/1,
46300 Petaling Jaya,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
171,192,t,Resident,"D-8-11, 
Casa Tropicana Condominium,
Persiaran Tropicana,
47410 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
172,193,t,Business,"Suite 16.1, Level 16,
Menara Weld,
76 Jalan Raja Chulan,
50200 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
174,195,t,Resident,"No. 9-2, Jalan 2/115A,
Jalan Kuchai Lama,
Taman Pagar Ruyong,
50200 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
175,197,t,Business,"A-29-3A, Level 3A,
3 Two Square,
No. 2 Jalan 19/1, Section 19,
46300 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
176,198,t,Business,"Unit 2-3, 3rd Floor,
3rd Mile Square,
No. 151, Old Klang Road,
58100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
177,199,t,Business,"No. 45-1,Jalan Puteri 5/20,
Bandar Puteri Puchong,
47100 Puchong,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
178,200,t,Business,"
Lot 8268,, Jalan Tujuan,
SS 18/1 Persiaran Tujuan,
47500 Subang Jaya
Selangor",00000,Other,Other,Austria,"",""
179,201,t,Business,"89-1, Jalan Radin Tengah,
Bandar Sri Petaling,
57000 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
180,203,t,Business,"D17, 1st Floor,
Block D, Plaza Pekeliling,
Jalan Tun Razak,
50400 Kuala Lumpur,
Wilayah Persekutuan.",00000,Other,Other,Austria,603-40444215,603-40444211
181,204,t,Business,"No. 30, Jalan Istimewa 5,
Taman Perindustrian Cemerlang,
Ulu Tiram,
81800 Johor Bahru,
Johor Darul Takzim.",00000,Other,Other,Austria,"",""
182,205,t,Other,"B-11-17, Block B, Lestari Apartment,
Jalan Tasik Permaisuri 3, Bandar Sri Permaisuri,
Cheras, 
56000 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
184,208,t,Other,"52A, Villa Laman Tasik,
Bandar Sri Permaisuri,
56000 Kuala Lumpur
Wilayah Persekutuan
Malaysia",00000,Other,Other,Austria,"",""
186,210,t,Business,"Suite 18.01(A), 18th Floor,
Kenanga International,
Jalan Sultan Ismail,
50250 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
187,212,t,Business,"Unit D08-13A, Capital 4, Oasis Square,
No.2,Jalan PJU 1A/7A,
Oasis Damansara,
47301 Petaling Jaya,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
189,214,t,Business,"Units G2, 3, 3A & G5,
The Capsquare Residences,
No.2 Persiaran Capsquare,
50100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
191,217,t,Business," 19-1, Plaza Danau 2, 
Jalan 5/109F,Taman Danau Desa,
58100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
192,218,t,Resident,"No.38, Jalan Sutera 2/2,
Taman Sutera,
43000 Kajang
Selangor
 Malaysia",00000,Other,Other,Austria,"",""
194,220,t,Other,"3A, Lorong Damai 11,
Off Jalan Damai,
55000 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
195,221,t,Business,"Suite 1-02, 1st Floor,
Menara Hap Seng,
Jalan P.Ramlee,
50250 Kuala Lumpur,
Wilayah Persekutuan.",00000,Other,Other,Austria,"",""
196,222,t,Business,"B-3-1, Plaza Damas,
60, Jalan Sri Hartamas 1,
Sri Hartamas 1,
50480 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
197,223,t,Business,"B-3-1, Plaza Damas,
60, Jalan Sri Hartamas 1,
Sri Hartamas 1,
50480 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
198,224,t,Resident,"B-3-1, Plaza Damas,
60, Jalan Sri Hartamas 1,
Sri Hartamas 1,
50480 Kuala Lumpur,
Wilayah Persekutuan.",00000,Other,Other,Austria,"",""
199,225,t,Business,"Lot No. G41, Ground Floor, The Curve,
No. 6, Jalan PJU 7/3, Mutiara Damansara,
47810 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
200,226,t,Business,"A-5-1, Level 7, Block A,
Menara Uncang Emas,
Viva Home Shopping Mall,
No.85, Jalan Loke Yew,
55200 Kuala Lumpur,
Wilayah Persekutuan.",00000,Other,Other,Austria,"",""
201,227,t,Business,"Suite 17.06, G-Tower
199 Jalan Tun Razak
50400 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
202,228,t,Business,"Suite 17-06, 17th Floor,
G-Tower,
199 Jalan Tun Razak,
50400 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
203,229,t,Business,"Unit D1-6-11, Block D1,
Solaris Dutamas,
No.1, Jalan Dutamas 1,
50480 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
204,230,t,Business,"No. 30A & B, Jalan Jernai,
Medan Idaman Business Centre,
Batu 5, Jalan Gombak,
53100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
205,231,t,Business,"No. 30A & B,Jalan Jernai,
Medan Idaman Business Centre,
Batu 5, Jalan Gombak,
53100 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
206,232,t,Business,"No. 28, Jalan PJU 1A/8,
Taman Perindustrian Jaya,
47200 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
207,233,t,Other,"No. 10,Jalan Perkasa 5,
Taman Maluri,
56100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
208,234,t,Business,"Suite 17-06, 17th Floor, G-Tower,
199 Jalan Tun Razak,
50400 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
209,235,t,Business,"No.13, Jalan Budiman,
Budiman Business Park,
Jalan Sungai Long,
43000 Kajang,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
210,236,t,Business,"No.11, Nouvelle Industrial Park,
Lorong Teknologi B,
Taman Sains Selangor 1,
Kota Damansara PJU 5,
47810 Petaling Jaya,
Selangor Darul Ehsan.",00000,Other,Other,Austria,"",""
211,237,t,Business,"No. 20 & 22, Jalan Wangsa,
Wangsa Biz Avenue,
Off Jalan 34/26,
Taman Sri Rampai,
53300 Kuala Lumpur,
Wilayah Persekutuan.",00000,Other,Other,Austria,"",""
212,238,t,Business,"No. 2 & 4, Jalan 1/75,
Off Jalan Kampung Pandan,
55100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
213,239,t,Business,"2 & 4, Jalan 1/75,
Off Jalan Kg. Pandan,
55100 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
214,244,t,Business,"B-3-1, Plaza Damas,
60, Jalan Sri Hartamas 1,
Sri Hartamas,
50480 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
215,246,t,Business,"No. 77-3, Medan Setia 1,
Plaza Damansara,
Bukit Damansara,
50490 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,603-26983399,603-26983366
216,247,t,Business,"No.54A, Jalan Satu D,
Kampung Baru Subang,
40150 Shah Alam
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
217,248,t,Business,"No. 30A & B, Jalan Jernai,
Medan Idaman Business Centre,
Batu 5, Jalan Gombak,
53100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,603-40246572,60340246571
219,251,t,Business,"No. 8, Jalan Astaka U8/83,
Seksyen U8,
Bukit Jelutong,
40150 Shah Alam,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
220,252,t,Business,"No. 25, Jalan Kasturi 3,
Plaza Kasturi,
Off Jalan Balakong, Batu 11,
43200 Cheras,
Selangor Darul Ehsan.",00000,Other,Other,Austria,603-90746196,""
221,253,t,Business,"25, Jalan Kasturi 3,
Plaza Kasturi,
Off Jalan Balakong, Batu 11,
43200 Cheras,
Selangor Darul Ehsan.",00000,Other,Other,Austria,"",""
223,255,t,Business,"No. 61, Ground Floor,
Jalan Sultan Ismail,
50250 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
224,256,t,Business,"No. 15, Jalan Bendahara 12/7,
Seksyen 7, Bandar Mahkota Cheras,
Batu 9,
43200 Cheras
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
225,258,t,Business,"Level 13,
Menara Tokio Marine Life,
No.189 Jalan Tun Razak,
50400 Kuala Lumpur,
Wilayah Persekutuan.",00000,Other,Other,Austria,"",""
226,260,t,Business,"No. 17, Jalan Tembaga SD 5/2,
Bandar Sri Damansara,
52200 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
227,261,t,Business,"72-1, Fraser Business Park,
Jalan Metro Pudu,
Off Jalan Loke Yew,
55100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
228,262,t,Business,"Pearl Point Shopping Mall,
Lot 1.0.38, Ground Floor,
Batu 5, Jalan Klang Lama,
58200 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
229,263,t,Business,"No 11, Lorong Teknologi B,
Nouvelle Industrial Park,
Taman Sains Selangor 1,
Kota Damansara PJU 5 ,
47810 Petaling Jaya,
Selangor Darul Ehsan.",00000,Other,Other,Austria,603-61579330,603-61571320
230,264,t,Business,"119-2, Jalan Selingsing 5,
Taman Sri Kuching,
51200 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,036-2526188,603-62523188
231,265,t,Business,"45-1 & 47-1, Jalan Puteri 2/1,
Bandar Puteri,
47100 Puchong,
Selangor Darul Ehsan",00000,Other,Other,Austria,012-2933793,""
232,266,t,Business,"B-3-5, Mont Kiara Aman,
Jalan Kiara 2,
Sri Hartamas,
Mont Kiara,
50480 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
233,267,t,Other,"No. 56,
Jalan Setiamurni Satu,
Bukit Damansara,
50490 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
234,268,t,Business,"The Troika,
Suite 2-3B & 2-3C,
2nd Floor,
19, Persiaran KLCC
50450 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
235,269,t,Resident,"1630, Jalan Besar Air Lintas,
Taman Ping Wah,
Nibong Tebal,
14300 Pulau Pinang
Malaysia
",00000,Other,Other,Austria,"",""
190,215,t,Business,"No.50, Jalan Raja Abdullah,
50300 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
236,271,t,Business,"27-2, Medan Setia 1,
Plaza Damansara,
Bkt Damansara,
50490 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
238,273,t,Business,"No. 2 & 4, Jalan 1/75,
Off Jalan Kampung Pandan,
55100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
239,274,t,Business,"No.38, Jalan 8/91,
Taman Shamelin Perkasa,
56100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,92849126/9128,92849127
240,275,t,Business,"Unit C1-3-1, Block C1,
Solaris Dutamas,
No.1, Jalan Dutamas 1,
Hartamas Heights,
50480 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
241,276,t,Business,"No. 117A, Jalan Kenari 23,
Bandar Puchong Jaya,
47100 Puchong
Selangor Darul Ehsan",00000,Other,Other,Austria,80768777       012-2034344,-
243,278,t,Business,"Block A-2-3A,
Plaza Damas 3,
Jalan Sri Hartamas 1,
Taman Sri Hartamas,
50480 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
244,279,t,Business,"E-8-6, Megan Avenue 1,
189 Jalan Tun Razak,
50400 Kuala Lumpur,
Wilayah Persekutuan.",00000,Other,Other,Austria,"",""
245,280,t,Business,"Danau Business Park,
Unit 5-0-2, Jalan 3/109F,
Taman Danau Desa,
58100 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
246,281,t,Business,"No.11 Nouvelle Industrial Park,
Lorong Teknologi B,
Taman Sains Selangor 1,
Kota Damansara PJU 5,
47810 Petaling Jaya,
Selangor Darul Ehsan.",00000,Other,Other,Austria,603-61579330,603-61571320
247,283,t,Business,"E-10-6, Lanai Gurney Corporate Suites,
Jalan Bukit Keramat,
54000 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
249,286,t,Business,"Unit C3-1, Jalan Selaman 1,
Palm Square,
68000 Ampang
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
250,287,t,Business,"No. 30, Jalan Istimewa 5,
Taman Perindustrian Cemerlang,
Ulu Tiram
 81800 Johor Bahru,
Johor Darul Takzim.",00000,Other,Other,Austria,"",""
251,289,t,Business,"Level 36, Menara Citibank,
165, Jalan Ampang,
50450 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
253,293,t,Business,"KA 34-2-A,
Jalan Setia Balakong 1/1,
Taman Setia Balakong,
43300 Balakong
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
254,294,t,Business,"40, Jalan 6/18A,
Taman Mastiara,
Off Batu 5, Jalan Ipoh,
51200 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
255,295,t,Business,"40, Jalan 6/18A,
Taman Mastiara,
Off Batu 5, Jalan Ipoh,
51200 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
256,296,t,Business,"40, Jalan 6/18A,
Taman Mastiara,
Off Batu 5, Jalan Ipoh,
51200 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
257,297,t,Resident,"10-3A, D''Mayang Condo,
16 Jalan Mayang,
Off Jalan Ampang,
50450 Kuala Lumpur
Wilayah Persekutuan
Malaysia",00000,Other,Other,Austria,"",""
258,298,t,Resident,"No.7, Tingkat 7,
Pangsapuri Taman Industri,
Lembah Jaya Selatan,
68000 Ampang
Selangor
Malaysia",00000,Other,Other,Austria,"",""
259,299,t,Resident,"2496, Jalan SJ 2/1,
Taman Seremban Jaya,
70450 Seremban,
Negeri Sembilan
Malaysia",00000,Other,Other,Austria,"",""
260,300,t,Business,"No.13, Jalan Budiman,
Budiman Business Park,
Jalan Sungai Long,
43000 Kajang,
Selangor Darul Ehsan.",00000,Other,Other,Austria,"",""
261,301,t,Business,"Level 33, Ilham Tower,
No.8, Jalan Binjai,
50400 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
262,302,t,Business,"No. 11-2 & 11-3, Oval Damansara
Menara Pertama Damansara,
No. 685, Jalan Damansara,
60000 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
263,303,t,Resident,"K-4-3, Arcadia Apartment,
Jalan USJ 11/2J,
USJ 11, 
47460 Subang Jaya,
Selangor Darul Ehsan.",00000,Other,Other,Austria,"",""
264,304,t,Business,"40, Jalan 6/18A,
Taman Mastiara,
Off Batu 5, Jalan Ipoh,
51200 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
222,254,t,Business,"A-3A-1, Northpoint Mid Valley,
No.1, Medan Syed Putra Utara,
59200 Kuala Lumpur, 
Wilayah Persekutuan.",00000,Other,Other,Austria,"",""
266,307,t,Business,"Suite 5.01, Level 5,Plaza 138,
No. 138, Jalan Ampang,
50450 Kuala Lumpur,
Wilayah Persekutuan.",00000,Other,Other,Austria,"",""
267,308,t,Business,"No. 30A & B, Jalan Jernai,
Medan Idaman Business Centre,
Batu 5, Jalan Gombak,
53100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
268,310,t,Other,"No.56, Jalan Setia Murni 1,
Bukit Damansara,
50490 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
269,311,t,Business,"Suite 25, 15-1, Menara 1 Mont'' Kiara,
No.1, Jalan Kiara, Mont'' Kiara,
50480 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
270,312,t,Business,"No.56, Jalan Setiamurni Satu,
Bukit Damansara,
50490 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
271,313,t,Business,"No. 1, Jalan BK 5B/3,
Bandar Kinrara,
47100 Puchong
Selangor Darul Ehsan",00000,Other,Other,Austria,603-80629155,603-80629255
272,315,t,Business,"No. 14 & 14A, Jalan 17/155C,
Bandar Bukit Jalil,
57000 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
273,316,t,Business,"Suite #103 MBE GTower
LG17 Lower Ground Floor, GTower
199 Jalan Tun Razak,
50400 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
274,317,t,Business,"19-1 & 19-2, Plaza Danau 2,
Jalan 5/109F, Taman Danau Desa,
58100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
275,318,t,Business,"16 Lorong Damansara Endah,
Bukit Damansara,
50490 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
276,319,t,Business,"10, Jalan Laman Setia 7/1,
Laman Setia,
81550 Johor Bahru
Johor Darul Takzim",00000,Other,Other,Austria,"",""
306,354,f,Business,"No. 30A&B, Jalan Jernai,
Medan Idaman Business Centre,
Batu 5 Jalan Gombak,
53100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
278,320,f,Business,"E-8-6, Block E, Megan Avenue 1,
189 Jalan Tun Razak,
50400 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
279,321,t,Business,"Unit 17-11, Level 17, Q Sentral,
Jalan Stesen Sentral 2,
Kuala Lumpur Sentral,
50470 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,603-27139971,""
280,322,t,Business,"117A, Jalan Kenari 23,
Bandar Puchong Jaya,
47100 Puchong Jaya,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
281,326,t,Business,"No. 15 GF, Jalan Maju 1/4,
Taman Lembah Maju,
68000 Ampang,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
282,327,t,Business,"No 339-A, Lorong Sarawak,
Melawati Urban 1,
Pusat Bandar Melawati,
53100 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,603-41055152,603-41065153
283,328,t,Business,"No. 28, Jalan Istimewa 5,
Taman Perindustrian Cemerlang,
Ulu Tiram,
81800 Johor Bahru,
Johor Darul Takzim",00000,Other,Other,Austria,607-8618610,607-8618612
284,329,t,Business,"B1-U1-2 (Office Suite), Solari Dutamas,
No. 1, Jalan Dutamas 1,
50480 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
285,330,t,Business,"No. 14 & 14 A, 
Jalan 17/155C,
Bandar Bukit Jalil,
57000 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
286,331,t,Business,"Unit 3A-01A, Level 3A,
Glo Damansara,
No. 699, Jalan Damansara,
60000 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
287,332,t,Business,"Unit 19-6, Block D2,
Jalan PJU 1/39,
Dataran Prima Business Centre,
47301 Petaling Jaya,",00000,Other,Other,Austria,"",""
288,334,t,Business,"Unit 19-6, Block D2, 
Jalan PJU 1/39,
Dataran Prima Business Centre,
47301 Petaling Jaya,
Selangor",00000,Other,Other,Austria,"",""
289,335,t,Business,"Unit 19-6, Block D2,
Jalan PJU 1/39,
Dataran Prima Business Centre,
47301 Petaling Jaya,
Selangor",00000,Other,Other,Austria,03-78801040,03-78809431
290,336,t,Business,"E-12-18, Plaza Mont'' Kiara,
No.2, Jalan Kiara,
50480 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
291,337,t,Business,"4-6-5, Block 4, 6th Floor,
Queen''s Avenue,
Jalan Bayam, Cheras,
55100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
292,338,t,Business,"19-1 & 19-2, Plaza Danau 2,
Jalan 5/109F, Taman Danau Desa,
58100 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
293,340,t,Business,"Unit 347, Lobby C, Block A,
Kelana Centre Point,
Jln SS7/19, Kelana Jaya,
47301 Petaling Jaya,
Selangor Darul Ehsan.",00000,Other,Other,Austria,"",""
294,341,t,Business,"30B, Jalan Jernai,
Medan Idaman Business Centre,
Batu 5, Jalan Gombak,
53100 Kuala Lumpur,
Wilayah Persekutuan.",00000,Other,Other,Austria,"",""
295,342,t,Business,"165-167, Jalan Ipoh
51200 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
296,343,t,Business,"38-1, Jalan Dagang SB 4/2,
Taman Sungai Besi Indah,
43300 Seri Kembangan
Selangor",00000,Other,Other,Austria,03-8948 3953,03-8948 1895
297,344,t,Business,"Dataran Dwitasik,
No. 56-2, Jalan Dwitasik,
Block F,Bandar Sri Permaisuri,
Cheras,
56000 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
298,345,t,Business,"2-9, 2nd Floor,
Dataran Pelangi Utama,
Jalan Masjid PJU 6A,
47400 Petaling Jaya
Selangor",00000,Other,Other,Austria,"",""
300,347,t,Other,"No.2, Jalan Haji Ibrahim,
Pengkalan Berangan,
Marang,
21040
Terengganu
Malaysia",00000,Other,Other,Austria,"",""
301,349,t,Business,"72-1, 2, 3 & 4,
Fraser Business Park,
Jalan Metro Pudu,
Off Jalan Loke Yew,
55100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,03-92213388,03-92231243
302,350,t,Business,"No. 194, Jalan 2A,
Kg. Baru Subang,
40150 Shah Alam,
Selangor Darul Ehsan.",00000,Other,Other,Austria,"",""
304,352,t,Business,"Level 33, Ilham Tower,
No. 8 Jalan Binjai,
50450 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
305,353,t,Business,"301, Jalan Bandar 11,
Taman Melawati,
53100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
307,355,t,Business,"No. 71-3, Block G,
Zenith Corporate Park,
Jalan SS7/26, Kelana Jaya,
47301 Petaling Jaya
Selangor Darul Ehsan.",00000,Other,Other,Austria,"",""
308,356,t,Other,"D6-3-13A, Sentul East,
Bangunan Perdagangan D6,
801, Jalan Sentul, 
51000 Kuala Lumpur,
Wilayah Persekutuan.",00000,Other,Other,Austria,"",""
309,357,t,Business,"C-11-3A, Villa Laman Tasik Condo,
Jalan Sri Permaisuri,
Bandar Sri Permaisuri,
56000 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
310,358,t,Other,"B-13A-3, Hampshire Place,
157 Hampshire 1,
Jalan Mayang Sari,
50450 Kuala Lumpur
Wilayah Persekutuan
Malaysia",00000,Other,Other,Austria,"",""
311,359,t,Business,"No. 20 (1st Floor), Jalan Bukit Segar 7,
Bukit Segar, Cheras,
56100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
299,346,t,Business,"D3-1-10, Solaris Dutamas,
No. 1, Jalan Dutamas,
50480 Kuala Lumpur,
Wilayah Persekutuan.",00000,Other,Other,Austria,"",""
312,360,t,Business,"B-7-03, PJ8 Office Suites,
No 23, Jalan Barat,
Seksyen 8,
47301 Petaling Jaya
Selangor",00000,Other,Other,Austria,"",""
314,362,t,Business,"KA 29-1-A,
Jalan Setia Balakong 1/1,
Taman Setia Balakong,
43300 Balakong
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
313,361,f,Business,"G-0-2,
I Residence,
Section 4,
Kota Damansara,
47810 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
315,363,t,Business,"No. 339-A, Lorong Sarawak,
Melawati Urban 1,
Pusat Bandar Melawati,
53100 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
316,364,t,Other,"B-7-03, Block B West,
PJ 8, No. 23, Jalan Barat,
Section 8,
46050 Petaling Jaya
Selangor",00000,Other,Other,Austria,"",""
317,365,t,Other,"No. 1, Lorong Bukit Setongkol 76,
25200 Kuantan
Pahang Darul Makmur",00000,Other,Other,Austria,"",""
318,366,t,Business,"No. 1, Lorong Bukit Setongkol 76,
25200 Kuantan
Pahang Darul Makmur",00000,Other,Other,Austria,"",""
319,367,t,Business,"Unit D1-6-11, Block D1,
Solaris Dutamas,
No.1, Jalan Dutamas 1,
Hartamas Heights,
50480 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,603-62053800,603-62053900
320,368,t,Business,"No. 30A & B, Jalan Jernai,
Medan Idaman Business Centre,
Batu 5, Jalan Gombak,
53100 Kuala Lumpur,
Wilayah Persekutuan.",00000,Other,Other,Austria,"",""
321,369,t,Business,"9155B, Tingkat 2,
Jalan Bandar 4,
Taman Melawati,
53100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
322,370,t,Other,"D6-3-13A, Sentul East,
Bangunan Perdagangan D6,
801, Jalan Sentul,
51000 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
