fs_id,company_id,fs_date,fs_reminderdate1,fs_reminderdate2,fs_reminderdate3,fs_submissiondate,fs_status,fs_fileddate,fs_deadline,fs_agm
5888,539,2014-08-31,2014-08-01,2014-11-01,2015-02-01,2015-03-30,t,2014-08-31,"",2014-12-31
5840,535,2013-10-31,2013-10-01,2014-01-01,2014-04-01,2014-05-30,t,2013-10-31,"",2014-04-30
5890,539,2016-08-31,2016-08-01,2016-11-01,2017-02-01,2017-03-30,t,2016-08-31,"",2017-04-27
5842,535,2015-10-31,2015-10-01,2016-01-01,2016-04-01,2016-05-30,t,2015-10-31,"",2016-04-30
5863,536,2018-06-30,2018-06-01,2018-09-01,2018-12-01,2019-01-29,f,"",2018-12-30,
5847,536,2002-06-30,2002-06-01,2002-09-01,2002-12-01,2003-01-29,t,2002-06-30,"",2002-09-30
5849,536,2004-06-30,2004-06-01,2004-09-01,2004-12-01,2005-01-29,t,2004-06-30,"",2004-09-30
5851,536,2006-06-30,2006-06-01,2006-09-01,2006-12-01,2007-01-29,t,2006-06-30,"",2006-12-30
5853,536,2008-06-30,2008-06-01,2008-09-01,2008-12-01,2009-01-29,t,2008-06-30,"",2008-12-30
5855,536,2010-06-30,2010-06-01,2010-09-01,2010-12-01,2011-01-29,t,2010-06-30,"",2010-12-30
5857,536,2012-06-30,2012-06-01,2012-09-01,2012-12-01,2013-01-29,t,2012-06-30,"",2012-12-31
5859,536,2014-06-30,2014-06-01,2014-09-01,2014-12-01,2015-01-29,t,2014-06-30,"",2014-12-31
5861,536,2016-06-30,2016-06-01,2016-09-01,2016-12-01,2017-01-29,t,2016-06-30,"",2016-12-31
5864,537,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-23
5865,537,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-14
5867,537,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
5869,537,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-30
5874,538,2017-04-30,2017-04-01,2017-07-01,2017-10-01,2017-11-29,f,"",2017-10-30,
5872,538,2015-04-30,2015-04-01,2015-07-01,2015-10-01,2015-11-29,t,2015-04-30,"",2015-10-30
5878,539,2004-08-31,2004-08-01,2004-11-01,2005-02-01,2005-03-30,t,2004-08-31,"",2004-12-31
5923,543,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-30
5893,540,2009-05-31,2009-05-01,2009-08-01,2009-11-01,2009-12-30,t,2009-05-31,"",2009-08-04
5895,540,2011-05-31,2011-05-01,2011-08-01,2011-11-01,2011-12-30,t,2011-05-31,"",2011-11-30
5897,540,2013-05-31,2013-05-01,2013-08-01,2013-11-01,2013-12-30,t,2013-05-31,"",2013-11-30
5901,540,2016-05-31,2016-05-01,2016-08-01,2016-11-01,2016-12-30,f,"",2016-11-30,
5910,542,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-24
5903,541,2012-03-20,2012-03-01,2012-06-01,2012-09-01,2012-10-20,t,2012-03-20,"",2012-03-20
5904,541,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-20
5906,541,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
5908,541,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",""
5911,542,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-05-24
5913,542,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-28
5915,542,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
5917,542,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-05-14
5925,543,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-29
5919,543,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,"",2006-08-21
5931,543,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
5921,543,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-06-30
5927,543,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
5929,543,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-05-18
5934,544,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,"",2007-06-30
5932,544,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,"",2005-03-28
5944,544,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,f,"",2017-06-30,
5936,544,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-30
5938,544,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
5940,544,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-30
5942,544,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
7801,718,2007-05-31,2007-05-01,2007-08-01,2007-11-01,2007-12-30,t,2007-05-31,"",2007-11-30
7807,718,2013-05-31,2013-05-01,2013-08-01,2013-11-01,2013-12-30,f,"",2013-11-30,
5844,535,2017-10-31,2017-10-01,2018-01-01,2018-04-01,2018-05-30,f,"",2018-04-30,
7809,718,2015-05-31,2015-05-01,2015-08-01,2015-11-01,2015-12-30,f,"",2015-11-30,
7811,718,2017-05-31,2017-05-01,2017-08-01,2017-11-01,2017-12-30,f,"",2017-11-30,
7805,718,2011-05-31,2011-05-01,2011-08-01,2011-11-01,2011-12-30,t,2011-05-31,"",2011-11-30
5862,536,2017-06-30,2017-06-01,2017-09-01,2017-12-01,2018-01-29,f,"",2017-12-30,
5848,536,2003-06-30,2003-06-01,2003-09-01,2003-12-01,2004-01-29,t,2003-06-30,"",2003-09-30
5856,536,2011-06-30,2011-06-01,2011-09-01,2011-12-01,2012-01-29,t,2011-06-30,"",2011-12-31
5858,536,2013-06-30,2013-06-01,2013-09-01,2013-12-01,2014-01-29,t,2013-06-30,"",2013-12-31
5860,536,2015-06-30,2015-06-01,2015-09-01,2015-12-01,2016-01-29,t,2015-06-30,"",2015-12-31
5870,537,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
5866,537,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
5868,537,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
5920,543,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,"",2007-06-25
5871,538,2014-04-30,2014-04-01,2014-07-01,2014-10-01,2014-11-29,t,2014-04-30,"",2014-09-30
5875,538,2018-04-30,2018-04-01,2018-07-01,2018-10-01,2018-11-29,f,"",2018-10-30,
5873,538,2016-04-30,2016-04-01,2016-07-01,2016-10-01,2016-11-29,t,2016-04-30,"",2016-09-13
5922,543,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-30
5876,539,2002-08-31,2002-08-01,2002-11-01,2003-02-01,2003-03-30,t,2002-08-31,"",2002-10-26
5891,539,2017-08-31,2017-08-01,2017-11-01,2018-02-01,2018-03-30,f,"",2018-02-28,
5877,539,2003-08-31,2003-08-01,2003-11-01,2004-02-01,2004-03-30,t,2003-08-31,"",2003-12-31
5879,539,2005-08-31,2005-08-01,2005-11-01,2006-02-01,2006-03-30,t,2005-08-31,"",2005-12-31
5881,539,2007-08-31,2007-08-01,2007-11-01,2008-02-01,2008-03-30,t,2007-08-31,"",2007-12-31
5883,539,2009-08-31,2009-08-01,2009-11-01,2010-02-01,2010-03-30,t,2009-08-31,"",2009-12-31
5885,539,2011-08-31,2011-08-01,2011-11-01,2012-02-01,2012-03-30,t,2011-08-31,"",2011-12-31
5887,539,2013-08-31,2013-08-01,2013-11-01,2014-02-01,2014-03-30,t,2013-08-31,"",2013-12-31
5889,539,2015-08-31,2015-08-01,2015-11-01,2016-02-01,2016-03-30,t,2015-08-31,"",2015-12-31
5894,540,2010-05-31,2010-05-01,2010-08-01,2010-11-01,2010-12-30,t,2010-05-31,"",2010-11-03
5896,540,2012-05-31,2012-05-01,2012-08-01,2012-11-01,2012-12-30,t,2012-05-31,"",2012-11-30
5898,540,2014-05-31,2014-05-01,2014-08-01,2014-11-01,2014-12-30,t,2014-05-31,"",2014-11-30
5900,540,2015-05-31,2015-05-01,2015-08-01,2015-11-01,2015-12-30,f,"",2015-11-30,
5902,540,2017-05-31,2017-05-01,2017-08-01,2017-11-01,2017-12-30,f,"",2017-11-30,
5947,545,1998-08-31,1998-08-01,1998-11-01,1999-02-01,1999-03-30,t,1998-08-31,"",1998-12-31
5905,541,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
5924,543,2010-12-30,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-30,"",2011-06-30
5907,541,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-13
5918,542,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
5912,542,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
5914,542,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
5916,542,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-27
5926,543,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-28
5928,543,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
5930,543,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-03-06
5945,544,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
5933,544,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,"",2006-06-30
5935,544,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-06-30
5937,544,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-30
5939,544,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
5941,544,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
5943,544,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
5948,545,1999-08-31,1999-08-01,1999-11-01,2000-02-01,2000-03-30,t,1999-08-31,"",1999-11-30
5946,545,1997-08-31,1997-08-01,1997-11-01,1998-02-01,1998-03-30,t,1997-08-31,"",1997-12-03
5949,545,2000-08-31,2000-08-01,2000-11-01,2001-02-01,2001-03-30,t,2000-08-31,"",2000-12-30
5950,545,2001-08-31,2001-08-01,2001-11-01,2002-02-01,2002-03-30,t,2001-08-31,"",2001-12-31
5951,545,2002-08-31,2002-08-01,2002-11-01,2003-02-01,2003-03-30,t,2002-08-31,"",2002-12-31
5952,545,2003-08-31,2003-08-01,2003-11-01,2004-02-01,2004-03-30,t,2003-08-31,"",2003-12-31
5953,545,2004-08-31,2004-08-01,2004-11-01,2005-02-01,2005-03-30,t,2004-08-31,"",2004-12-31
5954,545,2005-08-31,2005-08-01,2005-11-01,2006-02-01,2006-03-30,t,2005-08-31,"",2005-10-21
7806,718,2012-05-31,2012-05-01,2012-08-01,2012-11-01,2012-12-30,f,"",2012-11-30,
7808,718,2014-05-31,2014-05-01,2014-08-01,2014-11-01,2014-12-30,f,"",2014-11-30,
7810,718,2016-05-31,2016-05-01,2016-08-01,2016-11-01,2016-12-30,f,"",2016-11-30,
7812,718,2018-05-31,2018-05-01,2018-08-01,2018-11-01,2018-12-30,f,"",2018-11-30,
7802,718,2008-05-31,2008-05-01,2008-08-01,2008-11-01,2008-12-30,t,2008-05-31,"",2008-09-18
7804,718,2010-05-31,2010-05-01,2010-08-01,2010-11-01,2010-12-30,t,2010-05-31,"",2010-11-30
7813,719,2001-06-30,2001-06-01,2001-09-01,2001-12-01,2002-01-29,t,2001-06-30,"",2001-01-11
7821,719,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-30
7817,719,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,"",2005-06-30
7825,719,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-30
7819,719,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,"",2007-06-30
7827,719,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
7823,719,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
5965,545,2016-08-31,2016-08-01,2016-11-01,2017-02-01,2017-03-30,f,"",2017-02-28,
5967,545,2018-08-31,2018-08-01,2018-11-01,2019-02-01,2019-03-30,f,"",2019-02-28,
5955,545,2006-08-31,2006-08-01,2006-11-01,2007-02-01,2007-03-30,t,2006-08-31,"",2006-12-31
5957,545,2008-08-31,2008-08-01,2008-11-01,2009-02-01,2009-03-30,t,2008-08-31,"",2008-12-31
5959,545,2010-08-31,2010-08-01,2010-11-01,2011-02-01,2011-03-30,t,2010-08-31,"",2010-12-31
5961,545,2012-08-31,2012-08-01,2012-11-01,2013-02-01,2013-03-30,t,2012-08-31,"",2012-12-31
5963,545,2014-08-31,2014-08-01,2014-11-01,2015-02-01,2015-03-30,t,2014-08-31,"",2014-12-31
5989,547,2018-08-31,2018-08-01,2018-11-01,2019-02-01,2019-03-30,f,"",2019-02-28,
5971,547,2000-08-31,2000-08-01,2000-11-01,2001-02-01,2001-03-30,t,2000-08-31,"",2001-02-28
5973,547,2002-08-31,2002-08-01,2002-11-01,2003-02-01,2003-03-30,t,2002-08-31,"",2003-02-28
5975,547,2004-08-31,2004-08-01,2004-11-01,2005-02-01,2005-03-30,t,2004-08-31,"",2005-02-28
5977,547,2006-08-31,2006-08-01,2006-11-01,2007-02-01,2007-03-30,t,2006-08-31,"",2007-02-28
5979,547,2008-08-31,2008-08-01,2008-11-01,2009-02-01,2009-03-30,t,2008-08-31,"",2009-02-28
5981,547,2010-08-31,2010-08-01,2010-11-01,2011-02-01,2011-03-30,t,2010-08-31,"",2011-02-28
5983,547,2012-08-31,2012-08-01,2012-11-01,2013-02-01,2013-03-30,t,2012-08-31,"",2013-02-28
5985,547,2014-08-31,2014-08-01,2014-11-01,2015-02-01,2015-03-30,t,2014-08-31,"",2015-02-28
5987,547,2016-08-31,2016-08-01,2016-11-01,2017-02-01,2017-03-30,t,2016-08-31,"",2016-08-31
5993,550,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7803,718,2009-05-31,2009-05-01,2009-08-01,2009-11-01,2009-12-30,t,2009-05-31,"",2009-11-30
5995,552,2003-12-31,2003-12-01,2004-03-01,2004-06-01,2004-07-30,t,2003-12-31,"",2004-07-07
5998,552,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,"",2007-03-30
6001,552,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-04-22
6004,552,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-04-25
6007,552,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
6013,553,2008-05-31,2008-05-01,2008-08-01,2008-11-01,2008-12-30,t,2008-05-31,"",2008-11-30
6016,553,2011-05-31,2011-05-01,2011-08-01,2011-11-01,2011-12-30,t,2011-05-31,"",2011-11-30
6019,553,2014-05-31,2014-05-01,2014-08-01,2014-11-01,2014-12-30,t,2014-05-31,"",2014-11-30
6033,554,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
6027,554,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
6030,554,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
7814,719,2001-12-31,2001-12-01,2002-03-01,2002-06-01,2002-07-30,t,2001-12-31,"",2002-04-10
7815,719,2002-12-31,2002-12-01,2003-03-01,2003-06-01,2003-07-30,t,2002-12-31,"",2003-06-30
7845,721,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
7816,719,2003-12-31,2003-12-01,2004-03-01,2004-06-01,2004-07-30,t,2003-12-31,"",2004-06-30
7831,720,2013-07-31,2013-07-01,2013-10-01,2014-01-01,2014-03-02,t,2013-07-31,"",2014-01-31
7818,719,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,"",2006-06-30
7820,719,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-06-30
7822,719,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-30
7832,720,2014-07-31,2014-07-01,2014-10-01,2015-01-01,2015-03-02,t,2014-07-31,"",2015-01-31
7834,720,2016-07-31,2016-07-01,2016-10-01,2017-01-01,2017-03-02,t,2016-07-31,"",2017-01-20
7824,719,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
7826,719,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
7828,719,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
7829,719,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-30
7830,719,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7837,721,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-04-17
7839,721,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-30
7841,721,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
7843,721,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-16
7849,722,2016-06-30,2016-06-01,2016-09-01,2016-12-01,2017-01-29,t,2016-06-30,"",2016-12-31
7853,723,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-11
7852,723,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-03-22
7859,723,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7855,723,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
7857,723,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
7861,724,2007-08-31,2007-08-01,2007-11-01,2008-02-01,2008-03-30,t,2007-08-31,"",2007-12-28
7863,724,2009-08-31,2009-08-01,2009-11-01,2010-02-01,2010-03-30,t,2009-08-31,"",2009-12-31
7867,724,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-28
7869,724,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
7871,724,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",""
7865,724,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
7880,725,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7878,725,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
7881,726,1998-01-31,1998-01-01,1998-04-01,1998-07-01,1998-08-30,t,1998-01-31,"",1998-02-05
5968,546,2017-07-31,2017-07-01,2017-10-01,2018-01-01,2018-03-02,f,"",2018-01-31,
6022,553,2017-05-31,2017-05-01,2017-08-01,2017-11-01,2017-12-30,f,"",2017-11-30,
5966,545,2017-08-31,2017-08-01,2017-11-01,2018-02-01,2018-03-30,f,"",2018-02-28,
5956,545,2007-08-31,2007-08-01,2007-11-01,2008-02-01,2008-03-30,t,2007-08-31,"",2007-12-31
5958,545,2009-08-31,2009-08-01,2009-11-01,2010-02-01,2010-03-30,t,2009-08-31,"",2009-12-31
5960,545,2011-08-31,2011-08-01,2011-11-01,2012-02-01,2012-03-30,t,2011-08-31,"",2011-12-31
5962,545,2013-08-31,2013-08-01,2013-11-01,2014-02-01,2014-03-30,t,2013-08-31,"",2013-12-31
5964,545,2015-08-31,2015-08-01,2015-11-01,2016-02-01,2016-03-30,t,2015-08-31,"",2015-12-31
6025,554,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-04-08
5969,547,1998-08-31,1998-08-01,1998-11-01,1999-02-01,1999-03-30,t,1998-08-31,"",1999-01-26
5970,547,1999-08-31,1999-08-01,1999-11-01,2000-02-01,2000-03-30,t,1999-08-31,"",2000-02-29
5972,547,2001-08-31,2001-08-01,2001-11-01,2002-02-01,2002-03-30,t,2001-08-31,"",2002-02-28
5974,547,2003-08-31,2003-08-01,2003-11-01,2004-02-01,2004-03-30,t,2003-08-31,"",2004-02-28
5976,547,2005-08-31,2005-08-01,2005-11-01,2006-02-01,2006-03-30,t,2005-08-31,"",2006-02-28
5978,547,2007-08-31,2007-08-01,2007-11-01,2008-02-01,2008-03-30,t,2007-08-31,"",2008-02-28
5980,547,2009-08-31,2009-08-01,2009-11-01,2010-02-01,2010-03-30,t,2009-08-31,"",2010-02-26
5982,547,2011-08-31,2011-08-01,2011-11-01,2012-02-01,2012-03-30,t,2011-08-31,"",2012-02-29
5984,547,2013-08-31,2013-08-01,2013-11-01,2014-02-01,2014-03-30,t,2013-08-31,"",2014-02-28
5986,547,2015-08-31,2015-08-01,2015-11-01,2016-02-01,2016-03-30,t,2015-08-31,"",2016-02-29
6011,553,2006-05-31,2006-05-01,2006-08-01,2006-11-01,2006-12-30,t,2006-05-31,"",2006-11-03
5992,550,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",""
6009,552,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
5996,552,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,"",2005-05-13
5997,552,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,"",2006-03-31
5999,552,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-06-02
6000,552,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-11
6002,552,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-04-08
6003,552,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-04
6005,552,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
6006,552,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
6008,552,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2016-12-31
6026,554,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
6010,553,2005-07-31,2005-07-01,2005-10-01,2006-01-01,2006-03-02,t,2005-07-31,"",2005-08-04
6012,553,2007-05-31,2007-05-01,2007-08-01,2007-11-01,2007-12-30,t,2007-05-31,"",2007-11-30
6028,554,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-05-17
6014,553,2009-05-31,2009-05-01,2009-08-01,2009-11-01,2009-12-30,t,2009-05-31,"",2009-11-30
6029,554,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
6015,553,2010-05-31,2010-05-01,2010-08-01,2010-11-01,2010-12-30,t,2010-05-31,"",2010-11-30
6031,554,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
6017,553,2012-05-31,2012-05-01,2012-08-01,2012-11-01,2012-12-30,t,2012-05-31,"",2012-11-30
6032,554,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",""
6018,553,2013-05-31,2013-05-01,2013-08-01,2013-11-01,2013-12-30,t,2013-05-31,"",2013-10-31
6020,553,2015-05-31,2015-05-01,2015-08-01,2015-11-01,2015-12-30,t,2015-05-31,"",2015-11-30
6021,553,2016-05-31,2016-05-01,2016-08-01,2016-11-01,2016-12-30,t,2016-05-31,"",2016-10-31
6036,556,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,"",2007-04-04
6024,554,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-05-29
6035,556,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,"",2006-01-05
6047,556,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
6037,556,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-06-30
6038,556,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-23
6039,556,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-04-02
6040,556,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
6041,556,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
6042,556,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-28
6043,556,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
6044,556,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
6045,556,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
6046,556,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-07-06
6048,557,2003-12-31,2003-12-01,2004-03-01,2004-06-01,2004-07-30,t,2003-12-31,"",2004-03-08
6054,557,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,f,"",2010-06-30,
