billingitem_id|company_id|billingitem_generated|billingitem_entrydate|billingitem_caseid|billingitem_casefeecode|billingitem_casefeedesc|billingitem_billingdesc|billingitem_billingdetails|billingitem_feetype|billingitem_feecategory|billingitem_amount|billingitem_calculatedtax|billingitem_total|billingitem_tax|perfomabill_id|billingitem_balance|debitnote_id
535|375|f|2018-01-18|252|AC|Financial Statements @ 2017-08-31|Printing & Stationery|""|Disbursement|SR|21.68|1.30|22.98|6.00|201|22.98|-3
440|776|f|2018-01-16|201|S15|Incorporation |Statutory Stationery - Seal/Certificate/Minutes/Sec Files|""|Secretarial Work|SR|160.00|9.60|169.60|6.00|163|0.00|-3
550|163|f|2018-01-19|250|CTC|CTC FS@2016-12-31 & S68@207-08-18 for RHB Annual review of banking facilities|CTC FS@2016-12-31 & S68@207-08-18 for RHB Annual review of banking facilities|""|Secretarial Work|SR|52.00|3.12|55.12|6.00|206|55.12|-3
546|763|f|2018-01-19|260|AC|Financial Statement @ 2017-06-30 |Printing & Stationery |""|Disbursement|SR|21.68|1.30|22.98|6.00|204|0.00|-3
608|777|f|2018-01-22|279|S27|Incorporation documents|Incorporation documents|""|Secretarial Work|SR|330.00|19.80|349.80|6.00|230|0.00|-3
622|733|f|2018-01-22|285|OpBk|OpBk Account - AmBank (M) Berhad (EURO)|DCR on OpBk Account - AmBank (M) Berhad (EURO)|""|Secretarial Work|SR|50.00|3.00|53.00|6.00|232|53.00|-3
624|733|f|2018-01-22|286|OpBk|OpBk Account - AmBank (M) Berhad (MYR)|Handling, Delivery & Telecommunications|""|Disbursement|SR|25.00|1.50|26.50|6.00|232|26.50|-3
625|733|f|2018-01-22|286|OpBk|OpBk Account - AmBank (M) Berhad (MYR)|Printing & Stationery|""|Disbursement|SR|20.00|1.20|21.20|6.00|232|21.20|-3
609|777|f|2018-01-22|279|S27|Incorporation documents|Handling, Delivery & Telecommunications|""|Disbursement|SR|35.00|2.10|37.10|6.00|230|0.00|-3
629|778|f|2018-01-23|288|S58|"Appointment of Director - Ulla-Christiane
Resignation of Director - Andreas Schweinar"|SSM - S567(1) Late Filing Fee|""|Reimbursement|OR|50.00|0.00|50.00|6.00|233|50.00|-3
640|439|f|2018-01-23|293|AR/AGM|Annual Return @ 2017-11-22|Annual Return @ 2017-11-22|""|Secretarial Work|SR|200.00|12.00|212.00|6.00|238|0.00|-3
633|497|f|2018-01-23|289|CTC|CTC|CTC ANNUAL RETURN |""|Secretarial Work|SR|22.00|1.32|23.32|6.00|236|23.32|-3
567|104|f|2018-01-19|267|AR/AGM|Annual Return@2018-02-22|Annual Return@2018-02-22|""|Secretarial Work|SR|200.00|12.00|212.00|6.00|213|0.00|-3
453|402|f|2018-01-16|212|DCR|DCR - Selling of Branch Business|Printing & Stationery|""|Disbursement|SR|15.00|0.90|15.90|6.00|170|0.00|-3
394|378|f|2018-01-15|184|Div|Declaration of Dividend (5/2018) - RM1,000,000|Declaration of Dividend (5/2018) - RM1,000,000|- DCR, Dividend Warrant |Secretarial Work|SR|200.00|12.00|212.00|6.00|152|0.00|-3
395|378|f|2018-01-15|184|Div|Declaration of Dividend (5/2018) - RM1,000,000|Handling, Delivery & Telecommunication|""|Disbursement|SR|25.00|1.50|26.50|6.00|152|0.00|-3
204|765|f|2018-01-08|90|T.O.|Take over sec file|Handling, Delivery & Telecommunication|""|Disbursement|SR|35.00|2.10|37.10|6.00|69|0.00|-3
205|765|f|2018-01-08|90|T.O.|Take over sec file|Printing & Stationery|""|Disbursement|SR|19.72|1.18|20.90|6.00|69|0.00|-3
400|378|f|2018-01-15|184|Div|Declaration of Dividend (5/2018) - RM1,000,000|Printing & Stationery|""|Disbursement|SR|20.00|1.20|21.20|6.00|152|0.00|-3
642|439|f|2018-01-23|293|AR/AGM|Annual Return @ 2017-11-22|Printing & Stationery|""|Disbursement|SR|23.00|1.38|24.38|6.00|238|0.00|-3
644|439|f|2018-01-23|293|AR/AGM|Annual Return @ 2017-11-22|SSM - Late Filing Fee AR@2017-11-22 |- Valid until 2018-03-22|Reimbursement|OR|50.00|0.00|50.00|6.00|238|0.00|-3
661|285|f|2018-01-23|298|Misc|Email out Resolutions (1st Aug 2017 - Current) for Audit purpose to Auditor|Sec Work: Arrangement for emailing Resolutions to Auditors|- For Audit purpose|Secretarial Work|SR|50.00|3.00|53.00|6.00|240|0.00|-3
662|207|f|2018-01-23|299|TenAgr|Renewal of Tenancy Agreement|DCR - Renewal of Tenancy Agreement|""|Secretarial Work|SR|50.00|3.00|53.00|6.00|241|53.00|-3
2275|809|f|2018-03-19|849|S236|Post Incorporation documents & Set up Sec File|Statutory Stationery - Seal/Certificate/Minutes/SecFiles|""|Disbursement|SR|170.00|10.20|180.20|6.00|734|0.00|-3
626|778|f|2018-01-23|288|S58|"Appointment of Director - Ulla-Christiane
Resignation of Director - Andreas Schweinar"|Change of Director|"Appointment of Director - Ulla-Christiane
Resignation of Director - Andreas Schweinar"|Secretarial Work|SR|100.00|6.00|106.00|6.00|233|106.00|-3
595|285|f|2018-01-22|276|DCR|Write Off Plant & Equipment|Handling, Delivery & Telecommunication|""|Disbursement|SR|35.00|2.10|37.10|6.00|220|0.00|-3
587|185|f|2018-01-22|273|AR/AGM|Annual Return @ 2018-02-04 |Printing & Stationery |""|Disbursement|SR|23.00|1.38|24.38|6.00|218|0.00|-3
588|185|f|2018-01-22|273|AR/AGM|Annual Return @ 2018-02-04 |Handling, Delivery & Telecommunication |""|Disbursement|SR|27.00|1.62|28.62|6.00|218|0.00|-3
589|185|f|2018-01-22|273|AR/AGM|Annual Return @ 2018-02-04 |SSM - AR @ 2018-02-04 |""|Reimbursement|OR|150.00|0.00|150.00|6.00|218|0.00|-3
591|677|f|2018-01-22|274|AR/AGM|AR@2018-02-05|Handling, Delivery & Telecommunications |""|Disbursement|SR|27.00|1.62|28.62|6.00|219|0.00|-3
638|399|f|2018-01-23|291|AR/AGM|Annual Return @ 2018-01-13|Printing & Stationery|""|Disbursement|SR|23.00|1.38|24.38|6.00|237|0.00|-3
529|183|f|2018-01-18|247|AR/AGM|Annual Return@2018-02-27|SSM-AR@2018-02-27|""|Reimbursement|OR|150.00|0.00|150.00|6.00|199|0.00|-3
1597|250|f|2018-02-28|637|AC|"Financial Statement@2017-09-30
"|Handling, Delivery & Telecommunication|""|Disbursement|SR|36.00|2.16|38.16|6.00|543|0.00|-3
1599|250|f|2018-02-28|637|AC|"Financial Statement@2017-09-30
"|SSM-FS@2017-09-30|""|Reimbursement|OR|50.00|0.00|50.00|6.00|543|0.00|-3
617|777|f|2018-01-22|283|S15|"-3 CTC of Constitution & respective for:-
-DCR on opening (1) Bank Account
-Pre-Incorporation Consultancy
"|SSM- Incorporation Fee|""|Reimbursement|OR|1000.00|0.00|1000.00|6.00|231|0.00|-3
3085|364|f|2018-04-06|828|S105|S105 - Hazree #006 transfer to Farid (1) #007 |LHDN - S105 (Stamp Duty)|""|Reimbursement|OR|3.00|0.00|3.00|6.00|991|3.00|-3
554|738|f|2018-01-19|198|CTC|Form pursuant to Sect 17, Sect 15, Sect 14, Sect 58 & Passport of Kazuya Takeuchi & Yuji Hayashi|Handling, Delivery & Telecommunication|""|Disbursement|SR|30.00|1.80|31.80|6.00|205|0.00|-3
4065|812|f|2018-05-08|1423|S236|Appointment of Secretary|Printing & Stationery|""|Disbursement|SR|20.00|1.20|21.20|6.00|1299|21.20|-3
3946|810|f|2018-05-04|1367|AR/AGM|Annual Return @ 2018-05-02|SSM: AR@2018-05-02|""|Reimbursement|OR|150.00|0.00|150.00|6.00|1261|0.00|-3
596|285|f|2018-01-22|276|DCR|Write Off Plant & Equipment|Printing & Stationery|""|Disbursement|SR|15.00|0.90|15.90|6.00|220|0.00|-3
643|439|f|2018-01-23|293|AR/AGM|Annual Return @ 2017-11-22|SSM - AR@2017-11-22|""|Reimbursement|OR|150.00|0.00|150.00|6.00|238|0.00|-3
435|776|f|2018-01-16|201|S15|Incorporation |Secretarial Fee + Registered Office |-from January 2018 to January 2019|Fee|SR|840.00|50.40|890.40|6.00|163|0.00|-3
433|776|f|2018-01-16|201|S15|Incorporation |Handling, Delivery & Telecommunications |""|Disbursement|SR|80.00|4.80|84.80|6.00|163|0.00|-3
630|111|t|2018-01-23|-1|SecFee|""|Secretarial Fee + Registered Office|- From 2018-01-23 until 2019-01-22|Fee|SR|840.00|50.40|890.40|6.00|234|405.60|-3
579|82|f|2018-01-22|272|S58|Change passport - Mahdi & Toktam  |Handling, Delivery & Telecommunication|""|Disbursement|SR|15.00|0.90|15.90|6.00|216|0.00|-3
598|233|t|2018-01-22|-1|SecFee|""|Secretarial Fee + Registered Office|- From 2018-01-21 until 2019-01-20|Fee|SR|840.00|50.40|890.40|6.00|222|890.40|-3
580|82|f|2018-01-22|272|S58|Change passport - Mahdi & Toktam  |SSM kp - Section 58 |""|Reimbursement|OR|200.00|0.00|200.00|6.00|216|0.00|-3
599|495|t|2018-01-22|-1|SecFee|""|Secretarial Fee + Registered Office|- From 2018-01-21 until 2019-01-20|Fee|SR|840.00|50.40|890.40|6.00|223|890.40|-3
436|776|f|2018-01-16|201|S15|Incorporation |SSM- Incorporation Fee|""|Reimbursement|OR|1000.00|0.00|1000.00|6.00|163|0.00|-3
577|82|f|2018-01-22|272|S58|Change passport - Mahdi & Toktam  |Change passport - Mahdi & Toktam |""|Secretarial Work|SR|50.00|3.00|53.00|6.00|216|0.00|-3
434|776|f|2018-01-16|201|S15|Incorporation |Printing & Stationery |""|Disbursement|SR|94.25|5.66|99.91|6.00|163|0.00|-3
432|776|f|2018-01-16|201|S15|Incorporation |Incorporation|"-3 CTC of Constitution & respective for:-
-DCR on opening (1) Bank Account
-Pre-Incorporation Consultancy 
"|Secretarial Work|SR|190.84|11.45|202.29|6.00|163|0.00|-3
437|776|f|2018-01-16|201|S15|Incorporation |SSM- Supply Corporate Information to Agencies|""|Reimbursement|SR|10.00|0.60|10.60|6.00|163|0.00|-3
634|497|f|2018-01-23|289|CTC|CTC|CTC F24|*2 SETS|Secretarial Work|SR|12.00|0.72|12.72|6.00|236|12.72|-3
438|776|f|2018-01-16|201|S15|Incorporation |SSM - Certificate of Incorporation|""|Reimbursement|SR|25.00|1.50|26.50|6.00|163|0.00|-3
439|776|f|2018-01-16|201|S15|Incorporation |CPO - SPARTAN ADVANCED TRAINING SDN. BHD. |""|Reimbursement|SR|15..00|0.90|15.90|6.00|163|0.00|-3
537|90|f|2018-01-19|254|AC|Financial Statement @ 2017-06-30|Financial Statement @ 2017-06-30 |""|Secretarial Work|SR|140.00|8.40|148.40|6.00|202|0.00|-3
594|285|f|2018-01-22|276|DCR|Write Off Plant & Equipment|DCR - Write Off Plant & Equipment|""|Secretarial Work|SR|50.00|3.00|53.00|6.00|220|0.00|-3
538|90|f|2018-01-19|254|AC|Financial Statement @ 2017-06-30|Handling & Delivery |""|Disbursement|SR|27.00|1.62|28.62|6.00|202|0.00|-3
540|90|f|2018-01-19|254|AC|Financial Statement @ 2017-06-30|SSM- FS @ 2017-06-30 |""|Reimbursement|OR|50.00|0.00|50.00|6.00|202|0.00|-3
611|777|f|2018-01-22|279|S27|Incorporation documents|SSM - Section 27 (Sinergi Aspirasi Global (SAG) Sdn. Bhd.)|""|Reimbursement|OR|50.00|0.00|50.00|6.00|230|0.00|-3
645|439|f|2018-01-23|294|S58|Update of Director's passport|SSM - Section 58 |- Update of Directors' Passport|Reimbursement|OR|200.00|0.00|200.00|6.00|238|0.00|-3
578|82|f|2018-01-22|272|S58|Change passport - Mahdi & Toktam  |Printing & Stationery |""|Disbursement|SR|15.00|0.90|15.90|6.00|216|0.00|-3
557|718|f|2018-01-19|262|ChBkSig|"Chbksg - CIMB KLCC
Chbksg - CIMB Taman Maluri
Chbksg - RHB Taman Shamelin"|DCR - Change of Bank Signatories|"- CIMB KLCC
- CIMB Taman Maluri
- RHB Taman Shamelin"|Secretarial Work|SR|90.00|5.40|95.40|6.00|208|0.00|-3
560|718|f|2018-01-19|262|ChBkSig|"Chbksg - CIMB KLCC
Chbksg - CIMB Taman Maluri
Chbksg - RHB Taman Shamelin"|Printing & Stationery|""|Disbursement|SR|15.00|0.90|15.90|6.00|208|0.00|-3
559|718|f|2018-01-19|262|ChBkSig|"Chbksg - CIMB KLCC
Chbksg - CIMB Taman Maluri
Chbksg - RHB Taman Shamelin"|Handling, Delivery & Telecommunication|""|Disbursement|SR|15.00|0.90|15.90|6.00|208|0.00|-3
663|207|f|2018-01-23|299|TenAgr|Renewal of Tenancy Agreement|Handling, Delivery & Telecommunication|""|Disbursement|SR|25.00|1.50|26.50|6.00|241|26.50|-3
664|207|f|2018-01-23|299|TenAgr|Renewal of Tenancy Agreement|Printing & Stationery|""|Disbursement|SR|15.00|0.90|15.90|6.00|241|15.90|-3
649|351|f|2018-01-23|128|BkFac|OCBC - Banking Fac|OCBC - Banking Facility|- DCR, MWR|Secretarial Work|SR|100.00|6.00|106.00|6.00|242|106.00|-3
650|351|f|2018-01-23|129|ConfirmL|Confirmation Letter - board of director|Confirmation Letter to OCBC |- Composition of Directors|Secretarial Work|SR|80.00|4.80|84.80|6.00|242|84.80|-3
665|351|f|2018-01-23|300|CTC|M&A, F9, AR 2017, F24(fullsets), F44, S46, F49, S58 (2sets)|CTC- M&A, F9, AR 2017, F24(fullsets), F44, S46, F49, S58 (2sets)|""|Secretarial Work|SR|148.00|8.88|156.88|6.00|242|156.88|-3
653|351|f|2018-01-23|128|BkFac|OCBC - Banking Fac|Handling, Delivery & Telecommunication|""|Disbursement|SR|35.00|2.10|37.10|6.00|242|37.10|-3
655|349|f|2018-01-23|296|BkFac|Third Part Charge - OCBC|OCBC - Third Part Charge|- DCR, MWR|Secretarial Work|SR|100.00|6.00|106.00|6.00|243|106.00|-3
656|349|f|2018-01-23|297|ConfirmL|Confirmation Letter - Board of Director|Confirmation Letter to OCBC|- Composition of Directors|Secretarial Work|SR|80.00|4.80|84.80|6.00|243|84.80|-3
639|399|f|2018-01-23|291|AR/AGM|Annual Return @ 2018-01-13|SSM - AR @ 2018-01-13|""|Reimbursement|OR|150.00|0.00|150.00|6.00|237|0.00|-3
3086|779|f|2018-04-06|1121|AR/AGM|Annual Return @ 2018-03-10|SSM - kp AR @ 2018-03-10|""|Reimbursement|OR|50.00|0.00|50.00|6.00|460|50.00|-3
1317|369|f|2018-02-14|547|SecFee|""|Secretarial Fee + Registered Office|- From [2018-02-10 until 2019-02-09]|Fee|SR|840.00|50.40|890.40|6.00|453|890.40|-3
728|460|f|2018-01-25|328|AR/AGM|Annual Return @ 2018-01-10|Annual Return @ 2018-01-10|""|Secretarial Work|SR|200.00|12.00|212.00|6.00|262|0.00|-3
618|777|f|2018-01-22|283|S15|"-3 CTC of Constitution & respective for:-
-DCR on opening (1) Bank Account
-Pre-Incorporation Consultancy
"|SSM- Supply Corporate Information to Agencies|""|Reimbursement|SR|10.00|0.60|10.60|6.00|231|0.00|-3
1622|795|f|2018-03-01|643|S15|"New Incorporation: EHRAZ ENGINEERING SDN. BHD. 
"|SSM - Sec 14 Application fee for Company Limited by Shares|""|Reimbursement|OR|1000.00|0.00|1000.00|6.00|549|0.00|-3
1600|250|f|2018-02-28|637|AC|"Financial Statement@2017-09-30
"|SSM-AR@2018-02-02|""|Reimbursement|OR|150.00|0.00|150.00|6.00|543|0.00|-3
2249|374|f|2018-03-16|845|AC|FS@2017-10-31|Handling, Delivery & Telecommunication|""|Disbursement|SR|45.00|2.70|47.70|6.00|727|0.00|-3
666|349|f|2018-01-23|301|CTC|M&A, F9, AR 2017, F24(fullsets), F44, S46, F49, S58 (2sets)|CTC- M&A, F9, AR 2017, F24(fullsets), F44, S46, F49, S58 (2sets)|""|Secretarial Work|SR|96.00|5.76|101.76|6.00|243|101.76|-3
659|349|f|2018-01-23|296|BkFac|Third Part Charge - OCBC|Handling, Delivery & Telecommunication|""|Disbursement|SR|15.00|0.90|15.90|6.00|243|15.90|-3
660|349|f|2018-01-23|296|BkFac|Third Part Charge - OCBC|Printing & Stationery|""|Disbursement|SR|25.04|1.50|26.54|6.00|243|26.54|-3
4787|178|f|2018-05-25|1634|AC|Financial Statement @ 2017-12-31|Financial Statement @ 2017-12-31 |""|Secretarial Work|SR|140.00|8.40|148.40|6.00|1494|148.40|-3
704|319|t|2018-01-24|-1|SecFee|""|Secretarial Fee + Registered Office|- From 2018-01-24 until 2019-01-23|Fee|SR|840.00|50.40|890.40|6.00|253|890.40|-3
690|433|f|2018-01-23|311|IntBanking|InBk Account - CIMB Selayang|DCR - Subscription of Services for CIMB|""|Secretarial Work|SR|50.00|3.00|53.00|6.00|249|53.00|-3
4789|178|f|2018-05-25|1634|AC|Financial Statement @ 2017-12-31|Printing & Stationery |""|Disbursement|SR|21.68|1.30|22.98|6.00|1494|22.98|-3
319|453|f|2018-01-12|137|AC|Financial Statement@2017-06-30|Printing & Stationery|""|Disbursement|SR|33.00|1.98|34.98|6.00|110|0.00|-3
522|453|f|2018-01-18|241|CTC|F24, F49, F44, F9, F13, M&A (1set)|CTC F24, F49, F44, F9, F13, M&A (1set)|""|Secretarial Work|SR|36.00|2.16|38.16|6.00|198|0.00|-3
727|203|t|2018-01-25|-1|SecFee|""|Secretarial Fee + Registered Office|- From 2018-01-25 until 2019-01-24|Fee|SR|840.00|50.40|890.40|6.00|261|890.40|-3
667|153|f|2018-01-23|277|CTC|CTC F49,F24, F44 & M&A|CTC F49,F24, F44 & M&A|""|Secretarial Work|SR|42.00|2.52|44.52|6.00|245|0.00|-3
3180|219|f|2018-04-09|1147|DCR|Credit Card Application - AmBank (M) Berhad|Handling, Delivery & Telecommunication|""|Disbursement|SR|20.00|1.20|21.20|6.00|1020|0.00|-3
705|519|f|2018-01-24|319|CTC|F24, F49, F44, F9, F13, M&A (1set)|CTC- F24, F49, F44, F9, F13, M&A (1set)|""|Secretarial Work|SR|26.00|1.56|27.56|6.00|254|27.56|-3
278|121|f|2018-01-11|122|AR/AGM|Annual Return @ 2018-01-25|Handling, Delivery & Telecommunication|""|Disbursement|SR|27.00|1.62|28.62|6.00|96|0.00|-3
277|121|f|2018-01-11|122|AR/AGM|Annual Return @ 2018-01-25|Annual Return @ 2018-01-25|""|Secretarial Work|SR|200.00|12.00|212.00|6.00|96|0.00|-3
279|121|f|2018-01-11|122|AR/AGM|Annual Return @ 2018-01-25|Printing & Stationery|""|Disbursement|SR|23.00|1.38|24.38|6.00|96|0.00|-3
1298|539|f|2018-02-14|542|AC|"FS@2017-08-31
"|Financial Statement@2017-08-31|""|Secretarial Work|SR|140.00|8.40|148.40|6.00|445|148.40|-3
714|172|f|2018-01-24|324|CTC|F9, F49, S58, M&A, AR 2017, All Director ic (1set)|Handling , Delivery & Telecommunications|""|Disbursement|SR|15.00|0.90|15.90|6.00|257|0.00|-3
675|613|f|2018-01-23|305|AR/AGM|""|Annual Return@2018-01-12|""|Secretarial Work|SR|200.00|12.00|212.00|6.00|246|0.00|-3
676|613|f|2018-01-23|305|AR/AGM|""|Handling, Delivery & Telecommunications|""|Disbursement|SR|27.00|1.62|28.62|6.00|246|0.00|-3
280|121|f|2018-01-11|122|AR/AGM|Annual Return @ 2018-01-25|SSM-AR@2018-01-25|""|Reimbursement|OR|150.00|0.00|150.00|6.00|96|0.00|-3
683|465|f|2018-01-23|308|OpBk|Opening Bank Account - CIMB Selayang|DCR - Opening of Bank Current Account (CIMB)|""|Secretarial Work|SR|50.00|3.00|53.00|6.00|248|53.00|-3
691|433|f|2018-01-23|310|OpBk|OpBk Account - CIMB Selayang|Handling, Delivery & Telecommunications|""|Disbursement|SR|20.00|1.20|21.20|6.00|249|21.20|-3
717|632|f|2018-01-25|325|BkFac|""|DCR Reflex Cash Management Services with RHB Bank |""|Secretarial Work|SR|80.00|4.80|84.80|6.00|259|0.00|-3
718|632|f|2018-01-25|325|BkFac|""|Handling, Delivery & Telecommunications|""|Disbursement|SR|24.00|1.44|25.44|6.00|259|0.00|-3
719|632|f|2018-01-25|325|BkFac|""|Printing & Stationery |""|Disbursement|SR|15.00|0.90|15.90|6.00|259|0.00|-3
711|641|f|2018-01-24|322|S36|Chnage of Articles 42|Printing & Stationery|""|Disbursement|SR|15.00|0.90|15.90|6.00|256|0.00|-3
712|641|f|2018-01-24|322|S36|Chnage of Articles 42|Handling Delivery & Telecommunication|""|Disbursement|SR|15.00|0.90|15.90|6.00|256|0.00|-3
668|693|f|2018-01-23|304|AR/AGM|AR@2017-07-05|Annual Return@2017-07-05|""|Secretarial Work|SR|200.00|12.00|212.00|6.00|244|0.00|-3
669|693|f|2018-01-23|304|AR/AGM|AR@2017-07-05|Handling, Delivery & Telecommunications|""|Disbursement|SR|27.00|1.62|28.62|6.00|244|0.00|-3
670|693|f|2018-01-23|304|AR/AGM|AR@2017-07-05|Printing & Stationery|""|Disbursement|SR|23.00|1.38|24.38|6.00|244|0.00|-3
671|693|f|2018-01-23|304|AR/AGM|AR@2017-07-05|SSM: AR@2017-07-05|""|Reimbursement|OR|150.00|0.00|150.00|6.00|244|0.00|-3
672|693|f|2018-01-23|304|AR/AGM|AR@2017-07-05|SSM-KP AR@2017-07-05|""|Reimbursement|OR|150.00|0.00|150.00|6.00|244|0.00|-3
677|613|f|2018-01-23|305|AR/AGM|""|Printing & Stationery|""|Disbursement|SR|23.00|1.38|24.38|6.00|246|0.00|-3
678|613|f|2018-01-23|305|AR/AGM|""|SSM: AR@2018-01-12|""|Reimbursement|OR|150.00|0.00|150.00|6.00|246|0.00|-3
715|228|f|2018-01-24|323|S28|Change of Name --> BEICIPFRANLAB ASIA SDN. BHD. |Secretarial Work on name reservation|- Third Name Reservation for BEICIPFRANLAB ASIA SDN. BHD. |Secretarial Work|SR|100.00|6.00|106.00|6.00|258|0.00|-3
162|346|f|2018-01-06|76|T.O.|Re-appoint us as Sec|Review Secretarial Files & Minutes Book|""|Secretarial Work|SR|100.00|6.00|106.00|6.00|56|0.00|-3
1340|113|f|2018-02-19|555|ChAud|Change of auditor - Appoint AZMI ISMAIL & CO. - Resign AT KONSORTIUM|Printing & Stationery|""|Disbursement|SR|17.70|1.06|18.76|6.00|463|18.76|-3
164|346|f|2018-01-06|76|T.O.|Re-appoint us as Sec|Printing & Stationery |- New Minutes Book (x1)|Disbursement|SR|30.00|1.80|31.80|6.00|56|0.00|-3
165|346|f|2018-01-06|76|T.O.|Re-appoint us as Sec|Handling, Delivery & Telecommunication|""|Disbursement|SR|25.00|1.50|26.50|6.00|56|0.00|-3
673|153|f|2018-01-23|277|CTC|CTC F49,F24, F44 & M&A|Handling, Delivery & Telecommunication|""|Disbursement|SR|24.00|1.44|25.44|6.00|245|0.00|-3
1316|111|f|2018-02-14|545|CPO|CTC by SSM Form 49, Form 24, Form 9|CPO - CTC by SSM F49, F24 & F9|""|Reimbursement|SR|95.00|5.70|100.70|6.00|452|0.00|-3
3204|596|f|2018-04-09|1156|CTC|CTC M&A, F9, F24, F44, F49, F32A & Annual Return|Certified True Copies |"M&A
Annual Return 2017
Form 9
Form 24
Form 44
Form 49 + Section 58
Form 32A"|Secretarial Work|SR|54.00|3.24|57.24|6.00|1025|0.00|-3
759|643|f|2018-01-29|340|AR/AGM|AR@2018-02-27|SSM: AR@2018-02-27|""|Reimbursement|OR|150.00|0.00|150.00|6.00|272|0.00|-3
2553|755|f|2018-03-23|945|S58|Appoint Director : Nikki|SSM - Company Profile (CPO)|""|Reimbursement|SR|15.00|0.90|15.90|6.00|820|15.90|-3
749|643|f|2018-01-29|338|AC|FS@2017-01-31|Handling, Delivery & Stationery |""|Disbursement|SR|27.00|1.62|28.62|6.00|270|0.00|-3
722|750|f|2018-01-25|326|AR/AGM|Annual Return @ 2018-02-29 |Handling, Delivery & Telecommunication|""|Disbursement|SR|27.00|1.62|28.62|6.00|266|28.62|-3
724|750|f|2018-01-25|326|AR/AGM|Annual Return @ 2018-02-29 |Printing & Stationery |""|Disbursement|SR|23.00|1.38|24.38|6.00|266|24.38|-3
4788|178|f|2018-05-25|1634|AC|Financial Statement @ 2017-12-31|Handling, Delivery & Telecommunication |""|Disbursement|SR|18.00|1.08|19.08|6.00|1494|19.08|-3
738|750|f|2018-01-25|331|S36|Change of AA- AGM Optional |IV07978 @2018-01-18 : Underbilled kp ROM@2017-06-23|""|Reimbursement|OR|50.00|0.00|50.00|6.00|266|50.00|-3
739|750|f|2018-01-25|331|S36|Change of AA- AGM Optional |SSM - Section 36 |""|Reimbursement|OR|30.00|0.00|30.00|6.00|266|30.00|-3
740|779|f|2018-01-26|333|AC|Financial Statement @ 2017-06-30|Financial Statement @ 2017-06-30 |""|Secretarial Work|SR|140.00|8.40|148.40|6.00|267|148.40|-3
741|779|f|2018-01-26|333|AC|Financial Statement @ 2017-06-30|Printing  & Stationery |""|Disbursement|SR|21.68|1.30|22.98|6.00|267|22.98|-3
742|779|f|2018-01-26|333|AC|Financial Statement @ 2017-06-30|Handling, Delivery & Telecommunication |""|Disbursement|SR|27.00|1.62|28.62|6.00|267|28.62|-3
743|779|f|2018-01-26|333|AC|Financial Statement @ 2017-06-30|SSM - FS @ 2017-06-30 |""|Reimbursement|OR|50.00|0.00|50.00|6.00|267|50.00|-3
1375|401|f|2018-02-20|564|AR/AGM|Annual Return@2018-03-10|Handling, Delivery & Telecommunication|""|Disbursement|SR|27.00|1.62|28.62|6.00|480|0.00|-3
2237|615|f|2018-03-16|840|AC|"FS@2017-10-31
"|SSM - FS@2017-10-31|""|Reimbursement|OR|50.00|0.00|50.00|6.00|725|0.00|-3
1358|617|f|2018-02-19|562|CTC|CTC|CTC M&A, F24, F44, F49, S58, AR, DIR IC, DCR|""|Secretarial Work|SR|56.00|3.36|59.36|6.00|468|0.00|-3
760|600|f|2018-01-29|339|DCR|SSM-Company Charges|SSM-Company Charges|""|Reimbursement|SR|25.00|1.50|26.50|6.00|271|26.50|-3
752|600|f|2018-01-29|339|DCR|""|Overdraft Facilities with RHB (RM700,000.00)|""|Secretarial Work|SR|80.00|4.80|84.80|6.00|271|84.80|-3
753|600|f|2018-01-29|339|DCR|"Confirmation Letter attention to RHB
"|Misc Director Resolution-|""|Secretarial Work|SR|100.00|6.00|106.00|6.00|271|106.00|-3
458|346|f|2018-01-17|213|CTC|F24, F49, S58, F9, F44, M&A, F13 (1set)|CTC F24, F49, S58, F9, F44, M&A, F13 (1set)|""|Secretarial Work|SR|32.00|1.92|33.92|6.00|172|0.00|-3
405|346|f|2018-01-15|189|AR/AGM|Annual Return @2018-02-03|Annual Return @2018-02-03|""|Secretarial Work|SR|300.00|18.00|318.00|6.00|155|0.00|-3
754|600|f|2018-01-29|339|DCR|""|Handling Delivery & Telecommunication|""|Disbursement|SR|24.00|1.44|25.44|6.00|271|25.44|-3
406|346|f|2018-01-15|189|AR/AGM|Annual Return @2018-02-03|Handling, Delivery & Telecommunication|""|Disbursement|SR|27.00|1.62|28.62|6.00|155|0.00|-3
408|346|f|2018-01-15|189|AR/AGM|Annual Return @2018-02-03|SSM-AR@2018-02-03|""|Reimbursement|OR|150.00|0.00|150.00|6.00|155|0.00|-3
755|600|f|2018-01-29|339|DCR|""|Printing & Stationery|""|Disbursement|SR|15.00|0.90|15.90|6.00|271|15.90|-3
407|346|f|2018-01-15|189|AR/AGM|Annual Return @2018-02-03|Printing & Stationery|- 1 Minutes Book|Disbursement|SR|44.7|2.68|47.38|6.00|155|0.00|-3
2727|496|f|2018-03-29|1016|ChAud|Change of Auditor|Handling, Delivery & Telecommunication|""|Disbursement|SR|27.00|1.62|28.62|6.00|886|28.62|-3
2728|496|f|2018-03-29|1016|ChAud|Change of Auditor|Printing & Stationery|""|Disbursement|SR|15.00|0.90|15.90|6.00|886|15.90|-3
