case_id|job_id|case_no|case_entrydate|case_case|case_particular|case_remark|case_tempkey|case_casebillingdescription
1049|927|1|2018-03-30|AC|FS@2017-12-31|""|112018-03-30T16:14:17.601|Financial Statement
947|836|1|2018-03-22|DeReg|""|""|32018-03-22T18:34:05.397|De-registration
419|378|1|2018-02-06|CTC|F24, F49, F44, M&A, I/C Director (1set)|""|62018-02-06T13:17:28.640|Certified True Copies 
421|379|1|2018-02-06|S201|Appoint Director - Jaspall Singh|""|22018-02-06T14:57:33.466|Appointment of Directors
422|380|1|2018-02-06|DCR|Bank Guarantee of RM415,450.70 with HLBB|""|52018-02-06T15:13:19.683|Misc Director Resolution-
423|381|1|2018-02-06|AC|Financial Statement @ 2017-06-30 |""|82018-02-06T15:14:20.323|Financial Statement
721|639|1|2018-03-08|S58|Resignation of Director (Jay Dorfman)|""|32018-03-08T10:05:11.460|F49-ResDir/Change Information
780|694|1|2018-03-12|S15|""|""|32018-03-12T16:59:19.970|Incorporation
868|718|1|2018-03-20|AR/AGM|""|""|112018-03-20T08:57:27.580|Annual Return
424|382|1|2018-02-06|S78 Non Cash|Issuance of bonus issue of 90,000 shares|""|42018-02-06T15:51:18.368|Increase in Paid Up Capital- Otherwise Than Cash
426|384|1|2018-02-06|AC|Financial Statement @ 2017-07-31|""|122018-02-06T17:15:07.210|Financial Statement
427|385|1|2018-02-06|AR/AGM|AR@2018-02-17|""|92018-02-06T17:18:58.163|Annual Return
428|386|1|2018-02-06|AR/AGM|AR@2018-02-17|""|92018-02-06T17:19:43.569|Annual Return
429|387|1|2018-02-06|AR/AGM|AR@2018-02-17|""|92018-02-06T17:20:38.545|Annual Return
430|388|1|2018-02-06|BkFac|Banking facility with RHB Bank Berhad RM320,000.00|""|42018-02-06T18:48:55.199|Bank-Facilities
431|389|1|2018-02-06|BkOp|Open account & reflex cash management with RHB Bank Berhad|""|42018-02-06T18:49:47.924|Bank-Open Account[s]
432|390|1|2018-02-06|DCR|RHB Business credit card|""|42018-02-06T18:50:58.299|Misc Director Resolution-
433|391|1|2018-02-07|AR/AGM|AR@2018-02-12|""|92018-02-07T08:33:41.726|Annual Return
434|392|1|2018-02-07|""|"Financial Statement @ 2017-08-31
"|""|112018-02-07T08:50:28.313|""
435|393|1|2018-02-07|Misc|- Prepare docs required for TELEKOM registration|""|22018-02-07T08:52:21.022|Non-secretarial assignments
436|394|1|2018-02-07|AC|Financial Statement @ 2017-07-31|""|122018-02-07T09:07:16.671|Financial Statement
437|395|1|2018-02-07|S105|""|""|92018-02-07T10:10:33.492|Transfer of share(s)
439|396|1|2018-02-07|""|"Financial Statement @ 2017-07-31
"|""|112018-02-07T10:45:31.574|""
446|401|1|2018-02-07|SecFee|- From [2018-01-19 to 2019-01-18] |""|22018-02-07T14:25:40.293|Secretarial Fee + Registered Office
440|397|1|2018-02-07|Immi|"Dependent Pass Application 
- Rachel Ann [Wife of William Martin]"|""|22018-02-07T11:41:17.066|Immigration Works
441|398|1|2018-02-07|Immi|"Employment Pass Application
- Johnny Chan"|""|22018-02-07T11:42:17.603|Immigration Works
442|399|1|2018-02-07|AC|Financial Statement @ 2010-12-31|""|72018-02-07T11:51:08.555|Financial Statement
443|399|2|2018-02-07|AC|Financial Statement @ 2011-12-31|""|72018-02-07T11:51:08.555|Financial Statement
445|400|1|2018-02-07|SecFee|- From [2018-01-19 to 2019-01-18]|""|22018-02-07T14:10:40.736|Secretarial Fee + Registered Office
447|402|1|2018-02-07|SecFee|- From [2018-01-19 to 2019-01-18] |""|22018-02-07T14:33:05.975|Secretarial Fee + Registered Office
448|403|1|2018-02-07|SecFee|- From [2018-01-31 to 2019-01-30]|""|22018-02-07T14:43:41.590|Secretarial Fee + Registered Office
449|404|1|2018-02-07|TenAgr|TENANCY AGREEMENT WITH MAYANG DEVELOPMENT SDN. BHD.|""|52018-02-07T15:31:19.962|Tenancy Agreement (s)-DCR
450|405|1|2018-02-07|AR/AGM|Annual Return @ 2017-09-02|""|22018-02-07T16:36:41.685|Annual Return
451|405|2|2018-02-07|DeReg|""|""|22018-02-07T16:36:41.685|De-registration
452|406|1|2018-02-07|S58|"Changes of Director
- Appoint Fong Tynne
- Resign Fong Chee Keong "|""|82018-02-07T16:41:47.347|F49-ResDir/Change Information
453|407|1|2018-02-07|AR/AGM|AR@2018-03-05|""|92018-02-07T17:08:01.875|Annual Return
454|408|1|2018-02-07|AR/AGM|AR@2018-03-05|""|92018-02-07T17:09:14.712|Annual Return
455|409|1|2018-02-07|CTC|DCRs open of Alliance Bank Malaysia Berhad, Bandar Puteri Puchong branch dated 07.11.2017|""|42018-02-07T17:17:14.604|Certified True Copies 
456|410|1|2018-02-07|CTC|CTC F49, F24, F44 & M&A (1 set)|""|42018-02-07T17:21:15.785|Certified True Copies 
457|411|1|2018-02-07|CTC|Form 9, Form 24, Form 49, Director's I/C & Bank Statement, Acc 2015 & 2016 (x1) |""|52018-02-07T18:14:38.262|Certified True Copies 
458|412|1|2018-02-08|S58|Update in passport no - Shahid Ahmad|""|92018-02-08T08:56:10.229|F49-ResDir/Change Information
459|413|1|2018-02-08|BkFac|Reflex Cash Management Services offered by RHB|""|52018-02-08T10:02:24.374|Bank-Facilities
460|414|1|2018-02-08|S27|Name Reservation-SINERGI ASPIRASI GLOBAL SDN. BHD.|""|42018-02-08T10:09:01.204|Name Reservation-
461|415|1|2018-02-08|S105|"Split shares #003
Transfer from Immanual to Jaspall - 75k shares"|Pending latest audited account to execute shares transfer.|22018-02-08T10:34:58.274|Transfer of share(s)
462|416|1|2018-02-08|AR/AGM|Annual Return @ 2018-02-07|""|72018-02-08T11:18:51.521|Annual Return
463|417|1|2018-02-08|DeReg|""|""|22018-02-08T13:56:07.401|De-registration
464|418|1|2018-02-08|""|"FS @ 2017-08-31
"|""|112018-02-08T13:58:41.598|""
465|419|1|2018-02-08|AR/AGM|AR@2018-02-20|""|92018-02-08T14:04:51.464|Annual Return
466|420|1|2018-02-08|AR/AGM|AR@2018-02-20|""|92018-02-08T14:06:13.622|Annual Return
467|421|1|2018-02-08|OpBk|Open Term Deposit account with AmBank (M) Berhad|""|42018-02-08T14:12:30.015|Open Bank Account(s)
468|422|1|2018-02-08|""|"FS@ 2017-08-31
"|""|112018-02-08T15:07:00.037|""
691|618|1|2018-03-06|CTC|"- F24, F32A (fullsets), F49 (3sets)
- F44, M&A (2sets)"|""|62018-03-06T11:56:05.366|Certified True Copies 
469|423|1|2018-02-08|CTC|3 sets CTC Form 49, Form 24, Form 44, M&A|""|42018-02-08T15:27:15.609|Certified True Copies 
470|424|1|2018-02-08|""|FS@2017-08-31|""|112018-02-08T15:53:45.381|""
471|425|1|2018-02-08|AR/AGM|""|AR@2018-02-20|92018-02-08T16:15:25.585|Annual Return
472|426|1|2018-02-08|OpBk|Opening of Bank Current Account - AmBank (M) Berhad|""|72018-02-08T17:35:02.959|Open Bank Account(s)
699|623|3|2018-03-06|S105|Transfer of Shares (300,000 shares)|""|22018-03-06T19:13:39.971|Transfer of share(s)
700|623|4|2018-03-06|AC|Financial Statements @ 2017-12-31|""|22018-03-06T19:13:39.971|Financial Statement
473|427|1|2018-02-08|S58|"Change of directors
Appoint - Eugene
Resign - Keay Chin Hoe & Loke Mei Sun"|""|42018-02-08T18:31:02.995|F49-ResDir/Change Information
708|630|1|2018-03-07|S58|Change Dir Address: Leong Sok Yin|""|72018-03-07T15:02:25.577|F49-ResDir/Change Information
474|428|1|2018-02-08|OpBk|Opening of Bank Current Account - AmBank (M) Berhad|""|72018-02-08T18:43:55.050|Open Bank Account(s)
475|429|1|2018-02-09|S15|New Incorporation: ALSAGGAF TRADING SDN. BHD.|""|72018-02-09T09:24:38.236|Incorporation
476|430|1|2018-02-09|PurVeh|Disposal of MV (WXQ1200)|""|52018-02-09T09:40:07.626|Vehicle Purchase/disposal
477|431|1|2018-02-09|AR/AGM|AR@2018-02-21|""|122018-02-09T09:51:39.461|Annual Return
714|634|1|2018-03-07|Misc|GST Registration|""|22018-03-07T15:47:37.518|Non-secretarial assignments
478|432|1|2018-02-09|Div|Declaration of 1st Interim Dividends (1/2018) - RM100,000.00)|""|72018-02-09T09:59:57.123|Issuance of Dividends
479|433|1|2018-02-09|Div|Declaration of 1st Interim Dividend (1/2018) - RM100,000.00|""|72018-02-09T10:03:12.333|Issuance of Dividends
480|434|1|2018-02-09|PurVeh|Disposal of MV (WVY1200)|""|52018-02-09T10:19:54.630|Vehicle Purchase/disposal
481|435|1|2018-02-09|AC|FS@2016-12-31|""|92018-02-09T10:58:00.141|Financial Statement
722|640|1|2018-03-08|AC|FS@2017-09-30|""|92018-03-08T10:30:07.630|Financial Statement
482|436|1|2018-02-09|AR/AGM|Annual Return @ 2018-02-23|""|122018-02-09T11:20:03.084|Annual Return
483|437|1|2018-02-09|AR/AGM|Annual Return @ 2018-02-23|""|122018-02-09T11:25:48.365|Annual Return
484|438|1|2018-02-09|CIBk|Close Bank Acc with PB Berhad of Taman Mayang Branch|""|52018-02-09T11:39:11.651|Bank-Close Account(s)
485|439|1|2018-02-09|S58|Resignation of Tang Hwa Loong|""|52018-02-09T12:14:53.635|F49-ResDir/Change Information
486|440|1|2018-02-09|S15|New company by Mr. Ali and Mr. Maziar|""|22018-02-09T13:18:18.794|Incorporation
487|441|1|2018-02-09|AR/AGM|Annual Return @ 2018-02-24|AR@2018-02-24|122018-02-09T14:52:42.709|Annual Return
488|442|1|2018-02-09|AC|Financial Statement as at 31.12.2016|""|52018-02-09T16:20:30.918|Financial Statement
1050|928|1|2018-03-30|S58|Appointment of Directors (Abd Mokhti & Muhammad Amin)|""|52018-03-30T16:25:55.067|F49-ResDir/Change Information
932|822|1|2018-03-22|AR/AGM|""|""|92018-03-22T09:31:09.321|Annual Return
1065|943|1|2018-04-02|FYE|Appt of Auditor & Tax Agent, Fixing of FYE|""|112018-04-02T15:56:23.230|Fixing Financial Year End-DCR
1080|958|1|2018-04-03|S58|"Change of Secretaries 
- Appt KSS
- Resign KBT "|""|82018-04-03T08:56:20.041|F49-ResDir/Change Information
1093|969|1|2018-04-04|FYE|"Appt of Auditor & Tax Agent, Fixing of FYE
"|""|112018-04-04T09:34:44.574|Fixing Financial Year End-DCR
726|644|1|2018-03-08|PurVeh|"Purchase of Motor Vehicle
"|""|92018-03-08T14:11:23.540|Vehicle Purchase/disposal
728|646|1|2018-03-08|S36|Amendment of M&A|""|22018-03-08T16:33:04.286|M&A/Constitution changes
731|649|1|2018-03-08|S78|"Increase of paid-up capital of 2,400 shares 
Singularity Technologies Sdn. Bhd. (625 shares)
TNSYS Sdn. Bhd. (1,125 shares)
Hashim Bin Md Natt (650 Shares)"|""|42018-03-08T16:47:03.130|Increase in Paid Up Capital-Cash
818|729|1|2018-03-15|AR/AGM|"AR@2018-03-23
"|""|72018-03-15T12:13:30.842|Annual Return
1107|980|1|2018-04-05|S201|Appointment of Director - Rosdi Bin Mat Nor|""|72018-04-05T11:39:15.746|Appointment of Directors
492|446|1|2018-02-09|AR/AGM|Annual Return @ 2018-02-25|AR@2018-02-25|122018-02-09T17:02:05.771|Annual Return
493|447|1|2018-02-12|AR/AGM|Annual Return @ 2018-03-03|Annual Return @ 2018-03-03|122018-02-12T09:13:04.613|Annual Return
494|448|1|2018-02-12|AR/AGM|"Annual Return @ 2017-11-13
"|""|72018-02-12T09:51:55.917|Annual Return
495|448|2|2018-02-12|S201|Appt of Director: Halim & Azwan|""|72018-02-12T09:51:55.917|Appointment of Directors
496|448|3|2018-02-12|S58|Resignation of Directors: Shasha, Irwan, Azira|""|72018-02-12T09:51:55.917|F49-ResDir/Change Information
497|448|4|2018-02-12|S105|"TrSh: 
1. Azira to Halim : 127,501
2. Irwan to Halim : 10,000
3. Irwan to Azwan : 112,501"|""|72018-02-12T09:51:55.917|Transfer of share(s)
498|448|5|2018-02-12|PreCau|Pre Signed Docs by Halim & Irwan|""|72018-02-12T09:51:55.917|Pre-Cautionery doc for Nominee Directors
499|449|1|2018-02-12|OpBk|Opening of FD Acc with RHB (RM200K)|""|52018-02-12T12:53:10.245|Open Bank Account(s)
500|450|1|2018-02-12|IntBanking|Revised DCRs access to Maybank2u dated 2018-02-12 & CTC IC|""|42018-02-12T12:54:29.100|Internet Banking
501|451|1|2018-02-12|IntBanking|Revised DCRs internet banking with Maybank2u dated 2018-02-12 CTC IC|""|42018-02-12T12:59:16.631|Internet Banking
502|452|1|2018-02-12|S58|"Appointment of Director - Gregory John Cooper
Resignation of Director - Keith Ian Millar"|""|22018-02-12T13:35:21.056|F49-ResDir/Change Information
503|452|2|2018-02-12|ChBkSig|Change Bank Signatory - Citibank|""|22018-02-12T13:35:21.056|Changing Banking Signatory
504|453|1|2018-02-12|AR/AGM|AR@ 2018-02-12|""|112018-02-12T14:11:24.750|Annual Return
505|454|1|2018-02-12|AR/AGM|Annual Return @ 2018-02-27|AR@2018-02-27|122018-02-12T15:13:12.835|Annual Return
506|455|1|2018-02-12|AC|Financial Statement @ 2017-06-30|- Preparation, circular, submission & filing|72018-02-12T16:42:22.182|Financial Statement
507|456|1|2018-02-12|CTC|CTC - M&A, F9, F24, F49, F44 & Annual Return (1 sets) |""|82018-02-12T16:41:56.881|Certified True Copies 
508|457|1|2018-02-12|CIBk|Closing Bank Account - Malayan Banking Berhad|""|22018-02-12T19:08:00.266|Bank-Close Account(s)
509|457|2|2018-02-12|S58|"Appointment of Director (3 new directors)
Resignation of Director (Lai & Choo)"|""|22018-02-12T19:08:00.266|F49-ResDir/Change Information
510|457|3|2018-02-12|ShCert|Splitting of Shares (#006)|""|22018-02-12T19:08:00.266|Lost Share certificates/amendments
511|457|4|2018-02-12|S105|Transfer of Shares (10,000 shares)|""|22018-02-12T19:08:00.266|Transfer of share(s)
512|457|5|2018-02-12|AC|Financial Statements @ 2017-08-31|""|22018-02-12T19:08:00.266|Financial Statement
513|458|1|2018-02-12|PurVeh|Disposal of Motor Vehicle - Proton Saga |""|22018-02-12T19:10:44.085|Vehicle Purchase/disposal
514|459|1|2018-02-13|AR/AGM|Annual Return@ 2018-02-12|""|112018-02-13T08:38:56.354|Annual Return
515|460|1|2018-02-13|S36|Alter AA - AGM & counter-part signing for members|""|42018-02-13T08:43:07.436|M&A/Constitution changes
516|461|1|2018-02-13|S27|Incorporation documents|""|42018-02-13T09:31:54.470|Name Reservation-
517|462|1|2018-02-13|TenAgr|Tenancy Agreement & Air Conditioning Supply Agreement with GTower SB|""|42018-02-13T10:02:04.418|Tenancy Agreement (s)-DCR
518|463|1|2018-02-13|PD 2/2017|Change of Business Add|""|22018-02-13T10:57:19.651|Biz/Branch Add/Nature of biz changes
519|464|1|2018-02-13|AC|FS@2017-08-31|""|92018-02-13T11:17:39.483|Financial Statement
520|465|1|2018-02-13|AC|"FS@2017-08-31
"|""|92018-02-13T12:56:55.708|Financial Statement
1051|929|1|2018-03-30|S58|""|""|52018-03-30T16:28:20.174|F49-ResDir/Change Information
522|467|1|2018-02-13|AR/AGM|Annual Return@ 2018-02-18|""|112018-02-13T14:09:35.911|Annual Return
523|468|1|2018-02-13|AC|"FS@2017-08-31
"|""|92018-02-13T14:10:09.588|Financial Statement
524|469|1|2018-02-13|OpBk|OpBK Account - AmBank (M) Berhad|""|72018-02-13T14:17:48.612|Open Bank Account(s)
525|470|1|2018-02-13|AR/AGM|Annual Return@ 2018-02-24|""|112018-02-13T15:49:13.668|Annual Return
526|471|1|2018-02-13|AR/AGM|Annual Return @ 2018-03-16|AR@2018-03-16|122018-02-13T16:37:16.500|Annual Return
527|472|1|2018-02-13|AR/AGM|Annual Return@ 2018-02-13|""|112018-02-13T16:45:04.225|Annual Return
528|473|1|2018-02-13|CTC|"CTC - M&A, F9, F44, F24, & F49 
"|""|82018-02-13T18:10:36.430|Certified True Copies 
529|474|1|2018-02-13|CTC|2 sets CTC of Form 24, 44, 49 & M&A|""|42018-02-13T18:25:59.312|Certified True Copies 
530|475|1|2018-02-14|AC|FS@2016-08-31|""|92018-02-14T09:11:07.372|Financial Statement
531|476|1|2018-02-14|AC|"FS@2017-08-31
"|""|92018-02-14T09:55:04.969|Financial Statement
532|477|1|2018-02-14|S201|Appointment of Directors (Muhammad Fuadi Bin Mohd Taib)|""|72018-02-14T09:58:33.073|Appointment of Directors
533|477|2|2018-02-14|S58|Resignation of Directors - Khuzhairi Bin Mohamad Saleh|""|72018-02-14T09:58:33.073|F49-ResDir/Change Information
534|478|1|2018-02-14|AC|Financial Statement@2017-12-31|""|112018-02-14T10:36:20.625|Financial Statement
535|479|1|2018-02-14|S15|Incorporation documents|""|42018-02-14T10:39:12.491|Incorporation
536|480|1|2018-02-14|CTC|2 sets of Section 68 dated 12 Feb 2017|""|42018-02-14T10:48:33.011|Certified True Copies 
537|481|1|2018-02-14|AC|Financial Statement@2017-12-31|""|112018-02-14T11:25:20.479|Financial Statement
539|483|1|2018-02-14|AC|Financial Statement@ 2017-12-31|""|112018-02-14T14:12:02.008|Financial Statement
692|619|1|2018-03-06|CTC|CTC|""|92018-03-06T12:22:31.937|Certified True Copies 
701|624|1|2018-03-07|S15|"Sec work on incorporation, bundled with:
-3 CTC of respective 1st forms.
-DCR on opening (1) Bank Account
-Pre-Incorporation Consultancy (1 hour)"|""|42018-03-07T08:41:04.374|Incorporation
709|631|1|2018-03-07|CTC|DCRs open RHB Bank Bangunan Cheong Wing Chan, Jalan Maharajalela branch dated 21 July 2005|""|42018-03-07T15:20:13.853|Certified True Copies 
693|620|1|2018-03-06|TenAgr|Tenancy Agreement with MOFAZ CARD SDN. BHD.|""|42018-03-06T16:37:55.212|Tenancy Agreement (s)-DCR
540|484|1|2018-02-14|DCR|Change of nature of business from Advertising to Automobile|""|42018-02-14T14:26:15.128|Misc Director Resolution-
541|485|1|2018-02-14|AR/AGM|Annual Return@ 2018-03-01|""|112018-02-14T14:57:55.442|Annual Return
702|625|1|2018-03-07|SecFee|Secretarial Fee + Registered Office -from March 2018 to March 2019|""|42018-03-07T08:42:03.566|Secretarial Fee + Registered Office
1052|930|1|2018-03-30|DeReg|De-registration|""|82018-03-30T16:46:23.684|De-registration
715|635|1|2018-03-07|T.O.|Take Over Secretarial Files |""|82018-03-07T16:39:00.137|Take Over Secretarial File(s)
716|635|2|2018-03-07|SecFee|-From 2017-12-29 to 2019-01-28|""|82018-03-07T16:39:00.137|Secretarial Fee + Registered Office
723|641|1|2018-03-08|Misc|"Rectification on Shareholder name (Teo Choon Chye)
-S602(1)"|""|52018-03-08T12:54:10.683|Non-secretarial assignments
542|486|1|2018-02-14|AC|"FS@2017-08-31
"|""|92018-02-14T15:11:19.257|Financial Statement
543|487|1|2018-02-14|BkChsig|Change Bank Signatories with Alliance Bank Berhad|""|52018-02-14T15:34:13.168|Bank-Change Signatories
544|488|1|2018-02-14|AR/AGM|Annual Return @ 2018-03-16|Annual Return @ 2018-03-16|122018-02-14T16:14:02.478|Annual Return
545|489|1|2018-02-14|CPO|CTC by SSM Form 49, Form 24, Form 9|""|42018-02-14T16:38:25.298|Purchase of CPO/Idaman
554|498|1|2018-02-19|CTC|CTC of Form 24 dated 18 Oct 2012|""|42018-02-19T11:45:54.879|Certified True Copies 
547|491|1|2018-02-14|SecFee|- From [2018-02-10 until 2019-02-09]|""|22018-02-14T16:57:05.297|Secretarial Fee + Registered Office
729|647|1|2018-03-08|S58|"Change of directors
Appoint Ahmad Fauzi Bin Ali & Baharudin Bin Mamat
Resign Kho Han Yao & Jeanne Ee May Hui"|""|42018-03-08T16:42:22.465|F49-ResDir/Change Information
548|492|1|2018-02-14|AR/AGM|Annual Return @ 2018-03-10|Annual Return @ 2018-03-10|122018-02-14T17:30:58.547|Annual Return
732|650|1|2018-03-08|CorpRep|Appointment of Corporate Representative - Baharudin Bin Mamat|""|42018-03-08T17:26:01.477|Appointment of Corporate Representative
734|652|1|2018-03-08|S36|Amendment of M&A|""|22018-03-08T17:52:45.048|M&A/Constitution changes
735|652|2|2018-03-08|S58|Resignation of Director (Ms. Seetal)|""|22018-03-08T17:52:45.048|F49-ResDir/Change Information
737|652|4|2018-03-08|AC|Financial Statements @ 2017-12-31|""|22018-03-08T17:56:21.722|Financial Statement
549|493|1|2018-02-14|ChBkSig|"DCR - Change of Signatories
- CIMB KLCC
- CIMB Taman Maluri
- RHB Taman Shamelin"|""|72018-02-14T18:47:09.566|Changing Banking Signatory
550|494|1|2018-02-15|SecFee|- From [2018-02-13 to 2019-02-12]|""|22018-02-15T09:24:06.028|Secretarial Fee + Registered Office
551|495|1|2018-02-15|AR/AGM|Annual Return @ 2018-03-10|Annual Return @ 2018-03-10|122018-02-15T12:11:39.160|Annual Return
552|496|1|2018-02-15|S58|Appointment of director - Ibrahim Bin AB Rahman|""|42018-02-15T13:20:17.837|F49-ResDir/Change Information
553|497|1|2018-02-15|BkChsig|Change Signatories with BIMB, Taman Melawati branch|""|42018-02-15T14:44:04.516|Bank-Change Signatories
555|499|1|2018-02-19|ChAud|Change of auditor - Appoint AZMI ISMAIL & CO. - Resign AT KONSORTIUM|""|42018-02-19T12:58:54.471|Change of Auditor
556|500|1|2018-02-19|AR/AGM|Annual Return@2018-02-28|""|112018-02-19T13:49:21.350|Annual Return
557|501|1|2018-02-19|AR/AGM|Annual Return@2018-04-15|""|112018-02-19T15:17:33.462|Annual Return
558|502|1|2018-02-19|AR/AGM|Annual Return@2018-02-29|""|112018-02-19T15:47:57.607|Annual Return
559|503|1|2018-02-19|AR/AGM|Annual Return@2018-03-29|""|112018-02-19T16:56:30.024|Annual Return
560|504|1|2018-02-19|AR/AGM|Annual Return@2018-03-29|""|112018-02-19T16:59:19.415|Annual Return
561|505|1|2018-02-19|AR/AGM|"AR@2018-02-23
"|""|92018-02-19T17:07:03.770|Annual Return
562|506|1|2018-02-19|CTC|CTC|""|92018-02-19T17:14:07.611|Certified True Copies 
563|507|1|2018-02-20|AR/AGM|Annual Return @ 2018-03-24|Annual Return @ 2018-03-24|122018-02-20T09:18:59.109|Annual Return
564|508|1|2018-02-20|AR/AGM|Annual Return@2018-03-10|""|112018-02-20T10:09:49.782|Annual Return
565|509|1|2018-02-20|OpBk|Open CIMB ISLAMIC BANK BERHAD, Wakaf Che Yeh branch|""|42018-02-20T10:53:31.903|Open Bank Account(s)
566|510|1|2018-02-20|AR/AGM|"AR@2018-02-05
"|""|92018-02-20T11:24:12.139|Annual Return
567|511|1|2018-02-20|AR/AGM|Annual Return @ 2018-06-02|Annual Return @ 2018-06-02|122018-02-20T12:53:15.050|Annual Return
568|512|1|2018-02-20|S58|"Change of Directorship
-Appoint (Rina)
-Resign (Zafarina)"|""|52018-02-20T14:41:04.714|F49-ResDir/Change Information
569|513|1|2018-02-20|S201|Appt Dir: Roos Aqilah|""|72018-02-20T14:55:28.323|Appointment of Directors
570|513|2|2018-02-20|S58|Resign Dir: Masnizam & Sohel|""|72018-02-20T14:55:28.323|F49-ResDir/Change Information
571|513|3|2018-02-20|S105|"S105 - Masnizam to Roos (71)
S105 - Sohel to Aminul (14)"|""|72018-02-20T14:55:28.323|Transfer of share(s)
572|513|4|2018-02-20|S78|"Inc PUC: 300 --> From 100 to 400
Aminul: 91
Roos: 209"|""|72018-02-20T14:55:28.323|Increase in Paid Up Capital-Cash
573|513|5|2018-02-20|PD 2/2017|Chg Business Add: Jln 2/110A, Jln Klang Lama|""|72018-02-20T14:55:28.323|Biz/Branch Add/Nature of biz changes
574|513|6|2018-02-20|OpBk|Opbk Account - RHB Bank Berhad (Authorized: Aminul)|""|72018-02-20T14:55:28.323|Open Bank Account(s)
575|513|7|2018-02-20|IntBanking|RHB Reflex Services - Authorized: Aminul|""|72018-02-20T14:55:28.323|Internet Banking
739|654|1|2018-03-09|AR/AGM|"AR@2018-03-22
"|""|92018-03-09T10:14:12.565|Annual Return
742|656|1|2018-03-09|AC|To issue kp FS@2017-06-30 (RM50.00)|""|72018-03-09T13:41:00.739|Financial Statement
744|658|1|2018-03-09|AR/AGM|Annual Return@2018-04-16|""|112018-03-09T14:41:27.788|Annual Return
746|660|1|2018-03-09|AC|Financial Statement@2017-12-31|""|112018-03-09T15:45:18.773|Financial Statement
747|661|1|2018-03-09|CTC|F9, F11, F24, F44, F49, S46 (1set)|""|62018-03-09T16:19:57.997|Certified True Copies 
576|514|1|2018-02-20|AR/AGM|Annual Return@2018-03-10|""|112018-02-20T15:03:08.324|Annual Return
577|515|1|2018-02-20|AR/AGM|Annual Return@2018-03-10|""|112018-02-20T15:05:30.915|Annual Return
578|516|1|2018-02-20|AR/AGM|Annual Return@2018-03-10|""|112018-02-20T15:10:23.975|Annual Return
703|626|1|2018-03-07|S58|Change of Secretary|""|52018-03-07T09:27:09.091|F49-ResDir/Change Information
717|636|1|2018-03-07|S36|Amendment of M&A|""|22018-03-07T18:06:31.138|M&A/Constitution changes
718|636|2|2018-03-07|AC|Financial Statements @ 2017-12-31|""|22018-03-07T18:06:31.138|Financial Statement
724|642|1|2018-03-08|ConfirmL|To HLBB to close account & CPO|""|22018-03-08T13:30:01.567|Confirmation Letter
579|517|1|2018-02-20|S58|"Change of Directorship
-Appoint (Zafarina)
-Resign (Dato'' Azhar)"|""|52018-02-20T16:49:38.672|F49-ResDir/Change Information
1066|944|1|2018-04-02|S58|"Change of Secretaries 
-Appt KSS 
-Resign KBT "|""|82018-04-02T16:05:45.456|F49-ResDir/Change Information
581|519|1|2018-02-21|BkOp|Opbk with MBB TTDI branch Fixed Deposit account Commercial Card Facility Overdraft Facility with Maybank|""|42018-02-21T08:37:33.616|Bank-Open Account[s]
582|520|1|2018-02-21|AC|Financial Statement @ 2017-06-30|""|72018-02-21T08:39:46.937|Financial Statement
583|521|1|2018-02-21|AC|"FS@2017-09-30
"|""|92018-02-21T09:34:27.816|Financial Statement
1081|959|1|2018-04-03|FYE|Appt of Auditor & Tax Agent, Fixing of FYE|""|112018-04-03T09:14:23.008|Fixing Financial Year End-DCR
584|522|1|2018-02-21|AC|Financial Statement @ 2017-06-30|""|72018-02-21T09:50:58.514|Financial Statement
585|523|1|2018-02-21|AR/AGM|Annual Return@2018-04-06|""|112018-02-21T10:00:01.212|Annual Return
586|524|1|2018-02-21|BkOp|DCRs fixed deposit account with RHB Bank Berhad|""|42018-02-21T11:45:15.029|Bank-Open Account[s]
587|525|1|2018-02-21|AC|"FS@2017-08-31
"|""|92018-02-21T11:50:11.953|Financial Statement
588|526|1|2018-02-21|S58|Resignation of Director (Dato' Azhar)|""|52018-02-21T12:08:47.469|F49-ResDir/Change Information
589|527|1|2018-02-21|CTC|CTC - F9, F24, F49, S58 & M&A (1 Set)|""|72018-02-21T12:19:10.749|Certified True Copies 
590|528|1|2018-02-21|OpBk|Op Account & Subs of Services - CIMB|""|72018-02-21T12:21:48.880|Open Bank Account(s)
591|528|2|2018-02-21|CTC|CTC - F9, F49, M&A & Bank Application Form|""|72018-02-21T12:21:48.880|Certified True Copies 
592|529|1|2018-02-21|ChAud|Change of Auditors to H.L. Lee & Co. and Tax Agents to SH Management Services|""|42018-02-21T13:54:54.881|Change of Auditor
593|530|1|2018-02-21|CTC|F24, F49, F444, S105, ROM @ 21/07/2017, 09/05/2017, Director Ic, M&A (2sets)|""|62018-02-21T14:32:31.922|Certified True Copies 
594|531|1|2018-02-21|AR/AGM|Annual Return @ 2018-02-15|""|82018-02-21T17:17:35.582|Annual Return
595|532|1|2018-02-22|BkFac|Renewal of OD Facilities with MBB (RM500K)|""|52018-02-22T08:58:10.223|Bank-Facilities
596|532|2|2018-02-22|ConfirmL|Confirmation Letter on Directorship and Shareholdings to MBB|""|52018-02-22T08:58:10.223|Confirmation Letter
597|533|1|2018-02-22|CTC|3 sets CTC of Form 49, Form 24, Form 44 & M&A|""|42018-02-22T11:43:16.440|Certified True Copies 
