paymentitem_id|payment_id|billingitem_id|payment_amount|payment_tax|payment_total|payment_taxrate|payment_balance
532|133|925|50.00|0.00|50.00|6.00|50.00
533|134|949|90.00|5.40|95.40|6.00|95.40
534|134|950|15.00|0.90|15.90|6.00|15.90
535|134|952|15.00|0.90|15.90|6.00|15.90
536|135|1470|80.00|4.80|84.80|6.00|84.80
537|135|1471|15.00|0.90|15.90|6.00|15.90
538|135|1472|15.00|0.90|15.90|6.00|15.90
539|135|1469|50.00|3.00|53.00|6.00|53.00
540|136|1248|23.00|1.38|24.38|6.00|24.38
541|136|1249|150.00|0.00|150.00|6.00|150.00
542|136|1246|200.00|12.00|212.00|6.00|212.00
543|136|1247|27.00|1.62|28.62|6.00|28.62
544|137|1305|200.00|12.00|212.00|6.00|212.00
545|137|1306|27.00|1.62|28.62|6.00|28.62
546|137|1307|23.00|1.38|24.38|6.00|24.38
547|137|1308|150.00|0.00|150.00|6.00|150.00
548|138|897|140.00|8.40|148.40|6.00|148.40
549|138|898|27.00|1.62|28.62|6.00|28.62
550|138|899|21.68|1.30|22.98|6.00|22.98
551|138|900|50.00|0.00|50.00|6.00|50.00
552|139|1065|250.00|15.00|265.00|6.00|265.00
553|139|1066|24.60|1.48|26.08|6.00|26.08
554|139|1067|66.04|3.96|70.00|6.00|70.00
555|139|1035|200.00|12.00|212.00|6.00|212.00
556|139|1068|100.00|0.00|100.00|6.00|100.00
557|139|1036|23.00|1.38|24.38|6.00|24.38
558|139|1069|899.00|0.00|899.00|6.00|899.00
559|139|1070|89.90|0.00|89.90|6.00|89.90
560|139|1071|100.00|0.00|100.00|6.00|100.00
561|139|1039|27.00|1.62|28.62|6.00|28.62
562|139|1041|150.00|0.00|150.00|6.00|150.00
563|139|1064|130.00|7.80|137.80|6.00|137.80
564|140|1313|840.00|50.40|890.40|6.00|890.40
565|141|1037|42.00|2.52|44.52|6.00|44.52
566|141|1038|24.00|1.44|25.44|6.00|25.44
567|141|1040|39.00|2.34|41.34|6.00|41.34
568|142|1537|330.00|19.80|349.80|6.00|349.80
569|142|1538|35.00|2.10|37.10|6.00|37.10
570|142|1539|59.53|3.57|63.10|6.00|63.10
571|142|1540|50.00|0.00|50.00|6.00|50.00
572|142|1546|500.00|0.00|500.00|6.00|1000.00
573|143|759|150.00|0.00|150.00|6.00|150.00
574|143|749|27.00|1.62|28.62|6.00|28.62
575|143|750|21.68|1.30|22.98|6.00|22.98
576|143|748|260.00|15.60|275.60|6.00|275.60
577|143|751|50.00|0.00|50.00|6.00|50.00
578|143|756|320.00|19.20|339.20|6.00|339.20
579|143|757|27.00|1.62|28.62|6.00|28.62
580|143|758|21.68|1.30|22.98|6.00|22.98
581|144|1546|500.00|0.00|500.00|6.00|500.00
582|144|1550|94.25|5.66|99.91|6.00|99.91
583|144|1543|840.00|50.40|890.40|6.00|890.40
584|144|1544|160.00|9.60|169.60|6.00|169.60
585|144|1547|10.00|0.60|10.60|6.00|10.60
586|144|1549|15.00|0.90|15.90|6.00|15.90
587|144|1548|25.00|1.50|26.50|6.00|26.50
588|144|1545|80.00|4.80|84.80|6.00|84.80
589|144|1542|190.84|11.45|202.29|6.00|202.29
590|145|571|140.00|8.40|148.40|6.00|148.40
591|145|573|27.00|1.62|28.62|6.00|28.62
592|145|574|50.00|0.00|50.00|6.00|50.00
593|145|572|21.68|1.30|22.98|6.00|22.98
594|146|1592|20.00|1.20|21.20|6.00|21.20
595|147|1515|300.00|18.00|318.00|6.00|318.00
596|147|1516|24.00|1.44|25.44|6.00|25.44
597|147|1517|15.00|0.90|15.90|6.00|15.90
598|148|1028|200.00|12.00|212.00|6.00|212.00
599|148|1032|27.00|1.62|28.62|6.00|28.62
600|149|1194|50.00|3.00|53.00|6.00|53.00
601|149|1199|15.00|0.90|15.90|6.00|15.90
602|149|1200|35.00|2.10|37.10|6.00|37.10
603|149|1202|50.00|0.00|50.00|6.00|50.00
604|149|1195|190.00|11.40|201.40|6.00|201.40
605|149|1196|50.00|3.00|53.00|6.00|53.00
606|149|1197|250.00|15.00|265.00|6.00|265.00
607|149|1201|24.72|1.48|26.20|6.00|26.20
608|149|1198|140.00|8.40|148.40|6.00|148.40
609|150|333|442.45|26.55|469.00|6.00|469.00
610|150|1167|30.00|1.80|31.80|6.00|31.80
611|150|1168|150.00|0.00|150.00|6.00|150.00
612|150|1169|100.00|0.00|100.00|6.00|100.00
613|150|1161|200.00|12.00|212.00|6.00|212.00
614|150|1162|100.00|6.00|106.00|6.00|106.00
615|150|1163|90.00|5.40|95.40|6.00|95.40
616|150|1164|250.00|15.00|265.00|6.00|265.00
617|150|1165|100.00|6.00|106.00|6.00|106.00
618|150|1166|50.00|3.00|53.00|6.00|53.00
619|151|1564|23.00|1.38|24.38|6.00|24.38
620|151|1565|150.00|0.00|150.00|6.00|150.00
621|151|1562|200.00|12.00|212.00|6.00|212.00
622|151|1563|27.00|1.62|28.62|6.00|28.62
623|152|339|23.00|1.38|24.38|6.00|24.38
624|152|337|200.00|12.00|212.00|6.00|212.00
625|152|338|27.00|1.62|28.62|6.00|28.62
626|152|343|150.00|0.00|150.00|6.00|150.00
627|153|281|200.00|12.00|212.00|6.00|212.00
628|153|285|23.00|1.38|24.38|6.00|24.38
629|153|287|150.00|0.00|150.00|6.00|150.00
630|153|282|27.00|1.62|28.62|6.00|28.62
631|153|764|840.00|50.40|890.40|6.00|890.40
632|154|697|200.00|12.00|212.00|6.00|212.00
633|154|699|27.00|1.62|28.62|6.00|28.62
634|154|700|150.00|0.00|150.00|6.00|150.00
635|154|698|23.00|1.38|24.38|6.00|24.38
636|155|988|140.00|8.40|148.40|6.00|148.40
637|155|989|27.00|1.62|28.62|6.00|28.62
638|155|990|21.68|1.30|22.98|6.00|22.98
639|155|991|50.00|0.00|50.00|6.00|50.00
640|156|1224|50.00|0.00|50.00|6.00|50.00
641|156|1221|140.00|8.40|148.40|6.00|148.40
642|156|1222|27.00|1.62|28.62|6.00|28.62
643|156|1223|21.68|1.30|22.98|6.00|22.98
644|157|1326|840.00|50.40|890.40|6.00|890.40
645|157|1177|110.00|6.60|116.60|6.00|116.60
646|157|1179|80.00|4.80|84.80|6.00|84.80
647|157|1182|15.00|0.90|15.90|6.00|15.90
648|157|1180|35.00|2.10|37.10|6.00|37.10
649|157|1181|15.00|0.90|15.90|6.00|15.90
650|158|1613|50.00|0.00|50.00|6.00|50.00
651|159|1479|840.00|50.40|890.40|6.00|890.40
652|159|1478|220.00|13.20|233.20|6.00|233.20
653|159|1480|160.00|9.60|169.60|6.00|169.60
654|159|1481|115.00|6.90|121.90|6.00|121.90
655|159|1484|10.00|0.60|10.60|6.00|10.60
656|159|1482|30.09|1.81|31.90|6.00|31.90
657|159|1485|25.00|1.50|26.50|6.00|26.50
658|159|1486|15.00|0.90|15.90|6.00|15.90
659|159|1483|1000.00|0.00|1000.00|6.00|1000.00
660|160|1275|330.00|19.80|349.80|6.00|349.80
661|160|1276|59.53|3.57|63.10|6.00|63.10
662|160|1277|35.00|2.10|37.10|6.00|37.10
663|160|1278|50.00|0.00|50.00|6.00|50.00
664|161|1617|50.00|0.00|50.00|6.00|50.00
665|161|1614|330.00|19.80|349.80|6.00|349.80
666|161|1615|35.00|2.10|37.10|6.00|37.10
667|161|1616|59.53|3.57|63.10|6.00|63.10
668|162|1691|330.00|19.80|349.80|6.00|349.80
669|162|1693|59.53|3.57|63.10|6.00|63.10
670|162|1694|50.00|0.00|50.00|6.00|50.00
671|162|1692|35.00|2.10|37.10|6.00|37.10
672|163|464|50.00|3.00|53.00|6.00|53.00
673|163|465|20.00|1.20|21.20|6.00|21.20
674|163|466|15.00|0.90|15.90|6.00|15.90
675|164|499|50.00|3.00|53.00|6.00|53.00
676|164|500|15.00|0.90|15.90|6.00|15.90
677|164|501|15.00|0.90|15.90|6.00|15.90
678|165|481|50.00|3.00|53.00|6.00|53.00
679|165|482|15.00|0.90|15.90|6.00|15.90
680|165|483|15.00|0.90|15.90|6.00|15.90
681|166|471|50.00|3.00|53.00|6.00|53.00
682|166|473|25.00|1.50|26.50|6.00|26.50
683|166|472|110.00|6.60|116.60|6.00|116.60
684|166|474|20.00|1.20|21.20|6.00|21.20
685|167|848|130.00|7.80|137.80|6.00|137.80
686|167|849|27.00|1.62|28.62|6.00|28.62
687|167|850|23.00|1.38|24.38|6.00|24.38
688|168|882|50.00|3.00|53.00|6.00|53.00
689|168|883|130.00|7.80|137.80|6.00|137.80
690|168|884|27.00|1.62|28.62|6.00|28.62
691|168|885|21.68|1.30|22.98|6.00|22.98
692|169|915|50.00|3.00|53.00|6.00|53.00
693|169|916|130.00|7.80|137.80|6.00|137.80
694|169|917|27.00|1.62|28.62|6.00|28.62
695|169|918|21.68|1.30|22.98|6.00|22.98
696|170|745|15.00|0.90|15.90|6.00|15.90
697|170|744|80.00|4.80|84.80|6.00|84.80
698|170|746|15.00|0.90|15.90|6.00|15.90
699|171|1191|62.00|3.72|65.72|6.00|65.72
700|171|1192|15.00|0.90|15.90|6.00|15.90
701|172|597|840.00|50.40|890.40|6.00|890.40
702|172|1254|40.00|2.40|42.40|6.00|42.40
703|172|1255|15.00|0.90|15.90|6.00|15.90
704|172|1279|40.00|2.40|42.40|6.00|42.40
705|172|1280|33.00|1.98|34.98|6.00|34.98
706|172|1281|24.00|1.44|25.44|6.00|25.44
707|173|1144|200.00|12.00|212.00|6.00|212.00
708|173|1145|27.00|1.62|28.62|6.00|28.62
709|173|1146|23.00|1.38|24.38|6.00|24.38
710|173|1147|150.00|0.00|150.00|6.00|150.00
711|174|1235|53.00|3.18|56.18|6.00|56.18
712|174|1231|200.00|12.00|212.00|6.00|212.00
713|174|1362|840.00|50.40|890.40|6.00|890.40
714|174|1232|27.00|1.62|28.62|6.00|28.62
715|174|1237|150.00|0.00|150.00|6.00|150.00
716|175|1674|23.00|1.38|24.38|6.00|24.38
717|175|1675|150.00|0.00|150.00|6.00|150.00
718|175|1672|200.00|12.00|212.00|6.00|212.00
719|175|1673|27.00|1.62|28.62|6.00|28.62
720|176|1381|200.00|12.00|212.00|6.00|212.00
721|176|1382|27.00|1.62|28.62|6.00|28.62
722|176|1384|23.00|1.38|24.38|6.00|24.38
723|176|1385|150.00|0.00|150.00|6.00|150.00
724|176|1458|200.00|12.00|212.00|6.00|212.00
725|176|1467|15.00|0.90|15.90|6.00|15.90
726|178|1506|840.00|50.40|890.40|6.00|890.40
727|178|1242|200.00|12.00|212.00|6.00|212.00
728|178|1244|23.00|1.38|24.38|6.00|24.38
729|178|1243|27.00|1.62|28.62|6.00|28.62
730|178|1245|1.60|0.00|1.60|6.00|150.00
731|179|993|140.00|8.40|148.40|6.00|148.40
732|179|994|27.00|1.62|28.62|6.00|28.62
733|179|995|21.68|1.30|22.98|6.00|22.98
734|179|996|50.00|0.00|50.00|6.00|50.00
735|180|934|140.00|8.40|148.40|6.00|148.40
736|180|935|27.00|1.62|28.62|6.00|28.62
737|180|936|21.68|1.30|22.98|6.00|22.98
738|180|937|50.00|0.00|50.00|6.00|50.00
739|181|1360|840.00|50.40|890.40|6.00|890.40
740|181|1464|23.00|1.38|24.38|6.00|24.38
741|181|1462|200.00|12.00|212.00|6.00|212.00
742|181|1463|27.00|1.62|28.62|6.00|28.62
743|181|1465|150.00|0.00|150.00|6.00|150.00
744|181|-2|70.90|0.00|70.90|0.00|0.00
745|182|1256|134.00|8.04|142.04|6.00|142.04
746|182|1257|70.00|4.20|74.20|6.00|74.20
747|182|1258|24.00|1.44|25.44|6.00|25.44
748|182|1590|10.00|0.60|10.60|6.00|10.60
749|182|1591|24.00|1.44|25.44|6.00|25.44
750|183|1106|24.00|1.44|25.44|6.00|25.44
751|183|1105|130.00|7.80|137.80|6.00|137.80
752|183|1107|24.00|1.44|25.44|6.00|25.44
753|184|383|15.00|0.90|15.90|6.00|15.90
754|185|1060|200.00|12.00|212.00|6.00|212.00
755|185|1061|27.00|1.62|28.62|6.00|28.62
756|185|1062|23.00|1.38|24.38|6.00|24.38
757|185|1063|150.00|0.00|150.00|6.00|150.00
758|186|1723|150.00|9.00|159.00|6.00|159.00
759|186|1724|27.00|1.62|28.62|6.00|28.62
760|186|1725|23.00|1.38|24.38|6.00|24.38
761|186|1726|200.00|0.00|200.00|6.00|200.00
762|187|928|27.00|1.62|28.62|6.00|28.62
763|187|929|21.68|1.30|22.98|6.00|22.98
764|187|930|50.00|0.00|50.00|6.00|50.00
765|187|927|180.00|10.80|190.80|6.00|190.80
766|188|1618|1060.00|63.60|1123.60|6.00|1123.60
767|188|1619|160.00|9.60|169.60|6.00|169.60
768|188|1620|115.00|6.90|121.90|6.00|121.90
769|188|1621|30.09|1.81|31.90|6.00|31.90
770|188|1622|1000.00|0.00|1000.00|6.00|1000.00
771|188|1623|10.00|0.60|10.60|6.00|10.60
772|188|1624|25.00|1.50|26.50|6.00|26.50
773|188|1625|15.00|0.90|15.90|6.00|15.90
774|189|162|100.00|6.00|106.00|6.00|106.00
775|189|163|840.00|50.40|890.40|6.00|890.40
776|189|164|30.00|1.80|31.80|6.00|31.80
777|189|165|25.00|1.50|26.50|6.00|26.50
778|189|458|32.00|1.92|33.92|6.00|33.92
779|189|459|15.00|0.90|15.90|6.00|15.90
780|189|405|300.00|18.00|318.00|6.00|318.00
781|189|406|27.00|1.62|28.62|6.00|28.62
782|189|408|150.00|0.00|150.00|6.00|150.00
783|189|407|44.70|2.68|47.38|6.00|47.38
784|190|1175|200.00|12.00|212.00|6.00|212.00
785|190|1176|27.00|1.62|28.62|6.00|28.62
786|190|1178|23.00|1.38|24.38|6.00|24.38
787|190|1183|150.00|0.00|150.00|6.00|150.00
788|191|1207|27.00|1.62|28.62|6.00|28.62
789|191|1208|23.00|1.38|24.38|6.00|24.38
790|191|1209|150.00|0.00|150.00|6.00|150.00
791|191|1206|200.00|12.00|212.00|6.00|212.00
792|192|8|140.00|8.40|148.40|6.00|148.40
793|192|9|27.00|1.62|28.62|6.00|28.62
794|192|10|21.68|1.30|22.98|6.00|22.98
795|193|1477|150.00|0.00|150.00|6.00|150.00
796|193|1474|200.00|12.00|212.00|6.00|212.00
797|193|1475|27.00|1.62|28.62|6.00|28.62
798|193|1476|23.00|1.38|24.38|6.00|24.38
799|194|1596|200.00|12.00|212.00|6.00|212.00
800|194|1598|34.00|2.04|36.04|6.00|36.04
801|194|1595|140.00|8.40|148.40|6.00|148.40
802|194|1597|36.00|2.16|38.16|6.00|38.16
803|194|1599|50.00|0.00|50.00|6.00|50.00
918|218|2014|24.00|1.44|25.44|6.00|25.44
804|194|1600|150.00|0.00|150.00|6.00|150.00
805|195|1451|100.00|6.00|106.00|6.00|106.00
806|195|1452|100.00|6.00|106.00|6.00|106.00
807|195|1441|96.00|5.76|101.76|6.00|101.76
808|195|1453|24.00|1.44|25.44|6.00|25.44
809|195|1454|15.00|0.90|15.90|6.00|15.90
810|196|1445|280.00|16.80|296.80|6.00|296.80
811|196|1448|43.25|2.60|45.85|6.00|45.58
812|196|1449|45.00|2.70|47.70|6.00|47.70
813|196|1450|150.00|0.00|150.00|6.00|150.00
814|196|1473|840.00|50.40|890.40|6.00|890.40
815|196|1446|200.00|12.00|212.00|6.00|212.00
816|197|584|15.00|0.90|15.90|6.00|15.90
817|197|583|50.00|3.00|53.00|6.00|53.00
818|197|585|15.00|0.90|15.90|6.00|15.90
819|197|982|35.00|2.10|37.10|6.00|37.10
820|197|983|15.00|0.90|15.90|6.00|15.90
821|197|984|70.00|4.20|74.20|6.00|74.20
822|197|986|95.00|5.70|100.70|6.00|100.70
823|197|582|80.00|4.80|84.80|6.00|84.80
824|197|980|100.00|6.00|106.00|6.00|106.00
825|197|1560|25.00|1.50|26.50|6.00|26.50
826|197|1557|150.00|0.00|150.00|6.00|150.00
827|197|1558|50.00|0.00|50.00|6.00|50.00
828|197|1555|300.00|18.00|318.00|6.00|318.00
829|197|1556|200.00|12.00|212.00|6.00|212.00
830|197|1559|45.00|2.70|47.70|6.00|47.70
831|198|1798|300.00|18.00|318.00|6.00|318.00
832|198|1799|840.00|50.40|890.40|6.00|890.40
833|198|1802|24.00|1.44|25.44|6.00|25.44
834|198|1800|400.00|24.00|424.00|6.00|424.00
835|198|1801|24.00|1.44|25.44|6.00|25.44
836|199|1748|140.00|8.40|148.40|6.00|148.40
837|199|1749|27.00|1.62|28.62|6.00|28.62
838|199|1750|21.68|1.30|22.98|6.00|22.98
839|200|1459|50.00|3.00|53.00|6.00|53.00
840|200|1460|15.00|0.90|15.90|6.00|15.90
841|200|1461|15.00|0.90|15.90|6.00|15.90
842|201|1837|330.00|19.80|349.80|6.00|349.80
843|201|1841|35.00|2.10|37.10|6.00|37.10
844|201|1839|59.53|3.57|63.10|6.00|63.10
845|201|1840|50.00|0.00|50.00|6.00|50.00
846|202|1562|200.00|12.00|212.00|6.00|212.00
847|202|1564|23.00|1.38|24.38|6.00|24.38
848|202|1565|150.00|0.00|150.00|6.00|150.00
849|202|1563|27.00|1.62|28.62|6.00|28.62
850|202|2115|100.00|6.00|106.00|6.00|106.00
851|202|2116|25.68|0.00|25.68|6.00|50.00
852|203|2049|96.23|5.77|102.00|6.00|102.00
853|203|2045|700.00|42.00|742.00|6.00|742.00
854|203|2050|100.00|6.00|106.00|6.00|106.00
855|203|2051|50.00|0.00|50.00|6.00|50.00
856|204|1497|23.00|1.38|24.38|6.00|24.38
857|204|1498|150.00|0.00|150.00|6.00|150.00
858|204|1495|200.00|12.00|212.00|6.00|212.00
859|204|1496|27.00|1.62|28.62|6.00|28.62
860|205|1846|1060.00|63.60|1123.60|6.00|1123.60
861|205|1847|160.00|9.60|169.60|6.00|169.60
862|205|1848|115.00|6.90|121.90|6.00|121.90
863|205|1849|30.09|1.81|31.90|6.00|31.90
864|205|1850|1000.00|0.00|1000.00|6.00|1000.00
865|205|1851|10.00|0.60|10.60|6.00|10.60
866|205|1852|25.00|1.50|26.50|6.00|26.50
867|205|1853|15.00|0.90|15.90|6.00|15.90
868|205|1857|500.00|30.00|530.00|6.00|530.00
869|206|2028|200.00|0.00|200.00|6.00|200.00
870|207|2053|330.00|19.80|349.80|6.00|349.80
871|207|2055|59.53|3.57|63.10|6.00|63.10
872|207|2056|50.00|0.00|50.00|6.00|50.00
873|207|2054|35.00|2.10|37.10|6.00|37.10
874|208|1153|200.00|12.00|212.00|6.00|212.00
875|208|1155|43.00|2.58|45.58|6.00|45.58
876|208|1156|150.00|0.00|150.00|6.00|150.00
877|208|1154|27.00|1.62|28.62|6.00|28.62
878|209|1398|200.00|12.00|212.00|6.00|212.00
879|209|1400|27.00|1.62|28.62|6.00|28.62
880|209|1401|43.00|2.58|45.58|6.00|45.58
881|209|1402|98.96|0.00|98.96|6.00|150.00
882|210|1252|23.00|1.38|24.38|6.00|24.38
883|210|1250|220.00|13.20|233.20|6.00|233.20
884|210|1251|27.00|1.62|28.62|6.00|28.62
885|210|1253|150.00|0.00|150.00|6.00|150.00
886|211|1607|50.00|3.00|53.00|6.00|53.00
887|211|1608|15.00|0.90|15.90|6.00|15.90
888|211|1609|15.00|0.90|15.90|6.00|15.90
889|212|1415|27.00|1.62|28.62|6.00|28.62
890|212|1417|50.00|0.00|50.00|6.00|50.00
891|212|1414|260.00|15.60|275.60|6.00|275.60
892|212|1507|300.00|18.00|318.00|6.00|318.00
893|212|1508|30.00|0.00|30.00|6.00|30.00
894|212|1509|24.00|1.44|25.44|6.00|25.44
895|212|1510|15.00|0.90|15.90|6.00|15.90
896|212|1416|21.68|1.30|22.98|6.00|22.98
897|213|1225|240.00|14.40|254.40|6.00|254.40
898|213|1226|27.00|1.62|28.62|6.00|28.62
899|213|1227|21.68|1.30|22.98|6.00|22.98
900|213|1228|50.00|0.00|50.00|6.00|50.00
901|214|1234|27.00|1.62|28.62|6.00|28.62
902|214|1238|50.00|0.00|50.00|6.00|50.00
903|214|1236|21.68|1.30|22.98|6.00|22.98
904|214|1233|220.00|13.20|233.20|6.00|233.20
905|215|1505|391.51|23.49|415.00|6.00|890.40
906|216|1944|100.00|6.00|106.00|6.00|106.00
907|216|1945|15.00|0.90|15.90|6.00|15.90
908|216|1946|15.00|0.90|15.90|6.00|15.90
909|217|1789|220.00|13.20|233.20|6.00|233.20
910|217|1791|160.00|9.60|169.60|6.00|169.60
911|217|1792|115.00|6.90|121.90|6.00|121.90
912|217|1793|30.09|1.81|31.90|6.00|31.90
913|217|1795|10.00|0.60|10.60|6.00|10.60
914|217|1796|25.00|1.50|26.50|6.00|26.50
915|217|1797|15.00|0.90|15.90|6.00|15.90
916|217|1794|1000.00|0.00|1000.00|6.00|1000.00
917|217|1790|840.00|50.40|890.40|6.00|890.40
919|218|2011|50.00|3.00|53.00|6.00|53.00
920|218|2012|50.00|3.00|53.00|6.00|53.00
921|218|2013|24.00|1.44|25.44|6.00|25.44
922|219|1772|50.00|0.00|50.00|6.00|50.00
923|219|1769|140.00|8.40|148.40|6.00|148.40
924|219|1770|27.00|1.62|28.62|6.00|28.62
925|219|1771|21.68|1.30|22.98|6.00|22.98
926|220|2067|10.00|0.60|10.60|6.00|10.60
927|220|2069|15.00|0.90|15.90|6.00|15.90
928|220|2062|1060.00|63.60|1123.60|6.00|1123.60
929|220|2063|160.00|9.60|169.60|6.00|169.60
930|220|2064|115.00|6.90|121.90|6.00|121.90
931|220|2066|1000.00|0.00|1000.00|6.00|1000.00
932|220|2065|30.09|1.81|31.90|6.00|31.90
933|220|2068|25.00|1.50|26.50|6.00|26.50
934|221|702|15.00|0.90|15.90|6.00|15.90
935|221|701|10.00|0.60|10.60|6.00|10.60
936|221|555|60.00|3.60|63.60|6.00|63.60
937|221|575|100.00|6.00|106.00|6.00|106.00
938|222|2137|50.00|3.00|53.00|6.00|53.00
939|222|2138|106.00|0.00|106.00|6.00|106.00
940|222|2156|38.68|2.32|41.00|6.00|41.00
941|223|1094|150.00|9.00|159.00|6.00|159.00
942|223|1095|27.00|1.62|28.62|6.00|28.62
943|223|1096|21.68|1.30|22.98|6.00|22.98
944|223|1097|50.00|0.00|50.00|6.00|50.00
945|223|1740|60.00|3.60|63.60|6.00|63.60
946|223|1742|20.00|1.20|21.20|6.00|21.20
947|223|1741|20.00|1.20|21.20|6.00|21.20
948|224|1429|27.00|1.62|28.62|6.00|28.62
949|224|1430|21.68|1.30|22.98|6.00|22.98
950|224|1431|50.00|0.00|50.00|6.00|50.00
951|224|1512|30.00|0.00|30.00|6.00|30.00
952|224|1514|15.00|0.90|15.90|6.00|15.90
953|224|1428|140.00|8.40|148.40|6.00|148.40
954|224|1511|200.00|12.00|212.00|6.00|212.00
955|224|1513|15.00|0.90|15.90|6.00|15.90
956|225|793|90.00|5.40|95.40|6.00|95.40
957|225|1219|45.00|2.70|47.70|6.00|47.70
958|225|1218|52.00|3.12|55.12|6.00|55.12
959|225|1220|15.00|0.90|15.90|6.00|15.90
960|225|1656|10.00|0.60|10.60|6.00|10.60
961|225|1657|22.20|1.33|23.53|6.00|23.53
962|225|1658|24.00|1.44|25.44|6.00|25.44
963|226|1920|50.00|3.00|53.00|6.00|53.00
964|226|1921|15.00|0.90|15.90|6.00|15.90
965|226|1922|15.00|0.90|15.90|6.00|15.90
966|227|1698|80.00|4.80|84.80|6.00|84.80
967|227|1697|160.00|9.60|169.60|6.00|169.60
968|227|1699|94.25|5.66|99.91|6.00|99.91
969|227|1701|10.00|0.60|10.60|6.00|10.60
970|227|1702|15.00|0.90|15.90|6.00|15.90
971|227|1703|25.00|1.50|26.50|6.00|26.50
972|227|1695|1030.84|61.85|1092.69|6.00|1092.69
973|227|1700|1000.00|0.00|1000.00|6.00|1000.00
974|228|1890|90.00|5.40|95.40|6.00|95.40
975|228|1891|47.17|2.83|50.00|6.00|50.00
976|228|1887|210.00|12.60|222.60|6.00|222.60
977|228|1888|33.00|1.98|34.98|6.00|34.98
978|228|1892|15.00|0.90|15.90|6.00|15.90
979|228|1889|33.00|1.98|34.98|6.00|34.98
980|228|1894|138.00|8.28|146.28|6.00|146.28
981|228|1895|15.00|0.90|15.90|6.00|15.90
982|228|1893|400.00|24.00|424.00|6.00|424.00
983|228|2238|3.00|0.00|3.00|6.00|3.00
984|229|1896|50.00|3.00|53.00|6.00|53.00
985|229|1897|90.00|5.40|95.40|6.00|95.40
986|229|1899|15.00|0.90|15.90|6.00|15.90
987|229|1898|15.00|0.90|15.90|6.00|15.90
988|230|1081|200.00|12.00|212.00|6.00|212.00
989|230|1083|23.00|1.38|24.38|6.00|24.38
990|230|1082|27.00|1.62|28.62|6.00|28.62
991|230|1084|150.00|0.00|150.00|6.00|150.00
992|231|1676|50.00|0.00|50.00|6.00|50.00
993|232|1668|15.00|0.90|15.90|6.00|15.90
994|232|1667|15.00|0.90|15.90|6.00|15.90
995|232|1666|150.00|9.00|159.00|6.00|159.00
996|232|1652|24.00|1.44|25.44|6.00|25.44
997|232|1651|100.00|6.00|106.00|6.00|106.00
998|232|1653|24.00|1.44|25.44|6.00|25.44
999|232|1650|129.57|7.77|137.34|6.00|424.00
1000|233|1603|230.00|13.80|243.80|6.00|243.80
1001|233|1605|23.00|1.38|24.38|6.00|24.38
1002|233|1604|27.00|1.62|28.62|6.00|28.62
1003|233|1606|150.00|0.00|150.00|6.00|150.00
1004|234|1739|24.00|1.44|25.44|6.00|25.44
1005|234|1737|50.00|3.00|53.00|6.00|53.00
1006|234|1738|15.00|0.90|15.90|6.00|15.90
1007|235|1735|15.00|0.90|15.90|6.00|15.90
1008|235|1734|50.00|3.00|53.00|6.00|53.00
1009|235|1736|24.00|1.44|25.44|6.00|25.44
1010|236|1731|50.00|3.00|53.00|6.00|53.00
1011|236|1732|15.00|0.90|15.90|6.00|15.90
1012|236|1733|24.00|1.44|25.44|6.00|25.44
1013|237|1854|100.00|6.00|106.00|6.00|106.00
1014|237|1855|15.00|0.90|15.90|6.00|15.90
1015|237|1856|15.00|0.90|15.90|6.00|15.90
1016|238|1814|180.00|10.80|190.80|6.00|190.80
1017|238|1815|90.00|5.40|95.40|6.00|95.40
1018|238|1816|35.00|2.10|37.10|6.00|37.10
1019|238|1817|15.00|0.90|15.90|6.00|15.90
1020|239|1821|15.00|0.90|15.90|6.00|15.90
1021|239|1820|15.00|0.90|15.90|6.00|15.90
1022|239|1818|80.00|4.80|84.80|6.00|84.80
1023|239|1819|50.00|3.00|53.00|6.00|53.00
1024|240|1654|25.00|1.50|26.50|6.00|26.50
1025|241|541|200.00|12.00|212.00|6.00|212.00
1026|241|543|23.00|1.38|24.38|6.00|24.38
1027|241|544|150.00|0.00|150.00|6.00|150.00
1028|241|542|27.00|1.62|28.62|6.00|28.62
1029|242|158|840.00|50.40|890.40|6.00|890.40
1030|243|125|840.00|50.40|890.40|6.00|890.40
1031|244|2226|48.00|2.88|50.88|6.00|50.88
1032|244|2224|840.00|50.40|890.40|6.00|890.40
1033|244|2225|22.00|1.32|23.32|6.00|23.32
1034|244|2223|200.00|12.00|212.00|6.00|212.00
1035|245|772|140.00|8.40|148.40|6.00|148.40
1036|245|773|27.00|1.62|28.62|6.00|28.62
1037|245|774|21.68|1.30|22.98|6.00|22.98
1038|245|775|150.00|0.00|150.00|6.00|150.00
1039|246|1569|20.00|1.20|21.20|6.00|21.20
1040|246|1570|24.00|1.44|25.44|6.00|25.44
1041|247|808|42.00|2.52|44.52|6.00|44.52
1042|247|809|25.08|1.50|26.58|6.00|26.58
1043|248|1669|60.00|3.60|63.60|6.00|63.60
1044|248|1670|15.00|0.90|15.90|6.00|15.90
1045|248|1671|15.00|0.90|15.90|6.00|15.90
1046|249|906|110.00|6.60|116.60|6.00|116.60
1047|249|904|42.00|2.52|44.52|6.00|44.52
1048|249|905|18.00|1.08|19.08|6.00|19.08
1049|249|903|400.00|24.00|424.00|6.00|424.00
