ar_id|company_id|ar_date|ar_reminderdate|ar_submissiondate|ar_status|ar_fileddate
1970|140|2017-01-26|2016-12-01|2017-02-25|t|2017-01-26
1972|140|2017-07-03|2017-06-01|2017-08-02|t|2017-07-03
1973|140|2018-07-03|2018-06-01|2018-08-02|f|
1975|141|2014-10-24|2014-09-01|2014-11-23|t|2014-10-24
1977|141|2015-10-31|2015-09-01|2015-11-30|t|2015-10-31
1979|141|2016-10-31|2016-09-01|2016-11-30|t|2016-10-31
1981|141|2017-04-26|2017-03-01|2017-05-26|t|2017-04-26
1984|142|2011-09-30|2011-08-01|2011-10-30|t|2011-09-30
1986|142|2012-10-30|2012-09-01|2012-11-29|t|2012-10-30
2155|160|2017-11-08|2017-10-01|2017-12-08|f|
1988|142|2013-10-30|2013-09-01|2013-11-29|t|2013-10-30
2156|161|2018-10-09|2018-09-01|2018-11-08|f|
1990|142|2014-10-30|2014-09-01|2014-11-29|t|2014-10-30
1992|142|2015-10-30|2015-09-01|2015-11-29|t|2015-10-30
2158|162|2006-01-25|2005-12-01|2006-02-24|t|2006-01-25
1994|142|2016-10-31|2016-09-01|2016-11-30|t|2016-10-31
1996|142|2017-04-01|2017-03-01|2017-05-01|t|2017-04-01
2160|162|2007-04-24|2007-03-01|2007-05-24|t|2007-04-24
1999|143|2009-05-21|2009-04-01|2009-06-20|t|2009-05-21
2001|143|2010-06-30|2010-05-01|2010-07-30|t|2010-06-30
2162|162|2008-06-30|2008-05-01|2008-07-30|t|2008-06-30
2003|143|2011-06-30|2011-05-01|2011-07-30|t|2011-06-30
2005|143|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
2164|162|2009-06-05|2009-05-01|2009-07-05|t|2009-06-05
2007|143|2013-06-30|2013-05-01|2013-07-30|t|2013-06-30
2009|143|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
2166|162|2010-06-30|2010-05-01|2010-07-30|t|2010-06-30
2011|143|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
2013|143|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
2168|162|2011-06-30|2011-05-01|2011-07-30|t|2011-06-30
2018|144|2015-09-30|2015-08-01|2015-10-30|t|2015-09-30
2170|162|2012-06-22|2012-05-01|2012-07-22|t|2012-06-22
2021|145|2006-10-13|2006-09-01|2006-11-12|t|2006-10-13
2023|145|2007-12-31|2007-11-01|2008-01-30|t|2007-12-31
2024|145|2017-12-31|2017-11-01|2018-01-30|f|
2026|146|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
2029|147|2012-10-05|2012-09-01|2012-11-04|t|2012-10-05
2031|147|2013-12-31|2013-11-01|2014-01-30|t|2013-12-31
2033|147|2014-12-31|2014-11-01|2015-01-30|t|2014-12-31
2035|147|2015-12-21|2015-11-01|2016-01-20|t|2015-12-21
2037|147|2016-12-31|2016-11-01|2017-01-30|t|2016-12-31
2039|147|2017-04-15|2017-03-01|2017-05-15|t|2017-04-15
2042|148|2011-06-28|2011-05-01|2011-07-28|t|2011-06-28
2044|148|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
2046|148|2013-06-20|2013-05-01|2013-07-20|t|2013-06-20
2048|148|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
2050|148|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
2052|148|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
2055|149|2009-01-07|2008-12-01|2009-02-06|t|2009-01-07
2056|149|2018-01-07|2017-12-01|2018-02-06|f|
2058|151|2018-05-14|2018-04-01|2018-06-13|f|
2059|150|2002-06-30|2002-05-01|2002-07-30|t|2002-06-30
2061|150|2003-06-30|2003-05-01|2003-07-30|t|2003-06-30
2063|150|2004-06-30|2004-05-01|2004-07-30|t|2004-06-30
2065|150|2005-06-30|2005-05-01|2005-07-30|t|2005-06-30
2067|150|2006-06-30|2006-05-01|2006-07-30|t|2006-06-30
2069|150|2007-06-30|2007-05-01|2007-07-30|t|2007-06-30
2072|152|2009-08-30|2009-07-01|2009-09-29|t|2009-08-30
2073|59|2017-06-02|2017-05-01|2017-07-02|f|
2075|152|2010-08-30|2010-07-01|2010-09-29|t|2010-08-30
2077|152|2011-08-30|2011-07-01|2011-09-29|t|2011-08-30
2079|152|2012-08-30|2012-07-01|2012-09-29|t|2012-08-30
2081|152|2013-07-26|2013-06-01|2013-08-25|t|2013-07-26
2263|169|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
2265|169|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
2267|169|2016-06-03|2016-05-01|2016-07-03|t|2016-06-03
2272|170|2017-05-28|2017-04-01|2017-06-27|t|2017-05-28
2687|203|2010-06-30|2010-05-01|2010-07-30|t|2010-06-30
2689|203|2011-06-30|2011-05-01|2011-07-30|t|2011-06-30
2691|203|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
2693|203|2013-06-30|2013-05-01|2013-07-30|t|2013-06-30
2695|203|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
2697|203|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
2699|203|2016-06-13|2016-05-01|2016-07-13|t|2016-06-13
2743|206|2002-11-20|2002-10-01|2002-12-20|t|2002-11-20
2992|232|2017-08-26|2017-07-01|2017-09-25|t|2017-08-26
2856|206|2014-08-31|2014-09-01|2014-10-30|t|2014-08-31
2807|213|2015-09-30|2015-10-01|2015-11-29|t|2015-09-30
2813|213|2017-03-04|2017-04-01|2017-05-03|t|2017-03-04
2815|210|2007-12-19|2008-01-01|2008-02-17|t|2007-12-19
2817|210|2009-12-31|2010-02-01|2010-03-01|t|2009-12-31
2819|210|2011-12-31|2012-01-01|2012-02-29|t|2011-12-31
2825|210|2017-04-12|2017-10-01|2017-11-08|t|2017-04-12
2134|157|2018-02-18|2018-01-01|2018-03-20|t|2018-02-23
2269|169|2017-02-21|2017-01-01|2017-03-23|t|2018-02-27
2814|213|2018-03-04|2018-02-01|2018-04-03|t|2018-04-06
2793|211|2017-08-22|2017-07-01|2017-09-21|t|2017-09-28
2040|147|2018-04-15|2018-03-01|2018-05-15|t|2018-04-30
1982|141|2018-04-26|2018-03-01|2018-05-26|t|2018-05-03
1997|142|2018-04-01|2018-03-01|2018-05-01|t|2018-05-03
2828|214|2011-01-03|2010-12-01|2011-02-02|t|2011-01-03
2830|214|2013-02-03|2013-03-01|2013-04-04|t|2013-02-03
2858|206|2016-08-30|2016-09-01|2016-10-29|t|2016-08-30
2834|214|2017-07-07|2017-08-01|2017-09-05|t|2017-07-07
2837|212|2010-06-30|2010-07-01|2010-08-29|t|2010-06-30
2839|212|2012-06-30|2012-07-01|2012-08-29|t|2012-06-30
2841|212|2014-06-30|2014-07-01|2014-08-29|t|2014-06-30
2843|212|2016-06-30|2016-08-01|2016-09-28|t|2016-06-30
2846|206|2004-08-30|2004-09-01|2004-10-29|t|2004-08-30
2848|206|2006-08-28|2006-09-01|2006-10-27|t|2006-08-28
2850|206|2008-08-28|2008-09-01|2008-10-27|t|2008-08-28
2852|206|2010-08-28|2010-09-01|2010-10-27|t|2010-08-28
2854|206|2012-08-30|2012-09-01|2012-10-29|t|2012-08-30
2888|219|2005-12-27|2005-11-01|2006-01-26|t|2005-12-27
3028|236|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
2902|220|2015-11-18|2015-10-01|2015-12-18|t|2015-11-18
2889|219|2006-12-31|2006-11-01|2007-01-30|t|2006-12-31
2935|226|2015-12-31|2015-11-01|2016-01-30|t|2015-12-31
2987|232|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
2891|219|2008-11-30|2008-10-01|2008-12-30|t|2008-11-30
2893|219|2010-12-30|2010-11-01|2011-01-29|t|2010-12-30
2895|219|2012-12-12|2012-11-01|2013-01-11|t|2012-12-12
2897|219|2014-12-30|2014-11-01|2015-01-29|t|2014-12-30
2899|219|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
2907|219|2018-07-07|2018-06-01|2018-08-06|f|
2988|232|2013-06-30|2013-05-01|2013-07-30|t|2013-06-30
2910|221|2015-06-03|2015-05-01|2015-07-03|t|2015-06-03
2990|232|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
2915|222|2016-09-10|2016-08-01|2016-10-10|t|2016-09-10
2916|222|2017-03-11|2017-02-01|2017-04-10|t|2017-03-11
2919|223|2016-08-31|2016-07-01|2016-09-30|t|2016-08-31
2920|223|2017-03-03|2017-02-01|2017-04-02|t|2017-03-03
2921|223|2018-03-03|2018-02-01|2018-04-02|f|
2927|225|2015-12-31|2015-11-01|2016-01-30|t|2015-12-31
2928|225|2016-12-31|2016-11-01|2017-01-30|f|
2937|226|2017-12-30|2017-11-01|2018-01-29|f|
3014|235|2012-03-30|2012-02-01|2012-04-29|t|2012-03-30
3002|234|2017-06-20|2017-05-01|2017-07-20|t|2017-06-20
3005|235|2003-02-05|2003-01-01|2003-03-07|t|2003-02-05
3006|235|2004-03-31|2004-02-01|2004-04-30|t|2004-03-31
3016|235|2014-03-31|2014-02-01|2014-04-30|t|2014-03-31
3008|235|2006-03-31|2006-02-01|2006-04-30|t|2006-03-31
3033|237|1996-04-13|1996-03-01|1996-05-13|t|1996-04-13
3010|235|2008-03-28|2008-02-01|2008-04-27|t|2008-03-28
3018|235|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
3012|235|2010-03-31|2010-02-01|2010-04-30|t|2010-03-31
3024|236|2011-06-30|2011-05-01|2011-07-30|t|2011-06-30
3026|236|2013-06-30|2013-05-01|2013-07-30|t|2013-06-30
3034|237|1997-04-13|1997-03-01|1997-05-13|t|1997-04-13
3035|237|1998-04-13|1998-03-01|1998-05-13|t|1998-04-13
3045|237|2008-06-30|2008-05-01|2008-07-30|t|2008-06-30
3036|237|1999-06-30|1999-05-01|1999-07-30|t|1999-06-30
3038|237|2001-06-30|2001-05-01|2001-07-30|t|2001-06-30
3040|237|2003-06-30|2003-05-01|2003-07-30|t|2003-06-30
3042|237|2005-06-30|2005-05-01|2005-07-30|t|2005-06-30
3044|237|2007-06-30|2007-05-01|2007-07-30|t|2007-06-30
3046|237|2009-05-12|2009-04-01|2009-06-11|t|2009-05-12
3048|237|2011-06-30|2011-05-01|2011-07-30|t|2011-06-30
3050|237|2013-06-30|2013-05-01|2013-07-30|t|2013-06-30
3052|237|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
3057|238|1996-12-20|1996-11-01|1997-01-19|t|1996-12-20
3060|238|1999-12-31|1999-11-01|2000-01-30|t|1999-12-31
4650|435|2010-09-25|2010-08-01|2010-10-25|f|
2275|171|2010-02-27|2010-01-01|2010-03-29|t|2010-02-27
2402|184|2016-12-31|2016-11-01|2017-01-30|t|2017-10-09
2277|171|2011-04-30|2011-03-01|2011-05-30|t|2011-04-30
2391|183|2017-02-27|2017-01-01|2017-03-29|t|2017-02-27
2279|171|2012-04-30|2012-03-01|2012-05-30|t|2012-04-30
2281|171|2013-04-30|2013-03-01|2013-05-30|t|2013-04-30
2328|69|2017-01-23|2016-12-01|2017-02-22|t|2017-01-23
2283|171|2014-04-30|2014-03-01|2014-05-30|t|2014-04-30
2285|171|2015-04-30|2015-03-01|2015-05-30|t|2015-04-30
2287|171|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
2292|172|2000-11-11|2000-10-01|2000-12-11|t|2000-11-11
2294|172|2001-12-21|2001-11-01|2002-01-20|t|2001-12-21
2296|172|2002-12-31|2002-11-01|2003-01-30|t|2002-12-31
2298|172|2003-12-31|2003-11-01|2004-01-30|t|2003-12-31
2300|172|2004-12-31|2004-11-01|2005-01-30|t|2004-12-31
2302|172|2005-12-30|2005-11-01|2006-01-29|t|2005-12-30
2304|172|2006-12-29|2006-11-01|2007-01-28|t|2006-12-29
2306|172|2007-12-31|2007-11-01|2008-01-30|t|2007-12-31
2308|172|2008-12-31|2008-11-01|2009-01-30|t|2008-12-31
2310|172|2009-12-19|2009-11-01|2010-01-18|t|2009-12-19
2312|172|2010-12-31|2010-11-01|2011-01-30|t|2010-12-31
2314|172|2011-12-31|2011-11-01|2012-01-30|t|2011-12-31
2316|172|2012-12-31|2012-11-01|2013-01-30|t|2012-12-31
2318|172|2013-12-31|2013-11-01|2014-01-30|t|2013-12-31
2320|172|2014-12-31|2014-11-01|2015-01-30|t|2014-12-31
2322|172|2015-12-31|2015-11-01|2016-01-30|t|2015-12-31
2324|172|2016-12-31|2016-11-01|2017-01-30|t|2016-12-31
2326|172|2017-05-12|2017-04-01|2017-06-11|t|2017-05-12
2329|71|2017-04-09|2017-03-01|2017-05-09|f|
2392|183|2018-02-27|2018-01-01|2018-03-29|t|2018-02-26
2273|170|2018-05-28|2018-04-01|2018-06-27|t|2018-05-30
2327|172|2018-05-12|2018-04-01|2018-06-11|t|2018-06-05
2330|175|2018-04-10|2018-03-01|2018-05-10|f|
2331|174|2004-10-09|2004-09-01|2004-11-08|t|2004-10-09
2333|174|2005-12-31|2005-11-01|2006-01-30|t|2005-12-31
2335|174|2006-12-31|2006-11-01|2007-01-30|t|2006-12-31
2337|174|2007-12-31|2007-11-01|2008-01-30|t|2007-12-31
2339|174|2008-12-31|2008-11-01|2009-01-30|t|2008-12-31
2341|174|2009-12-31|2009-11-01|2010-01-30|t|2009-12-31
2343|174|2010-12-31|2010-11-01|2011-01-30|t|2010-12-31
2345|174|2011-12-31|2011-11-01|2012-01-30|t|2011-12-31
2347|174|2012-12-31|2012-11-01|2013-01-30|t|2012-12-31
2349|174|2013-12-31|2013-11-01|2014-01-30|t|2013-12-31
2351|174|2014-12-31|2014-11-01|2015-01-30|t|2014-12-31
2353|174|2015-12-31|2015-11-01|2016-01-30|t|2015-12-31
2355|174|2016-12-31|2016-11-01|2017-01-30|t|2016-12-31
2357|174|2017-04-10|2017-03-01|2017-05-10|t|2017-04-10
2364|178|2015-03-30|2015-02-01|2015-04-29|t|2015-03-30
2366|178|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
2372|180|2014-12-31|2014-11-01|2015-01-30|t|2014-12-31
2374|180|2015-12-31|2015-11-01|2016-01-30|t|2015-12-31
2376|180|2016-12-31|2016-11-01|2017-01-30|t|2016-12-31
2378|180|2017-07-02|2017-06-01|2017-08-01|t|2017-07-02
2379|180|2018-07-02|2018-06-01|2018-08-01|f|
2381|181|2017-06-30|2017-05-01|2017-07-30|t|2017-06-30
2382|181|2018-06-30|2018-05-01|2018-07-30|f|
2384|182|2006-03-23|2006-02-01|2006-04-22|t|2006-03-23
2386|182|2014-12-31|2014-11-01|2015-01-30|t|2014-12-31
2389|183|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
2394|184|2010-04-08|2010-03-01|2010-05-08|t|2010-04-08
2396|184|2011-06-30|2011-05-01|2011-07-30|t|2011-06-30
2398|184|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
2400|184|2013-06-30|2013-05-01|2013-07-30|t|2013-06-30
2405|185|2006-08-03|2006-07-01|2006-09-02|t|2006-08-03
2407|185|2007-11-03|2007-10-01|2007-12-03|t|2007-11-03
2409|185|2008-06-24|2008-05-01|2008-07-24|t|2008-06-24
2411|185|2009-06-30|2009-05-01|2009-07-30|t|2009-06-30
2413|185|2010-06-30|2010-05-01|2010-07-30|t|2010-06-30
2415|185|2011-06-30|2011-05-01|2011-07-30|t|2011-06-30
2417|185|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
2419|185|2013-06-30|2013-05-01|2013-07-30|t|2013-06-30
2421|185|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
2423|185|2015-12-31|2015-11-01|2016-01-30|t|2015-12-31
2425|185|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
2427|185|2017-02-04|2017-01-01|2017-03-06|t|2017-02-04
2430|186|2005-10-11|2005-09-01|2005-11-10|t|2005-10-11
2432|186|2006-10-12|2006-09-01|2006-11-11|t|2006-10-12
2434|186|2007-10-31|2007-09-01|2007-11-30|t|2007-10-31
2436|186|2008-09-17|2008-08-01|2008-10-17|t|2008-09-17
2438|186|2009-09-16|2009-08-01|2009-10-16|t|2009-09-16
2440|186|2010-10-30|2010-09-01|2010-11-29|t|2010-10-30
2442|186|2011-10-28|2011-09-01|2011-11-27|t|2011-10-28
2444|186|2012-10-31|2012-09-01|2012-11-30|t|2012-10-31
2446|186|2013-10-31|2013-09-01|2013-11-30|t|2013-10-31
2448|186|2014-10-31|2014-09-01|2014-11-30|t|2014-10-31
2450|186|2015-10-31|2015-09-01|2015-11-30|t|2015-10-31
2452|186|2016-10-13|2016-09-01|2016-11-12|t|2016-10-13
2523|190|2017-08-13|2017-07-01|2017-09-12|f|
2454|186|2017-04-12|2017-03-01|2017-05-12|t|2017-04-12
2457|187|2004-09-30|2004-08-01|2004-10-30|t|2004-09-30
2547|192|2017-12-26|2017-11-01|2018-01-25|t|2018-01-17
2459|187|2005-09-30|2005-08-01|2005-10-30|t|2005-09-30
2542|191|2017-12-12|2017-11-01|2018-01-11|t|2017-12-29
2461|187|2006-09-30|2006-08-01|2006-10-30|t|2006-09-30
2512|189|2017-12-27|2017-11-01|2018-01-26|t|2018-01-12
2463|187|2007-09-30|2007-08-01|2007-10-30|t|2007-09-30
2465|187|2008-09-30|2008-08-01|2008-10-30|t|2008-09-30
2467|187|2009-09-30|2009-08-01|2009-10-30|t|2009-09-30
2469|187|2010-09-30|2010-08-01|2010-10-30|t|2010-09-30
2471|187|2011-09-30|2011-08-01|2011-10-30|t|2011-09-30
2473|187|2012-09-29|2012-08-01|2012-10-29|t|2012-09-29
2475|187|2013-09-30|2013-08-01|2013-10-30|t|2013-09-30
2477|187|2014-09-30|2014-08-01|2014-10-30|t|2014-09-30
2486|188|2008-06-30|2008-05-01|2008-07-30|t|2008-06-30
2488|188|2009-06-30|2009-05-01|2009-07-30|t|2009-06-30
2490|188|2010-06-30|2010-05-01|2010-07-30|t|2010-06-30
2492|188|2011-06-30|2011-05-01|2011-07-30|t|2011-06-30
2494|188|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
2496|188|2013-06-30|2013-05-01|2013-07-30|t|2013-06-30
2498|188|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
2500|188|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
2502|188|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
2504|188|2017-02-12|2017-01-01|2017-03-14|t|2017-02-12
2507|189|2015-06-26|2015-05-01|2015-07-26|t|2015-06-26
2509|189|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
2514|190|2011-01-24|2010-12-01|2011-02-23|t|2011-01-24
2370|179|2016-06-17|2016-05-01|2016-07-17|f|
2362|177|2015-08-21|2015-07-01|2015-09-20|f|
2455|186|2018-04-12|2018-03-01|2018-05-12|t|2018-04-12
2358|174|2018-04-10|2018-03-01|2018-05-10|t|2018-05-03
2484|187|2018-04-03|2018-03-01|2018-05-03|t|2018-05-07
2483|187|2017-04-03|2017-03-01|2017-05-03|t|2017-05-09
2481|187|2016-09-30|2016-08-01|2016-10-30|t|2016-11-04
2479|187|2015-09-30|2015-08-01|2015-10-30|t|2015-12-11
2516|190|2012-02-29|2012-01-01|2012-03-30|t|2012-02-29
2518|190|2013-02-28|2013-01-01|2013-03-30|t|2013-02-28
2520|190|2014-02-28|2014-01-01|2014-03-30|t|2014-02-28
2522|190|2015-02-28|2015-01-01|2015-03-30|t|2015-02-28
2525|191|2009-06-12|2009-05-01|2009-07-12|t|2009-06-12
2527|191|2010-06-30|2010-05-01|2010-07-30|t|2010-06-30
2529|191|2011-06-30|2011-05-01|2011-07-30|t|2011-06-30
2531|191|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
2533|191|2013-06-30|2013-05-01|2013-07-30|t|2013-06-30
2535|191|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
2537|191|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
2539|191|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
2544|192|2015-06-26|2015-05-01|2015-07-26|t|2015-06-26
2546|192|2016-09-26|2016-08-01|2016-10-26|t|2016-09-26
2549|193|2008-12-31|2008-11-01|2009-01-30|t|2008-12-31
2551|193|2009-12-31|2009-11-01|2010-01-30|t|2009-12-31
2553|193|2010-12-31|2010-11-01|2011-01-30|t|2010-12-31
2555|193|2011-12-31|2011-11-01|2012-01-30|t|2011-12-31
2557|193|2012-11-23|2012-10-01|2012-12-23|t|2012-11-23
2559|193|2013-12-20|2013-11-01|2014-01-19|t|2013-12-20
2561|193|2014-12-31|2014-11-01|2015-01-30|t|2014-12-31
2563|193|2015-12-31|2015-11-01|2016-01-30|t|2015-12-31
2568|194|2016-12-31|2016-11-01|2017-01-30|t|2016-12-31
2570|194|2017-06-16|2017-05-01|2017-07-16|t|2017-06-16
2571|194|2018-06-16|2018-05-01|2018-07-16|f|
2573|195|2016-09-30|2016-08-01|2016-10-30|t|2016-09-30
2574|195|2018-09-30|2018-08-01|2018-10-30|f|
2575|196|2018-09-26|2018-08-01|2018-10-26|f|
2577|197|2000-12-07|2000-11-01|2001-01-06|t|2000-12-07
2579|197|2001-12-31|2001-11-01|2002-01-30|t|2001-12-31
2581|197|2002-12-31|2002-11-01|2003-01-30|t|2002-12-31
2583|197|2003-12-31|2003-11-01|2004-01-30|t|2003-12-31
2585|197|2004-12-31|2004-11-01|2005-01-30|t|2004-12-31
2587|197|2005-12-31|2005-11-01|2006-01-30|t|2005-12-31
2589|197|2006-12-30|2006-11-01|2007-01-29|t|2006-12-30
2591|197|2007-12-31|2007-11-01|2008-01-30|t|2007-12-31
2593|197|2009-06-30|2009-05-01|2009-07-30|t|2009-06-30
2595|197|2009-12-31|2009-11-01|2010-01-30|t|2009-12-31
2597|197|2010-06-30|2010-05-01|2010-07-30|t|2010-06-30
2599|197|2011-06-30|2011-05-01|2011-07-30|t|2011-06-30
2601|197|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
2603|197|2013-06-30|2013-05-01|2013-07-30|t|2013-06-30
2612|197|2018-06-08|2018-05-01|2018-07-08|f|
2605|197|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
2607|197|2015-12-31|2015-11-01|2016-01-30|t|2015-12-31
2609|197|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
2611|197|2017-06-08|2017-05-01|2017-07-08|t|2017-06-08
2614|198|2010-11-10|2010-10-01|2010-12-10|t|2010-11-10
2616|198|2011-12-30|2011-11-01|2012-01-29|t|2011-12-30
2618|198|2012-12-29|2012-11-01|2013-01-28|t|2012-12-29
2620|198|2013-12-30|2013-11-01|2014-01-29|t|2013-12-30
2622|198|2014-12-30|2014-11-01|2015-01-29|t|2014-12-30
2624|198|2015-12-31|2015-11-01|2016-01-30|t|2015-12-31
2626|198|2016-12-31|2016-11-01|2017-01-30|t|2016-12-31
2628|198|2017-05-11|2017-04-01|2017-06-10|t|2017-05-11
4651|435|2011-09-25|2011-08-01|2011-10-25|f|
2956|229|2017-03-30|2017-02-01|2017-04-29|f|
2640|200|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
2998|233|2018-01-21|2017-12-01|2018-02-20|f|
2638|199|2017-12-26|2017-11-01|2018-01-25|t|2018-01-03
2859|206|2017-05-21|2017-06-01|2017-07-20|t|2017-05-21
2865|217|2016-12-29|2017-01-01|2017-02-27|t|2016-12-29
2870|204|2002-06-30|2002-07-01|2002-08-29|t|2002-06-30
2872|204|2004-06-30|2004-07-01|2004-08-29|t|2004-06-30
2874|204|2006-06-30|2006-07-01|2006-08-29|t|2006-06-30
2876|204|2008-06-30|2008-07-01|2008-08-29|t|2008-06-30
2878|204|2010-06-30|2010-07-01|2010-08-29|t|2010-06-30
2880|204|2012-06-30|2012-07-01|2012-08-29|t|2012-06-30
2882|204|2014-06-27|2014-07-01|2014-08-26|t|2014-06-27
2884|204|2016-06-19|2016-07-01|2016-08-18|t|2016-06-19
2904|220|2016-11-18|2016-10-01|2016-12-18|f|
2890|219|2007-12-31|2007-11-01|2008-01-30|t|2007-12-31
2923|224|2016-09-06|2016-08-01|2016-10-06|t|2016-09-06
2892|219|2009-12-31|2009-11-01|2010-01-30|t|2009-12-31
2894|219|2011-12-30|2011-11-01|2012-01-29|t|2011-12-30
2896|219|2013-12-05|2013-11-01|2014-01-04|t|2013-12-05
2924|224|2017-03-11|2017-02-01|2017-04-10|t|2017-03-11
2898|219|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
2925|224|2018-03-11|2018-02-01|2018-04-10|f|
2900|219|2017-07-07|2017-06-01|2017-08-06|t|2017-07-07
2908|221|2013-04-26|2013-03-01|2013-05-26|t|2013-04-26
2909|221|2014-05-14|2014-04-01|2014-06-13|t|2014-05-14
2911|221|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
2917|222|2018-03-11|2018-02-01|2018-04-10|f|
2939|227|2015-12-30|2015-11-01|2016-01-29|t|2015-12-30
2972|231|2005-06-30|2005-05-01|2005-07-30|t|2005-06-30
2940|227|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
2974|231|2007-06-08|2007-05-01|2007-07-08|t|2007-06-08
2946|228|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
2949|229|2010-09-29|2010-08-01|2010-10-29|t|2010-09-29
2954|229|2015-09-29|2015-08-01|2015-10-29|f|
3000|234|2015-12-18|2015-11-01|2016-01-17|t|2015-12-18
2950|229|2011-09-30|2011-08-01|2011-10-30|t|2011-09-30
2976|231|2009-04-06|2009-03-01|2009-05-06|t|2009-04-06
2952|229|2013-09-30|2013-08-01|2013-10-30|t|2013-09-30
2959|230|2009-04-15|2009-03-01|2009-05-15|t|2009-04-15
2861|215|2017-11-04|2017-10-01|2017-12-04|t|2018-02-15
2960|230|2010-05-04|2010-04-01|2010-06-03|t|2010-05-04
2978|231|2011-05-26|2011-04-01|2011-06-25|t|2011-05-26
2962|230|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
2964|230|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
2980|231|2013-06-28|2013-05-01|2013-07-28|t|2013-06-28
2966|230|2016-06-10|2016-05-01|2016-07-10|t|2016-06-10
3001|234|2016-12-09|2016-11-01|2017-01-08|t|2016-12-09
2982|231|2015-06-30|2015-05-01|2015-07-30|t|2015-06-30
3003|234|2018-06-20|2018-05-01|2018-07-20|f|
2989|232|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
2991|232|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
2995|233|2015-10-15|2015-09-01|2015-11-14|t|2015-10-15
2996|233|2016-10-15|2016-09-01|2016-11-14|f|
3011|235|2009-03-31|2009-02-01|2009-04-30|t|2009-03-31
3007|235|2005-03-31|2005-02-01|2005-04-30|t|2005-03-31
3009|235|2007-03-30|2007-02-01|2007-04-29|t|2007-03-30
3013|235|2011-03-30|2011-02-01|2011-04-29|t|2011-03-30
3015|235|2013-03-31|2013-02-01|2013-04-30|t|2013-03-31
3022|236|2009-05-07|2009-04-01|2009-06-06|t|2009-05-07
3017|235|2015-03-31|2015-02-01|2015-04-30|t|2015-03-31
3023|236|2010-06-30|2010-05-01|2010-07-30|t|2010-06-30
3025|236|2012-06-30|2012-05-01|2012-07-30|t|2012-06-30
3027|236|2014-06-30|2014-05-01|2014-07-30|t|2014-06-30
3029|236|2016-06-30|2016-05-01|2016-07-30|t|2016-06-30
3037|237|2000-06-30|2000-05-01|2000-07-30|t|2000-06-30
3039|237|2002-06-29|2002-05-01|2002-07-29|t|2002-06-29
3041|237|2004-06-30|2004-05-01|2004-07-30|t|2004-06-30
3043|237|2006-06-30|2006-05-01|2006-07-30|t|2006-06-30
3047|237|2010-06-30|2010-05-01|2010-07-30|t|2010-06-30
3049|237|2012-06-29|2012-05-01|2012-07-29|t|2012-06-29
